n11845793 hedgehog_cactus
n11709674 magnolia
n06470073 written_document
n04021028 pullover
n02015357 weka
n04506289 ukulele
n01462042 blastocyst
n09403734 mountain_chain
n01321770 orphan
n03929202 pick
n03323211 farmyard
n12203896 cottonwood
n07601809 caramel
n10300303 mate
n04523831 bank_vault
n01577659 minah
n12337617 blue_gum
n04105068 roof
n03632852 ladder_truck
n02883344 box
n03555662 hypodermic_syringe
n07729384 broad_bean
n02283201 moth
n11611233 black_pine
n04075813 rep
n04469514 trampoline
n07570720 victuals
n12554526 locoweed
n02122510 alley_cat
n02327842 snowshoe_hare
n07922764 cocoa
n04057846 reactor
n03262248 earplug
n01749582 mamba
n01582398 pica_pica
n04085017 reverse_gear
n03628728 creese
n01533000 purple_finch
n10153594 gymnast
n03940256 pin
n11678299 petiolule
n10521662 reporter
n03016868 chiffon
n04289449 sprit
n03878066 castle
n04313628 stele
n09218494 belay
n01558149 throstle
n04379096 tab_key
n02587300 mangrove_snapper
n04247544 smoothbore
n02417387 angora_goat
n02734835 architrave
n04388743 storage_tank
n02416880 billy
n04591887 wine_cooler
n02913152 building
n03429288 gauge
n03822171 paper
n03383099 foresail
n09416076 rock
n03423877 gas_lamp
n02975212 case
n01858780 cob
n07687053 wafer
n04176190 serving_dish
n04062428 recliner
n12105353 crested_wheatgrass
n10634849 speedskater
n03838298 objective
n13001529 agaricus_campestris
n11834654 glasswort
n07925966 fruit_drink
n04187970 afghan
n09932508 pitman
n04127904 sail
n04404200 teletypewriter
n02564720 black_bass
n07723039 leek
n04375241 synchromesh
n04082886 reticle
n02469248 scapular
n02181235 tenebrionid
n04217546 signal_box
n04186848 shears
n03898633 patchwork_quilt
n01664990 hawksbill_turtle
n07896893 muscadet
n01922948 woodworm
n03822767 newtonian_telescope
n04223299 singlet
n02895438 breathalyser
n04373894 brand
n03487444 hand_lotion
n03797390 mug
n03456665 greatcoat
n02922798 burlap
n08376250 chain
n07770763 pumpkin_seed
n03133415 crock
n02261419 deathwatch
n01734808 house_snake
n07884567 alcohol
n12282737 downy_birch
n04504141 two_piece
n01462544 gastrula
n02386968 clydesdale
n04363210 sam
n03482877 handball
n07859284 sugar
n07714895 savoy_cabbage
n04962062 ash_gray
n02731629 aqualung
n02282257 blue
n01701859 stegosaurus
n04217882 signboard
n04968139 olive_green
n03617312 kilt
n02925385 bush_jacket
n00812526 clasp
n03286572 endoscope
n02772435 badminton_court
n04261506 soundbox
n03954393 planchet
n04951716 glory
n08659242 coal_seam
n02727825 apparatus
n02932693 second_class
n02372584 dassie
n12239647 leucothoe
n04436185 timber
n04298661 stairwell
n02923682 machine_pistol
n04308084 stealth_aircraft
n01549430 peewee
n04236377 sleeve
n07601686 candy_corn
n09326662 hammock
n03518943 highlighter
n04474466 trap
n12043836 butterfly_orchid
n03623556 knife
n03114839 cotter
n12877838 antirrhinum_majus
n00007846 individual
n02808968 bathysphere
n04364160 lightning_arrester
n02516188 lungfish
n03823111 nib
n01322983 bear_cub
n02627835 bonito
n03364008 flip_flop
n03058107 coat
n04575723 wheel
n04577426 whetstone
n04520962 vaporizer
n04291242 square
n02727825 setup
n02153109 big_game
n08506347 semidesert
n01880152 kangaroo_rat
n12992868 fungus
n03751269 mess_jacket
n02774152 purse
n13001206 toadstool
n12870891 wild_thyme
n03239607 drift_net
n02300554 bombyx_mori
n02609302 bluehead
n02985137 crt
n03211616 board
n03995535 power_line
n07839730 soubise
n02650050 gurnard
n11678010 cornstalk
n07893891 burgundy
n04269822 spat
n02299039 manduca_sexta
n03577672 interceptor
n07588574 lentil_soup
n06267893 tabloid
n12304703 fraxinus_excelsior
n03767203 mill_wheel
n12815838 calabash
n02675219 acetate
n02943241 optical_lens
n12090890 primula
n03725506 masonite
n09335809 landfill
n03237416 silk_hat
n01861778 mammal
n11646694 bunya_bunya
n02948557 candlestick
n02942349 camcorder
n04524941 velours
n03187268 dialog_box
n01857632 honker
n04028074 putter
n11841247 cockspur
n12263204 sweet_chestnut
n03829857 norfolk_jacket
n03306385 express
n03105467 corbel
n03393761 freewheel
n04121426 rya
n12316572 liquidambar_styraciflua
n12795555 spirea
n03473227 gyroscope
n04110068 rose_water
n03209910 diskette
n07896765 moselle
n03917198 peristyle
n07763107 feijoa
n01536644 song_sparrow
n09270735 dune
n07942152 people
n02742468 arrester
n02592371 squirrelfish
n07845087 formula
n00442115 swimming
n04188179 sheet
n03889626 parapet
n01965889 scallop
n11603246 encephalartos
n11723452 wolfsbane
n02715513 foyer
n03062122 cocktail_lounge
n03529175 home_room
n01770795 pseudoscorpion
n03518135 highball_glass
n02595339 silver_perch
n07609728 turkish_delight
n03205669 dirndl
n12427184 tiger_lily
n04598965 woof
n07889510 ale
n02377291 stud
n11930788 white_sage
n03424489 gas_meter
n12862512 plectranthus
n01688961 moloch
n04173172 episode
n07568818 fiber
n00467320 horseshoes
n12273515 turkey_oak
n02872752 boot
n12597134 cabbage_palm
n04027023 push
n12884260 toadflax
n02705201 amphitheatre
n04139395 sauna
n07854614 ricotta
n01319467 sea_creature
n01539925 house_sparrow
n03098140 board
n10007995 desk_clerk
n00440382 long_jump
n02378625 courser
n03208556 disk
n03080309 compartment
n01630284 triton
n02925666 combat_boot
n01489501 bull_shark
n11623967 cedrus_deodara
n03054605 cluster_bomb
n03474896 haft
n00005787 benthos
n03939844 pilot_light
n12865824 salvia_officinalis
n03733644 measure
n03436990 gig
n00448232 sumo
n12290748 centaury
n04100174 rod
n02867966 bomber_jacket
n12793015 saxifrage
n04416005 testudo
n02760199 automat
n04598965 weft
n01958038 quahog
n03391770 framework
n02624987 chub_mackerel
n04960582 coal_black
n09215023 baryon
n01458842 fertilized_egg
n11879722 colza
n03195332 digester
n08521623 cemetery
n04057215 razorblade
n12766869 poison_oak
n12612170 water_plantain
n04015908 protractor
n12274358 burr_oak
n03484576 handcuff
n02588794 margate
n03536761 horn
n07650903 mince
n12500518 cassia_tora
n03566730 inclinometer
n12154773 pandanus
n01692523 beaded_lizard
n02802544 basketball_court
n07709881 tofu
n04198797 shock_absorber
n02417663 capra_aegagrus
n02256172 psylla
n01677747 marine_iguana
n04280970 spit
n03975788 needlepoint
n04204755 short
n04969242 sapphire
n07616046 frozen_yogurt
n03762982 military_hospital
n12185254 ribbonwood
n04554871 washer
n04354487 sump_pump
n03349892 first_class
n02498743 slender_loris
n02412210 wether
n03683995 locket
n02379908 arab
n02049088 loon
n12049562 calypso
n03134394 crookes_tube
n02816768 beanie
n07618432 chocolate_pudding
n03281145 lift
n01837072 frogmouth
n02081571 sea_horse
n02271897 thrips
n07612996 pudding
n04304215 spaceship
n03556811 scooter
n02884450 box
n04205318 shorts
n03644378 lariat
n12494794 peacock_flower
n09242389 chasm
n12642964 capulin
n02941845 aventail
n03495671 harpoon
n09452395 swamp
n04070964 refrigerator_car
n03428090 gatehouse
n04595028 wlan
n07835457 hollandaise
n02757810 audiotape
n12059314 dendrobium
n04201733 shooting_brake
n11815491 silene
n04289827 sprocket
n06273207 call_back
n04313220 steering_mechanism
n12088223 yam
n02969886 carrier
n03936466 pile_driver
n07916041 martini
n03906106 leg
n07737745 groundnut
n02759700 autoinjector
n04359589 support
n03098959 control_tower
n09466678 uphill
n00454237 angling
n13872822 funnel
n12454159 tulip
n04474035 transporter
n03235042 withdrawing_room
n02248510 scale_insect
n04966941 wheat
n02840619 cover
n02871147 bookmark
n09392402 pinetum
n04446276 privy
n04273064 spectroscope
n03861271 outrigger
n04950952 wood_grain
n07748574 tangelo
n04285803 athletic_wear
n07819303 mustard_seed
n03626272 knob
n03615655 khimar
n01532325 yellowbird
n03430551 cogwheel
n03178674 derringer
n07803545 wheat
n12713866 phellodendron_amurense
n01845132 water_bird
n07875086 loblolly
n04434932 leotards
n02961451 carbine
n04064747 record_cover
n03844045 kerosene_lamp
n04459122 tourer
n07596967 confectionery
n03871524 packaging
n04566257 weapons_system
n03541696 auberge
n03602081 jolly_boat
n02549989 needlefish
n05449959 white_cell
n11646694 araucaria_bidwillii
n03100897 conveyor_belt
n12070381 liparis
n11611758 pinus_pinea
n07929172 tonic
n02896442 knickers
n04283096 spoiler
n07566340 food_product
n04405907 idiot_box
n04968895 blue
n02692086 prop
n07736692 spinach
n12406488 rock_elm
n03219010 doyley
n03628071 kohl
n00448126 professional_wrestling
n01850192 butterball
n04161358 seat
n03024518 choke
n07860805 batter
n07817160 comfrey
n13907272 crevice
n03994614 powder_horn
n02982232 catapult
n03906590 pelican_crossing
n02386014 harness_horse
n04051825 rampart
n12202936 lime_tree
n02944579 camo
n04080833 respirator
n07724492 romaine
n04268275 spark_arrester
n03488438 handset
n02924116 motorbus
n04563413 water_wheel
n09818022 astronaut
n02226183 orthopteran
n02309337 caterpillar
n03034244 breaker
n03841666 business_office
n04555291 washroom
n03303831 exhibition_hall
n03146846 tiller
n11753355 trifolium_pratense
n02796995 bar
n02976939 money_box
n11628087 tsuga_heterophylla
n02618827 dragonet
n03648219 wash
n07614198 ice
n04329477 stowage
n02932523 caboose
n12618727 eelgrass
n07823698 cranberry_sauce
n02259708 treehopper
n14938389 linoleum
n07843775 dairy_product
n02388832 liver_chestnut
n02920369 bunker
n04030518 quad
n03512147 eggbeater
n12033139 cocklebur
n02136103 bearcat
n07937461 couscous
n02766792 baby_grand
n12762896 sumac
n04433585 sleeper
n11947629 dusty_miller
n04558478 closet
n03949761 pit
n02715229 aerial
n03141455 crupper
n12387633 viola
n03015149 chesterfield
n03224490 doppler_radar
n07730708 celery_root
n12805146 currant
n04973585 brick_red
n03001627 chair
n07598256 candy_bar
n02160947 social_insect
n04509592 uniform
n07736813 taro
n11728099 marsh_marigold
n03731695 sledge
n01595450 tree_swallow
n02593453 scup
n09357346 molehill
n03477410 halberd
n07570720 nutrition
n11706942 laurel_tree
n12812478 sea_holly
n03530910 bonnet
n03251533 dry_dock
n02645953 sea_raven
n12515925 chickpea
n01407798 green_algae
n03592245 slammer
n12934036 astrantia
n12227658 tree_heath
n02324587 bunny
n02872333 booster
n04309049 steam_engine
n12515925 garbanzo
n07762244 papaya
n11792029 pothos
n01549886 phoebe
n04403524 teleprompter
n02266050 dobson
n00007846 soul
n04598965 pick
n07687211 white_bread
n02950018 cannery
n07773428 coconut_water
n03665924 light_bulb
n03109033 corker
n04306080 station
n02688443 aerofoil
n12903503 jimson_weed
n03321563 fanny_pack
n02535537 salmo_salar
n13054073 agaric
n09834699 ballet_dancer
n05418717 vena
n02310717 woolly_bear
n02016358 gallinule
n02789487 bar
n03779246 moire
n04329477 storeroom
n03319576 false_teeth
n03001115 chain_store
n04378956 tabi
n09267854 divot
n07579917 adobo
n13066129 smut_fungus
n04075916 repair_shop
n00449517 car_racing
n07857356 wasabi
n03380301 locker
n02388143 pacemaker
n02844714 bit
n04476972 tread
n12176953 upland_cotton
n03786194 morning_dress
n02341288 meadow_vole
n04475411 trapeze
n02704949 amphitheater
n03975035 pointed_arch
n04508949 underclothing
n01749244 rinkhals
n02905886 bronchoscope
n03677682 lisle
n03454536 grating
n02278024 comma
n14867545 fish_meal
n01731764 coachwhip
n07844042 milk
n03131967 cricket_ball
n04386792 talcum
n12957803 nardo
n02168245 lightning_bug
n04005197 priory
n03096439 contrabassoon
n07905038 rum
n09366317 natural_elevation
n03431745 train
n07804543 brown_rice
n03592245 jail
n12929403 camellia
n01558307 snowbird
n04492749 truss_bridge
n02999936 chain
n07762740 ackee
n07753743 passion_fruit
n04469813 ropeway
n02687423 aircraft_engine
n03505667 headset
n03430551 gear
n01568892 yellowbird
n02450295 pine_marten
n12981954 white_rust
n07846359 evaporated_milk
n07708398 raw_vegetable
n03986224 porte_cochere
n02480153 great_ape
n02523427 cusk
n07927512 soda_pop
n03688943 observatory
n03443912 goggles
n04508949 underclothes
n03049924 flat_cap
n02328429 pika
n03340723 finder
n07569873 soy_flour
n03036469 civilian_dress
n07898333 zinfandel
n04495843 tug
n01367772 enteric_bacteria
n03357081 white
n03606251 junk_shop
n02116450 raccoon_dog
n12129986 canary_grass
n03996145 power_saw
n03707766 magnetic_stripe
n13077033 mould
n12719684 nasturtium
n08558770 sheikhdom
n11934239 goldilocks
n04606574 spanner
n04272389 spectator
n11727358 honeysuckle
n03901974 pawnshop
n01831360 tody
n02978753 casserole
n02039171 courser
n04216634 sieve
n01842504 puffbird
n07891726 wine
n12118661 ragi
n04020912 pullman
n02482650 bonobo
n07932454 spruce_beer
n02104882 belgian_shepherd
n02941845 camail
n04405907 television
n12475242 cornflower
n03722007 marker
n02547014 oarfish
n03586631 ironmongery
n01730812 racer
n04287747 spray_gun
n09359803 mount
n04530566 vessel
n03268918 electrical_cable
n12772753 buckthorn
n03556811 iceboat
n03842012 office_building
n01982068 king_crab
n12117017 crabgrass
n02580336 scad
n02447021 spotted_skunk
n01943087 ormer
n11617272 bristlecone_pine
n10340312 musician
n13354021 pocketbook
n03202760 diode
n02477516 paranthropus
n07575510 teatime
n03233744 drawbridge
n02963302 card_index
n02572196 cardinalfish
n02770830 backseat
n02924116 coach
n04451818 tool
n03273551 electronic_organ
n12402348 banyan
n11728945 black_cohosh
n04453910 top
n02893418 brasier
n04171629 semiautomatic_pistol
n03920867 pew
n03702248 machine_tool
n03719053 mansion
n05260127 pageboy
n04273285 speculum
n04346679 stylus
n03684823 locomotive_engine
n03834604 nuclear_weapon
n01850192 dipper
n12544539 lentil
n01422450 merozoite
n07729000 lima_bean
n02578771 amberjack
n11878283 mustard
n04218564 silencer
n02927887 butterfly_valve
n12700088 honduras_mahogany
n07880325 welsh_rarebit
n02694426 alarm_system
n03744840 storage_device
n00449977 greyhound_racing
n12703190 shamrock
n04171629 semiautomatic
n06596845 trade_magazine
n03011355 checker
n07642933 jam
n01769347 arachnid
n02432983 alces_alces
n01330497 arenavirus
n04257790 solar_array
n12095020 loosestrife
n04085017 reverse
n03896103 passenger_ship
n04381073 tablespoon
n13873502 circle
n03992436 potsherd
n12316572 red_gum
n01668665 slider
n03551084 hydraulic_brake
n07565259 table
n04398497 teahouse
n04112252 rotor_blade
n12303083 forsythia
n03691817 waiting_area
n02382635 shetland_pony
n04235646 sleeper
n07620689 maraschino_cherry
n01857079 snow_goose
n12402051 strangler_fig
n03516367 herringbone_pattern
n03194297 differential_gear
n10260800 lifeguard
n02627292 horse_mackerel
n11753700 shamrock
n03512147 chopper
n10421470 druggist
n12142085 wheat
n09268007 divot
n03906224 pegboard
n03859000 outboard_motor
n12521394 scotch_broom
n02382437 pony
n09666883 kachina
n01610955 falcon
n03652932 lead
n03245271 drogue
n01350701 yersinia_pestis
n07616386 parfait
n02754103 nebulizer
n04453390 toothpick
n02392434 indian_rhinoceros
n03237416 stovepipe
n11636204 japanese_cedar
n02339376 vole
n04602762 workroom
n03889503 breastwork
n08521623 burying_ground
n03792526 mount
n02758863 autobahn
n03390983 frame
n03723885 martingale
n02381364 grey
n04538403 viscose_rayon
n03454211 grapple
n01693783 chameleon
n03462747 earth
n04052442 spread
n04443766 toby_jug
n04365328 surveillance_system
n03198500 dildo
n04383839 taffeta
n04475309 trap_door
n12336092 peppermint
n04396335 taximeter
n02921884 burial_chamber
n04188179 bed_sheet
n04045255 radome
n03140292 rood
n03943920 pinstripe
n03244919 driving_wheel
n01842235 barbet
n11627908 mountain_hemlock
n03656484 lens_system
n03568818 induction_coil
n00483409 singles
n02028727 pectoral_sandpiper
n12116429 dactylis_glomerata
n02052204 white_pelican
n01900150 hair
n03258330 duster
n04160847 searchlight
n04047733 railing
n06470073 document
n01515078 night_bird
n03186285 dhow
n12081215 greenhood
n11902389 papaver_somniferum
n01881171 phalanger
n12163035 bryony
n03540914 hospital_bed
n02184720 body_louse
n04586072 shelterbelt
n03440682 glockenspiel
n07846143 powdered_milk
n12524188 blackwood
n11812094 dusty_miller
n00453396 duck_hunting
n03373943 flying_buttress
n03379828 footbridge
n03122295 conestoga_wagon
n10324560 model
n02264232 doodlebug
n02025043 turnstone
n07927197 soft_drink
n07714287 chinese_cabbage
n04125853 safety_harness
n03290195 entablature
n07924276 nectar
n03605915 junction
n12691661 gumbo_limbo
n02024185 dotterel
n03347617 fire_tower
n04356925 sunroom
n07875436 risotto
n02758490 gimlet
n02919414 sheaf
n03561169 ignition_switch
n03724176 maser
n01668892 cooter
n13001930 shiitake
n03766935 millstone
n08640531 holiday_resort
n12327846 brazil_nut
n04043733 tuner
n01750437 tiger_snake
n04370288 sweatpants
n01646648 natterjack
n07874441 sicilian_pizza
n12648693 prunus_salicina
n11618861 larch
n09217230 beach
n01967963 piddock
n01851375 scaup
n03343354 recorder
n09432990 shiner
n03751065 mess
n04228215 binding
n04375775 synchrotron
n02599958 mullet
n07713074 eggplant
n07593774 ready_mix
n03904183 pedestrian_crossing
n11725821 wood_anemone
n01448594 guppy
n02867715 bomber
n03943714 pinstripe
n04565375 weapon
n07847453 clotted_cream
n08613733 outdoors
n02952374 canteen
n04137444 artificial_satellite
n13163991 sprig
n04313503 steering_wheel
n04496614 tulle
n07752264 victoria_plum
n13155305 involucre
n03624400 knife_blade
n01319467 marine_animal
n11772408 periwinkle
n01319187 stunt
n04552696 war_vessel
n02512752 fingerling
n07570720 aliment
n03244775 one_iron
n02723165 antiperspirant
n03330665 festoon
n04387531 tammy
n12587803 coco
n02415829 mouflon
n11989393 edelweiss
n07919787 decaf
n08242223 core_group
n04973020 topaz
n13863771 line
n01742821 rosy_boa
n02432983 moose
n07902937 arrack
n02228341 katydid
n04484432 triode
n03421117 garter
n03239726 drill
n02961225 car_battery
n04330340 cooking_stove
n02904927 brogan
n01832167 swift
n01826680 european_roller
n08518171 bivouac
n02413593 hampshire
n03949317 piston_rod
n12591351 cabbage_palm
n07879450 sushi
n15091129 aneurin
n04573281 welt
n02983507 cat
n01851207 redhead
n12836508 five_spot
n12711596 lemon
n14844693 dirt
n03070396 pit
n07894102 beaujolais
n02968473 rig
n07848196 whipping_cream
n03715892 mallet
n07587700 clam_chowder
n03455642 gravimeter
n12494794 flame_tree
n04449290 tollbooth
n04410886 tensiometer
n03719343 mantel
n12266528 myrtle_beech
n03604400 pinafore
n12866968 savory
n03176386 plate
n02389779 burro
n12586298 calamus
n11851578 prickly_pear
n13108841 coniferous_tree
n03591798 jacquard
n01323781 giant
n11608250 pine_tree
n02821627 bedchamber
n04334105 strapless
n07835701 bercy
n02407276 galloway
n15092650 biotin
n03249342 pharmacy
n02850950 sausage
n03732020 mauser
n03360731 flatcar
n02772101 backup_system
n02846511 chalkboard
n02939866 caliper
n02401031 bovid
n11834654 saltwort
n03375575 foil
n03324629 fast_reactor
n11612349 pinus_mugo
n02756977 audiocassette
n03463381 first_floor
n02016358 swamphen
n02666624 a_battery
n04206225 jigger
n03546340 housing
n00474657 professional_baseball
n03710528 mailer
n02864122 bwr
n12373100 carica_papaya
n03703203 mackinaw
n12620196 rosebush
n02420828 gerenuk
n01805801 peafowl
n03050655 clothes_dryer
n03123809 byre
n03296328 escarpment
n02887489 brace
n03063485 coffee_mill
n04953296 glint
n02124313 abyssinian
n04273659 speed_bump
n04038440 rack
n02808829 bathyscaphe
n02414209 longwool
n02381460 wild_horse
n11949402 chamomile
n02605703 chaetodon
n07556970 course
n01495701 ray
n02282903 hairstreak
n03287351 energiser
n12870535 thyme
n02460451 giant_anteater
n12638218 plum
n03089753 conference_center
n03029197 church_tower
n00453935 fishing
n04163530 secateurs
n03723267 marquetry
n01696633 crocodilian
n07846557 skim_milk
n07748416 tangerine
n02988679 cd_rom
n02955247 capacitor
n02065263 sei_whale
n02044778 skua
n07586894 minestrone
n12164363 cucumis_melo
n02957008 capote
n02205219 daddy_longlegs
n00451370 cycling
n02873839 booth
n12753762 striped_maple
n07803310 buckwheat
n04442441 toaster_oven
n02868240 bomblet
n07609215 sugar_candy
n03370387 fluorescent_lamp
n03873848 paddle
n07873057 marrow
n03261776 earphone
n07712559 potato_chip
n02669295 abutment
n00470682 touch_football
n13098962 bast
n04414101 terra_cotta
n04047139 railhead
n02409038 anoa
n12339526 clove
n01640846 true_frog
n00812526 hold
n02950120 cannikin
n07687469 french_bread
n10276045 faller
n02973236 cartwheel
n03528100 home
n07816164 sweet_basil
n02973017 clip
n07854266 muenster
n03826186 nissen_hut
n02666501 derelict
n12938193 sea_holly
n03070059 collet
n03173387 deli
n01397114 alga
n10341343 music_teacher
n02739889 armoured_car
n11653126 totara
n07741138 macoun
n03026907 chronograph
n03733925 measuring_system
n02764044 axe
n07757312 sweet_cherry
n04122578 wooden_shoe
n03469832 gunnery
n07726796 common_bean
n07907548 scotch_whisky
n04128499 sailing_boat
n01339801 cytomegalovirus
n07933891 herbal
n03663531 preserver
n06281040 reception
n02053425 solan
n02920083 bunk
n04969242 cerulean
n04531873 waistcoat
n01389507 protozoan
n04590553 windshield
n13908580 roulette
n01683558 night_lizard
n01573898 bobolink
n12614477 waterweed
n12282933 black_birch
n03615790 khukuri
n04241573 slip_ring
n02846874 blackface
n12005656 fleabane
n09382099 oxbow
n01602630 vireo
n03560860 ignition_coil
n00445055 surfing
n01698434 alligator
n12086778 vanilla_planifolia
n04036303 qwerty_keyboard
n02885108 boxcar
n03620967 kitchen_table
n12320010 hickory_tree
n03854722 organ_loft
n12307756 privet
n12762049 mastic
n02540983 sparling
n03080497 compass
n13098962 phloem
n02738031 armament
n11769803 golden_trumpet
n02704645 amphibian
n12570972 kowhai
n07907548 malt_whisky
n03446832 golf_equipment
n03589791 jacket
n07917618 sling
n03098140 control_panel
n04266968 spaghetti_junction
n04598318 woodshed
n07887634 lager
n03369407 fluid_drive
n02565324 largemouth_bass
n04279462 spinning_wheel
n13091620 sporophyll
n08613733 open_air
n12133462 prairie_grass
n11882237 coralroot
n04096848 barricade
n07907037 firewater
n12281788 betula_alleghaniensis
n01881171 opossum
n02895008 breast_implant
n02773838 bag
n04388162 tampon
n03251766 drier
n03529444 homespun
n01415626 eukaryote
n12281974 paper_birch
n00454395 fly_fishing
n02810471 battery
n03254374 dugout
n07748276 satsuma
n04030274 pyx
n12400720 jackfruit_tree
n03709363 magnum
n03729482 matchlock
n03490119 truck
n02825872 bell_foundry
n02863426 bodywork
n04076713 monument
n03926412 photographic_material
n03100490 conveyance
n04526964 ventilator
n03955296 plane
n03528901 home
n02864593 bitt
n01792429 cockerel
n03127203 crankcase
n02992032 cellblock
n02410702 american_bison
n04445154 toga_virilis
n10421470 chemist
n12819728 blue_devil
n11916696 milfoil
n12759273 anacardium_occidentale
n02878628 boule
n04295081 saddlery
n07854707 string_cheese
n04417086 tetrode
n02806762 bath_chair
n04551055 warehouse
n12318378 walnut
n02874750 bootstrap
n01735577 ribbon_snake
n01814217 mourning_dove
n03950647 pitch_pipe
n04390577 tank_top
n03200357 buffet_car
n02782778 park
n04535524 villa
n02816768 beany
n01791107 jungle_fowl
n09437454 incline
n11524451 wave
n00468299 shinny
n03454211 grappler
n02670935 accelerometer
n02625258 wahoo
n07565161 eats
n04125541 safe_house
n03995535 power_cable
n07826653 anise
n04951716 halo
n02443015 american_mink
n06278338 cable
n04284341 spoon
n04951373 lightness
n07812790 lemon_oil
n03140652 cruise_control
n03120198 courtyard
n06596727 glossy
n03073694 columbarium
n04577139 wherry
n03718458 manor_house
n04252653 snow_blower
n03783430 monocle
n02802215 basket
n03062015 sheath
n02308139 webworm
n03177708 depressor
n09269341 down
n11834272 samphire
n01617095 griffon
n02870526 book
n01740551 blind_snake
n04275661 spike
n01055165 encampment
n02620578 archerfish
n02961035 caravanserai
n04283378 spoke
n02003204 marabou
n12847927 pennyroyal
n01316734 bottom_feeder
n02969010 carriage
n00446311 professional_boxing
n02103841 watchdog
n02431785 elk
n09792969 anchor
n02053584 booby
n03837422 oar
n03372549 champagne_flute
n01787835 horseshoe_crab
n07867021 enchilada
n04559451 water_tap
n12336092 red_gum
n07573347 spam
n02122580 stray
n01661091 reptilian
n12263038 american_chestnut
n07556406 comfort_food
n12331066 allspice
n03579982 ice
n09913593 cheerleader
n02197689 drosophila_melanogaster
n03684740 lockup
n04058721 head
n07804900 paddy
n07805594 birdseed
n02424589 lesser_kudu
n03629231 kurta
n12107710 meadow_foxtail
n02359915 eastern_chipmunk
n03201776 black_tie
n02406174 dairy_cow
n04200000 shoe
n02809364 baton
n07740342 golden_delicious
n02204722 sciara
n03712111 main_rotor
n12934479 caraway
n03256631 dunce_cap
n02064000 bowhead
n01969726 octopod
n03356858 flange
n04973020 tan
n03492922 tin_hat
n04261116 sorter
n11615967 longleaf_pine
n03309356 patch
n04453037 tooth
n11622368 grand_fir
n13918387 knife
n03470629 trigger
n04198797 cushion
n04220805 silver_plate
n03738241 mechanical_system
n01455778 pipefish
n04503269 twill_weave
n04324387 stockroom
n01562265 redbreast
n12858871 beebalm
n01937909 bloodsucker
n02059162 petrel
n02127482 lynx_rufus
n07838233 spaghetti_sauce
n03412058 picture_gallery
n03672521 linen
n04960277 black
n14977504 paving
n03011741 checkout
n03953901 placket
n02414763 argali
n04398951 tea_table
n02505063 woolly_mammoth
n03106898 cord
n07924033 fruit_juice
n03849814 opera
n01488918 requiem_shark
n02387254 dobbin
n03628831 crumhorn
n03693860 lowboy
n04402580 receiver
n01314663 critter
n02610373 bergall
n03211616 display_panel
n03838298 objective_lens
n04474187 transport_ship
n03078802 commuter_train
n03124590 cattle_pen
n11817914 chickweed
n02954938 cap
n00440747 skiing
n03329302 ferris_wheel
n03212114 garbage_disposal
n12501202 tamarind_tree
n03281145 elevator
n03499468 hauberk
n11635830 yellow_cedar
n03731695 maul
n02670683 gas
n04328580 secondary_cell
n07748912 sweet_orange
n01663401 marine_turtle
n03882611 panelling
n01600657 bowerbird
n01544704 hawaiian_honeycreeper
n04582349 wicker_basket
n03685820 lodging_house
n12048056 spider_orchid
n03937835 turban
n03555006 hyperbaric_chamber
n04585745 winch
n03585438 irons
n02157206 hexapod
n07899292 sweet_vermouth
n04233124 skyscraper
n02215770 digger_wasp
n04127633 escape
n07913393 bloody_mary
n04272928 spectrophotometer
n04556533 watch_case
n09260907 cultivated_land
n02922578 burka
n11928352 artemisia
n03500090 hawse
n02388735 chestnut
n03748162 retail_store
n02768114 backboard
n02811719 battle_dress
n03499907 hawaiian_guitar
n07816839 chervil
n04593524 wing_tip
n02216365 mud_dauber
n02060133 fulmar
n03504723 headquarters
n02892499 brasserie
n02068974 dolphin
n04972801 light_brown
n03781055 petrol_bomb
n01948446 winkle
n02406859 devon
n07886849 beer
n09376526 sea_floor
n03431745 gear
n02801450 basilisk
n03094503 container
n04243941 slot_machine
n02118333 fox
n02114100 wolf
n07557165 delicacy
n12278371 post_oak
n01661091 reptile
n06263762 storage_medium
n03325088 spigot
n02124484 manx
n07902799 aquavit
n03563967 implement
n04044307 radiotelegraph
n12584191 areca
n12568186 robinia_pseudoacacia
n02120997 felid
n02461830 pangolin
n11599324 welwitschia_mirabilis
n06267991 tab
n03431570 gearbox
n08518171 campsite
n03530910 cowling
n07773428 coconut_milk
n07915491 mint_julep
n07717070 winter_squash
n01612476 hobby
n01530439 chaffinch
n02947660 canal_boat
n03878066 palace
n11683838 nectary
n02274822 nymphalid
n01457852 trumpetfish
n02179012 blister_beetle
n06274921 telegraphy
n03333129 spyglass
n04402580 telephone_receiver
n11735570 golden_seal
n02624551 shiner
n03914438 pepper_pot
n04351550 suite
n03222516 buzzer
n02975212 showcase
n11644226 white_cedar
n04063373 recording_machine
n11840476 maravilla
n01970667 argonaut
n03379828 pedestrian_bridge
n02871963 throwing_stick
n11620673 fir
n12643113 cherry_laurel
n06277280 television
n02117646 brown_hyena
n07822687 chili_powder
n02806088 citadel
n02513248 rough_fish
n02997391 ceramic
n04051439 rammer
n03368352 flower_bed
n03903424 foot_pedal
n08539072 business_district
n04950952 woodgrain
n12615232 wild_celery
n01672432 spiny_softshell
n01797307 spruce_grouse
n02752810 atlas
n07683786 loaf
