n02918112 bullring
n12277578 english_oak
n02883004 bowsprit
n03436182 ghetto_blaster
n03436182 boom_box
n04432043 thwart
n02804123 bass_guitar
n11617272 bristlecone_pine
n02127482 lynx_rufus
n02127482 bobcat
n08506347 semidesert
n03732458 maxi
n07628068 phyllo
n02786331 bandbox
n01752585 vipera_berus
n01752585 adder
n03450974 grab_bag
n07613815 jello
n02823124 pager
n02823124 beeper
n03390075 foxhole
n03283221 emergency_room
n03402941 funeral_parlour
n03402941 funeral_home
n03402941 funeral_chapel
n03402941 funeral_parlor
n12928307 candelilla
n02414043 karakul
n04378489 tabard
n03142431 crypt
n02456008 tatu
n02813981 b_battery
n03606251 junk_shop
n04146504 school_bell
n12390099 pale_violet
n12327022 water_milfoil
n09295210 growler
n04167346 seeder
n01445429 buffalo_fish
n10679174 surgeon
n01943087 ormer
n07934032 tisane
n03171635 defibrillator
n12291959 bluebell
n07586099 marmite
n11687789 microspore
n12722071 lignum_vitae
n02962414 car_carrier
n03751590 messuage
n02070776 vaquita
n09436708 sky
n07605380 fondant
n04219185 silex
n05263448 attilio
n03697913 lungi
n03697913 longyi
n02861147 bocce_ball
n02786198 bandanna
n02786198 bandana
n13865904 heart
n02045864 razorbill
n03858085 ossuary
n04070545 refrigeration_system
n03859608 outfall
n03275681 electrolytic_capacitor
n03275681 electrolytic
n12807251 london_plane
n07608245 marzipan
n07903543 applejack
n02848921 blank
n02848921 dummy
n04211219 shunter
n03146687 cullis
n08645104 scrubland
n02888569 bracket
n03730655 matrix
n04967801 sage_green
n11944954 carduus_nutans
n07693048 cinnamon_roll
n02621258 surgeonfish
n03524976 hogshead
n04127521 safety_razor
n04364160 lightning_arrester
n04970312 tyrian_purple
n04022866 pump_room
n04185529 sharpie
n04491638 trundle
n15062057 stucco
n07836077 brown_sauce
n03914106 peplum
n02901114 briefs
n04121228 rushlight
n02505063 woolly_mammoth
n03304197 exocet
n07577918 tea_break
n07577918 coffee_break
n05604434 abdominal_wall
n13032923 verpa
n07840520 worcestershire
n07840520 worcestershire_sauce
n12220829 lomatia
n04056413 rattrap
n04393808 tappet
n03684143 lock_gate
n03690473 lorry
n04349913 suction_cup
n04368365 swagger_stick
n04224543 sister_ship
n03831382 noseband
n01906749 sponge
n03141455 crupper
n02064000 bowhead_whale
n02064000 bowhead
n02064000 greenland_whale
n02714751 answering_machine
n04013600 proscenium_arch
n03628511 kremlin
n10803978 yogi
n04385799 tail_rotor
n02072040 river_dolphin
n03770085 minicar
n02069974 tursiops_truncatus
n04537436 virginal
n04104147 rolodex
n02412210 wether
n02761034 automatic_transmission
n02572196 cardinalfish
n11902709 argemone
n12404729 trumpet_tree
n07876893 scrapple
n02682407 aeolian_harp
n03103396 cooling_tower
n13096779 lignum
n04438643 time_switch
n05262698 walrus_moustache
n02878107 bottling_plant
n03005285 pendant
n03005285 pendent
n03005285 chandelier
n02270623 silverfish
n03724538 five_iron
n12091550 oxlip
n04492749 truss_bridge
n04370774 sweats
n11931540 artemisia_vulgaris
n11770256 alstonia_scholaris
n11770256 dita
n08571275 midfield
n02666624 a_battery
n03678879 live_axle
n03678879 driving_axle
n02126640 margay
n02828299 belt_buckle
n07909954 curacao
n07909954 curacoa
n01531512 siskin
n12138248 kaoliang
n03307792 external_drive
n01892030 common_shrew
n12344283 evening_primrose
n02047411 common_murre
n02568447 wreckfish
n03018209 china
n04103364 rolling_stock
n01911063 scyphozoan
n03063968 coffee_table
n11620016 siberian_larch
n02742753 arrow
n11599324 welwitschia_mirabilis
n11599324 welwitschia
n03349892 first_class
n02375438 stablemate
n02375438 stable_companion
n03355768 flagon
n08500989 interstellar_space
n03768823 minelayer
n02523877 haddock
n07808587 slaw
n07808587 coleslaw
n02783994 baluster
n09219233 berm
n12180168 hibiscus_tiliaceus
n12180168 mahoe
n02230187 field_cricket
n07808479 chicken_salad
n01316422 scavenger
n02319555 sand_dollar
n13067330 ustilago_maydis
n02095050 fox_terrier
n02257284 periodical_cicada
n02693246 air_terminal
n02693246 airport_terminal
n07698401 blt
n03471779 guy
n03577672 interceptor
n03882960 panhandle
n01380754 pneumococcus
n13131618 petiole
n11612575 pinus_longaeva
n02306825 egger
n02306825 eggar
n04025633 purdah
n03861048 output_device
n03104512 copperware
n08517676 bus_stop
n03944024 pintle
n07847917 light_cream
n12884260 toadflax
n03770224 minicomputer
n12991184 cladonia_rangiferina
n12991184 reindeer_lichen
n12991184 reindeer_moss
n03267113 eight_ball
n13098962 bast
n13098962 phloem
n03934565 pier_table
n00466524 stroke_play
n03420801 garrison_cap
n03190458 dibber
n03190458 dibble
n02689144 airframe
n07708398 raw_vegetable
n07585758 gazpacho
n02461128 tamandua
n03460899 gristmill
n12663359 coffea_canephora
n12663359 robusta_coffee
n12523475 jacaranda
n12523475 brazilian_rosewood
n03821145 neutron_bomb
n03477410 halberd
n01670535 testudo_graeca
n12277800 quercus_rubra
n02907873 brownstone
n03122073 covered_bridge
n03228254 doublet
n07908567 amaretto
n03509608 heat_pump
n04124202 saddle_blanket
n04103206 rolling_pin
n02776978 balalaika
n12681579 black_haw
n04369282 flyswatter
n04369282 swatter
n03643737 laser_printer
n12084890 stanhopea
n03206718 disguise
n04484432 triode
n11801392 birthwort
n03622058 klaxon
n02495242 tree_shrew
n04234887 slate_roof
n04208936 shower
n07902799 akvavit
n07902799 aquavit
n04172904 separate
n07858978 honey
n04414199 terrarium
n02814116 bb_gun
n03517647 retreat
n03517647 hideaway
n02129837 bengal_tiger
n03127203 crankcase
n02904803 brocade
n07815956 white_pepper
n12677612 snowberry
n07731767 belgian_endive
n07836600 blanc
n11949402 chamomile
n11949402 camomile
n01323261 suckling
n03810952 national_monument
n02889996 brake_cylinder
n02889996 master_cylinder
n07870894 lobster_thermidor
n11971248 gazania
n03459328 griddle
n07877675 steak_tartare
n02404432 longhorn
n02404432 texas_longhorn
n01668892 river_cooter
n01668892 cooter
n04354487 sump_pump
n03221351 dongle
n07616590 split
n02794474 barouche
n12120347 teff
n04100519 rodeo
n04206790 shot_tower
n02352591 dormouse
n03114839 cotter
n02701730 american_organ
n02363351 castor_canadensis
n01612275 merlin
n01612275 falco_columbarius
n12681893 weigela
n12031927 vernonia
n12031927 ironweed
n07853232 cheshire_cheese
n03416900 garbage
n07913644 bullshot
n07890226 porter
n03066849 colander
n11870418 garlic_mustard
n09874862 bridesmaid
n12500518 cassia_tora
n01947396 whelk
n02579928 permit
n11890150 isatis_tinctoria
n03588841 jabot
n02746978 art_school
n07894703 montrachet
n04168084 segmental_arch
n03199488 dimmer
n01560935 whinchat
n12927758 tung
n12927758 tung_tree
n09392402 pinetum
n02897389 brewpub
n07902336 aqua_vitae
n13163553 deadwood
n02808968 bathysphere
n12110778 brome
n04350581 sugar_bowl
n04449550 tollgate
n02560110 snook
n02565072 smallmouth_bass
n02565072 smallmouth
n00449168 speed_skating
n02823335 beer_barrel
n03614782 keyhole
n02417785 markhor
n03236217 dredge
n12639376 beach_plum
n03788914 muumuu
n03090000 conference_table
n03090000 council_board
n04087432 riband
n02190790 musca_domestica
n02190790 house_fly
n02190790 housefly
n01324610 herbivore
n04419073 theodolite
n04419073 transit
n02922798 burlap
n02922798 gunny
n04526964 ventilator
n07835701 bercy
n03541269 hospital_ship
n03044801 clip_on
n03601638 jointer
n04035231 quipu
n07836269 espagnole
n12110236 wild_oat
n02792409 bareboat
n03877351 paisley
n05244934 macula
n04070415 refractometer
n09475925 waterside
n04589593 window_frame
n01814217 mourning_dove
n03709363 magnum
n04502670 tweeter
n04590263 windowsill
n02965216 cargo_liner
n11628793 oregon_pine
n11628793 pseudotsuga_menziesii
n01416213 zooid
n02327842 snowshoe_hare
n04459018 toupee
n03786313 morning_room
n01548492 western_kingbird
n02802544 basketball_court
n08628141 kasbah
n08628141 casbah
n07920222 latte
n07924366 apple_juice
n03332393 field_artillery
n03332393 field_gun
n03506184 headstock
n04345201 study_hall
n02446206 striped_skunk
n03738472 mechanism
n03822767 newtonian_reflector
n03822767 newtonian_telescope
n11791569 pistia
n12524188 blackwood
n04441093 tire_iron
n02961544 car_bomb
n12093600 cyclamen_hederifolium
n02045596 auklet
n11756669 wattle
n01948573 limpet
n01557962 mistle_thrush
n02475078 neanderthal_man
n02475078 neanderthal
n12409840 sugarberry
n11879722 brassica_napus
n11879722 colza
n03361380 fpd
n07842308 scrambled_eggs
n02413050 black_sheep
n03247083 dropper
n12750767 leatherwood
n02236241 praying_mantis
n01938454 hirudo_medicinalis
n12305819 blue_ash
n08494231 funfair
n08494231 amusement_park
n08494231 pleasure_ground
n01701859 stegosaurus
n01701859 stegosaur
n07859796 sugar_syrup
n12777680 snowbell
n03870105 pace_car
n12319414 juglans_regia
n03334912 spare
n03334912 fifth_wheel
n03797896 mulch
n08596076 littoral
n08596076 littoral_zone
n08596076 sands
n08596076 litoral
n07845702 raw_milk
n12782530 sundew
n04431925 thunderer
n04019881 pullback
n02200850 aedes_aegypti
n01876326 bandicoot
n13862552 equilateral
n02942349 camcorder
n04054670 rasp
n02312175 maggot
n03098688 control_room
n02686121 airbus
n04086663 rheometer
n04252653 snow_blower
n07736692 spinach
n02248887 soft_scale
n03195332 digester
n04287898 spray_paint
n07807834 macaroni_salad
n07834872 russian_dressing
n12110085 avena_sativa
n03963483 playbox
n03019938 chintz
n01857325 brent
n01857325 brent_goose
n01857325 brant_goose
n01857325 brant
n04399537 tee
n12648693 prunus_salicina
n04386792 talcum_powder
n04386792 talcum
n13077295 mildew
n02821202 bedpan
n02767956 backbench
n04012482 propjet
n04012482 turboprop
n12243693 fetterbush
n03828020 nonsmoker
n04164757 second_hand
n11717577 american_lotus
n11717577 nelumbo_lutea
n07927836 bitter_lemon
n03637181 lamppost
n04165409 sectional
n07720277 chard
n07560331 finger_food
n02688273 air_filter
n02688273 air_cleaner
n09445008 steep
n15092059 niacin
n15092059 nicotinic_acid
n02759257 autofocus
n03953901 placket
n02898369 brickwork
n13862407 leaf_form
n13862407 leaf_shape
n02755529 attack_submarine
n03970546 plush
n03604156 jukebox
n03604156 nickelodeon
n04284572 sporran
n07879350 sashimi
n04274985 sphygmomanometer
n03577090 integrated_circuit
n01756508 western_diamondback
n12554526 locoweed
n01751215 banded_krait
n03168217 beach_chair
n00445226 water_skiing
n01593553 verdin
n03591798 jacquard
n04261116 sorter
n03784793 mooring_mast
n02539894 round_whitefish
n04573513 wet_bar
n12823717 convolvulus
n07921239 turkish_coffee
n03005147 chancery
n03797390 mug
n09415584 riverbank
n09415584 riverside
n11695974 cananga_odorata
n01881564 cuscus
n07913537 virgin_mary
n02216365 mud_dauber
n03415252 gamp
n03415252 brolly
n03162818 dart
n07584423 borsch
n07584423 borscht
n07584423 borsht
n00470554 professional_football
n07894102 beaujolais
n04300643 stanchion
n02542017 ladyfish
n07899434 dry_vermouth
n04053508 range_finder
n04053508 rangefinder
n04197110 shipwreck
n07741804 winesap
n04376400 synthesizer
n04376400 synthesiser
n03291413 entrenching_tool
n13132756 thyrsus
n07712959 nacho
n12236160 salal
n12236160 shallon
n00449977 greyhound_racing
n03768916 mineshaft
n02061853 diving_petrel
n14942411 lodestone
n14942411 loadstone
n01831360 tody
n04207763 shoulder_holster
n02519472 brown_bullhead
n12352639 musa_acuminata
n04419642 theremin
n02861286 bodega
n04233295 skywalk
n03334492 fife
n04607242 wringer
n02756854 audio_amplifier
n03034244 breaker
n03034244 circuit_breaker
n03890358 pargeting
n03890358 pargetting
n03339529 film_advance
n02221083 fire_ant
n02965529 carillon
n03193597 diesel_locomotive
n07730406 celery
n11793403 malanga
n01477875 sea_lamprey
n12584191 areca
n03102516 coolant_system
n07683490 chapati
n02386968 clydesdale
n04017571 psychrometer
n07693590 danish_pastry
n07693590 danish
n07890540 guinness
n03878963 palisade
n04184880 sharkskin
n11737125 nigella_sativa
n03268918 electrical_cable
n04003359 prince_albert
n02763306 secondary_storage
n02763306 external_storage
n01795088 grouse
n03824999 nightshirt
n02644501 rasher
n03987376 portrait_lens
n03069752 college
n04180229 sewing_room
n11552133 cryptogam
n07819303 mustard_seed
n09454744 tar_pit
n02419056 serow
n02709637 anchor_chain
n01384164 zooplankton
n04404200 teletypewriter
n04404200 teleprinter
n04404200 telex
n02011805 american_bittern
n03501152 hazard
n04351699 suiting
n04016240 lopper
n04016240 pruner
n04049585 rain_gauge
n03325941 stetson
n03325941 trilby
n03325941 felt_hat
n03325941 homburg
n03325941 fedora
n13149970 betel
n02522399 cod
n02522399 codfish
n04499300 turkish_bath
n03723439 marriage_bed
n02843909 biretta
n03435593 geodesic_dome
n02036711 avocet
n02756977 audiocassette
n04409911 tenon
n12946849 cornel
n12946849 dogwood
n12753007 silver_maple
n03804211 nacelle
n04065909 recycling_plant
n02852360 blister_pack
n02857477 boarding_house
n02857477 boardinghouse
n03977592 police_boat
n02366959 coypu
n02366959 nutria
n07643026 lemon_curd
n06359467 chatroom
n06359467 chat_room
n01628770 caudate
n10755080 violist
n12671651 abelia
n11839823 mirabilis_jalapa
n01875313 common_opossum
n07900958 sherry
n03030353 cigar_box
n03840823 octant
n13131028 umbel
n12006930 mexican_hat
n02823848 beer_hall
n02255391 woolly_adelgid
n07924747 grapefruit_juice
n12614477 waterweed
n02742468 arrester
n02699915 altazimuth
n13025854 saccharomyces_cerevisiae
n04310721 steam_whistle
n03978966 polo_shirt
n01915811 coral
n03287351 energiser
n03287351 energizer
n02979290 cassette_recorder
n03487444 hand_lotion
n03988758 postage_meter
n03621694 kite_balloon
n03906590 pelican_crossing
n02425532 nilgai
n02238594 lace_bug
n04241573 slip_ring
n02747802 ashtray
n07919894 drip_coffee
n02801184 basilica
n04156946 scull
n01612476 hobby
n03616763 kick_starter
n03616763 kick_start
n01405616 ascophyllum_nodosum
n07879450 sushi
n13132034 peduncle
n02807616 bathrobe
n11998888 cotton_thistle
n11998888 scotch_thistle
n03483230 handbell
n02428089 puku
n04132158 salwar
n04132158 shalwar
n07619881 tapioca
n11690254 hypanthium
n11690254 calyx_tube
n11690254 floral_cup
n04450640 toner
n12215022 honeypot
n12215022 king_protea
n04398951 tea_table
n04334105 strapless
n03200231 dining_area
n07864756 chicken_kiev
n03238131 dressing_room
n12338146 spotted_gum
n02907082 broomstick
n02907082 broom_handle
n04410565 tenpin
n02793930 barnyard
n04252331 snowshoe
n02207805 worker_bee
n01538059 reed_bunting
n01646292 bufo
n02632039 spearfish
n04200537 shoehorn
n11653904 kahikatea
n01699254 spectacled_caiman
n01382033 spirochaete
n01382033 spirochete
n12877244 snapdragon
n01652026 chorus_frog
n03145147 cuckoo_clock
n03607659 kalashnikov
n03099147 convector
n07894799 chardonnay
n03431570 gearbox
n03431570 gear_box
n07766723 marang
n03233624 drawbar
n04969540 steel_blue
n01988701 krill
n01664369 ridley
n01693783 chameleon
n01693783 chamaeleon
n03943115 pinion
n02557318 european_perch
n07680313 bap
n12920204 christmas_star
n12920204 poinsettia
n07888229 pilsner
n07888229 pilsener
n01317294 draft_animal
n02921592 burette
n12915140 lantana
n02799323 baseball_cap
n03579538 interior_door
n12112008 grama
n12112008 gramma
n03200539 dining_hall
n00478262 soccer
n00478262 association_football
n03484809 hand_drill
n03001115 chain_store
n13171797 water_sprite
n02344175 jird
n07807922 fruit_salad
n07928367 ginger_ale
n11753355 trifolium_pratense
n11753355 red_clover
n02216740 gall_wasp
n12726159 golden_willow
n04002262 pricket
n02734725 architecture
n04260364 sonogram
n03549732 promenade_deck
n03549732 hurricane_deck
n02919890 bungee_cord
n02919890 bungee
n07827410 sesame_seed
n02266050 dobson
n02266050 dobsonfly
n12099342 statice
n12099342 sea_lavender
n10386984 outfielder
n04084517 return
n01322604 puppy
n02846874 blackface
n03364599 float
n03937931 pillion
n03421669 gas_guzzler
n07610890 charlotte
n07740033 cortland
n02578771 amberjack
n04115802 royal
n02831595 bermuda_shorts
n07858197 foie_gras
n02003577 openbill
n02015357 weka
n04610274 yagi
n03259009 dustpan
n02527622 conger
n04189092 sheet_bend
n03628071 kohl
n04487894 troopship
n13124358 saprobe
n11711764 magnolia_virginiana
n02542958 argentine
n04445154 toga_virilis
n04035836 quiver
n07616748 banana_split
n04045255 radome
n04045255 radar_dome
n04973020 tan
n04973020 topaz
n11685091 pip
n02854378 blockhouse
n12320627 pignut_hickory
n12320627 pignut
n04586072 shelterbelt
n04586072 windbreak
n02092173 staghound
n03381450 force_pump
n03416775 garand_rifle
n03416775 garand
n02379743 appaloosa
n02244173 assassin_bug
n03663433 life_office
n07839730 soubise
n02808829 bathyscaphe
n04968056 emerald
n07611046 compote
n04422409 fusion_reactor
n12904938 boxthorn
n07775197 sunflower_seed
n03699591 panga
n03699591 machete
n04975739 complementary
n04975739 complementary_color
n01318478 migrator
n04542715 waders
n04074185 reliquary
n07925500 tomato_juice
n02454794 dasypus_novemcinctus
n02454794 peba
n07849733 whey
n12723062 creosote_bush
n12723062 coville
n12723062 larrea_tridentata
n11783920 anthurium
n07606669 jelly_bean
n04542595 vox_humana
n01334217 variola_major
n01614556 tawny_eagle
n01566645 babbler
n03574243 instep
n02109150 guide_dog
n02059852 giant_petrel
n03939677 wheelhouse
n03939677 pilothouse
n03418618 gargoyle
n02660519 atlantic_halibut
n13190747 dicksonia_antarctica
n03099274 convenience_store
n07567139 food_color
n07567139 food_colouring
n07567139 food_coloring
n07567139 coloring
n07567139 colouring
n07874441 sicilian_pizza
n04129766 sailor_suit
n03177708 depressor
n02520147 mudcat
n02520147 flathead_catfish
n02520147 goujon
n00451563 bicycling
n03192543 dictaphone
n03039259 clay_pigeon
n02481500 silverback
n12506991 anthyllis_vulneraria
n12506991 kidney_vetch
n01619835 vultur_gryphus
n01619835 andean_condor
n07914271 smoothie
n12194147 silkwood
n00448232 sumo
n04592465 wine_maker
n04592465 winery
n02128598 leopardess
n02469472 tadpole
n02813752 bazooka
n01579578 jackdaw
n01579578 daw
n04208760 showboat
n07931612 white_russian
n12491017 orchid_tree
n07588193 wonton
n07930062 fruit_punch
n02535759 landlocked_salmon
n01323781 giant
n00453313 deer_hunting
n00453313 deer_hunt
n02917607 bullnose
n04470741 transdermal_patch
n04470741 skin_patch
n01454856 stickleback
n03016209 chicane
n01577035 sturnus_vulgaris
n01577035 common_starling
n02072493 narwal
n02072493 narwhal
n02473857 peking_man
n04395651 tattoo
n03260504 dynamo
n02964843 cargo_container
n04520962 vaporiser
n04520962 vaporizer
n07584332 bisque
n02778294 baldric
n02778294 baldrick
n03943266 pinnacle
n03382856 foremast
n12020507 marigold
n02033882 eskimo_curlew
n03695452 luff
n01837072 frogmouth
n01597906 western_tanager
n02136103 bearcat
n02136103 binturong
n02307910 lappet
n12651229 pyracantha
n12651229 firethorn
n03517509 hibachi
n02852173 flasher
n02852173 blinker
n03356559 flamethrower
n01927159 blood_fluke
n01927159 schistosome
n13141797 cascara
n07768139 anjou
n02085019 feist
n07767549 black_olive
n12656369 framboise
n12656369 rubus_idaeus
n12969425 scleroderma_citrinum
n01912454 siphonophore
n11757017 gidgee
n13001529 agaricus_campestris
n03580845 interphone
n12340383 tupelo
n09249034 gap
n09249034 col
n02403740 heifer
n02099997 pointer
n03423877 gas_lamp
n03231368 drawing_table
n03114379 cosy
n03114379 cozy
n03127531 crash_barrier
n03963294 playback
n12704513 bilimbi
n03899933 patisserie
n02029087 curlew_sandpiper
n02382635 shetland_pony
n07583978 alphabet_soup
n02512830 sport_fish
n02512830 game_fish
n03635330 lame
n07895710 cabernet_sauvignon
n07895710 cabernet
n03086457 concert_grand
n03725600 mason_jar
n13038068 gyromitra_esculenta
n02405929 aberdeen_angus
n02405929 angus
n02405929 black_angus
n04077889 research_center
n04077889 research_facility
n01315581 ectotherm
n12613706 hydrilla
n08539072 downtown
n08539072 business_district
n03125588 crackle
n04582205 wickerwork
n04582205 wicker
n04582205 caning
n03687928 longbow
n01500854 devil_ray
n04287747 spray_gun
n04168199 segway
n03439348 glebe_house
n01683201 worm_lizard
n04303497 stapler
n04046277 raglan
n00443692 cliff_diving
n11721337 lesser_celandine
n02337001 deer_mouse
n02337001 peromyscus_maniculatus
n03946162 pipe_fitting
n07609728 turkish_delight
n04387932 tampax
n02712545 angle_iron
n03571280 inhaler
n04137089 sash_window
n03499907 hawaiian_guitar
n03499907 steel_guitar
n04389430 tankard
n03102859 cooling_system
n03102859 cooling
n04304680 starting_gate
n02713364 anklet
n01854700 goosander
n03376279 folder
n01917611 staghorn_coral
n07827750 poppy_seed
n03251932 dry_fly
n03751269 mess_jacket
n07855105 gruyere
n02377291 stud
n02421136 addax
n02753394 atomic_clock
n03878511 palaestra
n03878511 palestra
n12827907 manroot
n02716626 abm
n07587618 corn_chowder
n04312916 steering_linkage
n11950345 chrysanthemum
n03757604 metronome
n03560430 igloo
n12741222 soapberry
n12050533 cattleya
n07838441 marinara
n03460297 grindstone
n02689434 jackhammer
n03436549 gift_wrapping
n02429456 pronghorn_antelope
n02429456 pronghorn
n02429456 antilocapra_americana
n11672269 bloomer
n03885028 panty
n03885028 scanty
n11929743 artemisia_annua
n13132940 cyme
n03609397 kazoo
n04556533 watch_case
n02469248 scapular
n12307756 privet
n04409806 tennis_racquet
n04409806 tennis_racket
n04282992 spode
n01744270 indian_python
n11923174 mayweed
n02956699 capitol
n03086580 concert_hall
n07765073 date
n03351151 fishhook
n03850053 operating_microscope
n11632167 cupressus_macrocarpa
n11632167 monterey_cypress
n02048115 horned_puffin
n12827537 moonflower
n00452864 beagling
n04273285 speculum
n03383099 foresail
n01359762 trichodesmium
n02883101 bowstring
n01643507 robber_frog
n11622591 subalpine_fir
n04458201 torture_chamber
n02672371 accommodation
n07909593 drambuie
n06419354 collegiate_dictionary
n01671479 desert_tortoise
n03637898 lancet_window
n01533339 canary
n03664159 life_support
n02542432 bonefish
n01555004 pitta
n13084834 cultivar
n01376237 streptomyces
n07801779 alfalfa
n13882276 hexagon
n00464277 tetherball
n01847978 black_duck
n02585872 cichlid_fish
n02585872 cichlid
n07896661 macon
n02961451 carbine
n02932693 cabin_class
n02932693 second_class
n02932693 economy_class
n11646955 hoop_pine
n04266968 spaghetti_junction
n12261571 copper_beech
n03467796 guitar_pick
n12225563 australian_pine
n04290762 spy_satellite
n07904072 kirsch
n07732302 hominy
n01927456 tapeworm
n01927456 cestode
n04332580 straitjacket
n02650541 searobin
n02650541 sea_robin
n02926591 bustle
n04182152 shadow_box
n02390738 kiang
n03868643 oximeter
n03801353 music_box
n03801353 musical_box
n07745197 dewberry
n07591961 paella
n12163035 bryony
n12163035 briony
n07924443 cranberry_juice
n03056583 coaming
n04422875 thermostat
n02864122 bwr
n12079523 pleurothallis
n01526521 songster
n01526521 songbird
n04103094 rolling_mill
n07607492 life_saver
n11625391 engelmann_spruce
n03785237 moquette
n03523506 hobble_skirt
n02951703 canopic_jar
n11717399 nelumbo_nucifera
n11717399 sacred_lotus
n11717399 lotus
n15090065 retinol
n07695187 saltine
n02325722 eastern_cottontail
n12550210 mucuna
n03037404 clapperboard
n07620145 roly_poly
n04246855 smoking_car
n04246855 smoker
n07886463 aperitif
n06259898 channel
n03855333 oriel
n03855333 oriel_window
n12085267 stelis
n04545984 walk_in
n02794008 barograph
n03272810 power_meter
n01422450 merozoite
n07592768 ratatouille
n02322047 trepang
n12604228 rumex_acetosa
n11666854 dicotyledon
n11666854 dicot
n04219580 silks
n12133682 bluestem
n07848093 sour_cream
n01623110 barred_owl
n11674332 inflorescence
n03356279 flail
n12908093 nicotiana_rustica
n12908093 wild_tobacco
n02791532 barbette_carriage
n06266878 news_photography
n00483705 real_tennis
n00483705 court_tennis
n09877951 brother
n09877951 chum
n09877951 pal
n09877951 sidekick
n09877951 crony
n09877951 buddy
n04381860 tabletop
n03487090 handlebar
n04365112 surrey
n08182379 crowd
n09230202 butte
n02186153 flea
n12137791 guinea_corn
n12137791 doura
n12137791 durra
n04585128 wilton
n01748686 spitting_cobra
n02764398 axe_handle
n03698604 luxury_liner
n04061969 niche
n04061969 recess
n03166514 deanery
n11835251 greasewood
n02964934 cargo_door
n02806762 bath_chair
n13154494 frond
n02180233 bark_beetle
n01365885 neisseria_gonorrhoeae
n04370955 sweep
n13897198 ellipsoid
n07803408 bulgur
n04365328 surveillance_system
n03077741 communications_satellite
n04963111 sanguine
n03283827 emitter
n03818343 neon_tube
n03818343 neon_lamp
n07618119 duff
n02079851 common_seal
n02079851 harbor_seal
n12729315 black_willow
n03482523 hand
n03135532 cross
n04341288 strop
n02124623 wildcat
n03555426 hypermarket
n09337048 leak
n02946824 camshaft
n02992368 cellophane
n02897097 bren_gun
n02897097 bren
n04095342 rivet
n11653126 totara
n03378005 food_court
n07643200 strawberry_jam
n12950126 valerian
n12074867 ophrys_apifera
n12074867 bee_orchid
n04532504 sacristy
n04532504 vestry
n07584938 bouillon
n07902937 arrack
n07902937 arak
n07686634 simnel
n12669803 lemonwood
n12622875 agrimonia
n12622875 agrimony
n03005515 chandlery
n01844551 quetzal
n01842504 puffbird
n12304286 swamp_ash
n03031422 cigarette_lighter
n03319457 false_face
n12522678 indian_rosewood
n02019190 great_bustard
n03290195 entablature
n10806113 zoo_keeper
n02833040 bethel
n04592356 winepress
n12850906 dagga
n01851038 pochard
n02380052 lipizzan
n02973236 cartwheel
n07839055 nantua
n03607923 kameez
n03186285 dhow
n03362639 fleece
n04450749 tongs
n07576438 picnic
n03730893 matting
n12810595 phlox
n03779884 moldboard
n07564515 macrobiotic_diet
n01580870 jaybird
n01580870 blue_jay
n04559620 water_filter
n12927494 candlenut
n07708124 julienne
n04156591 scuffle
n02916179 dozer
n02916179 bulldozer
n04018155 pa_system
n04001661 pwr
n11706942 persea_borbonia
n11706942 laurel_tree
n11706942 red_bay
n01581166 canada_jay
n07654298 biryani
n03171228 defence_system
n03171228 defense_system
n02157206 hexapod
n11851839 cholla
n01892551 water_shrew
n03545470 houseboat
n12270946 quercus_chrysolepis
n05448704 myeloblast
n01646648 natterjack
n01483830 porbeagle
n04017807 pt_boat
n02146371 brown_bat
n01641391 leopard_frog
n13027557 aspergillus_fumigatus
n08558770 sheikhdom
n09305898 hot_spring
n09305898 thermal_spring
n10186216 wrangler
n03284981 enamelware
n09362945 mull
n07847047 buttermilk
n04566756 weathercock
n01573898 bobolink
n09199101 anthill
n12711398 rangpur
n01735577 ribbon_snake
n02676938 acropolis
n04538403 viscose
n04538403 viscose_rayon
n02979399 cassette_tape
n03817191 negative
n02923682 machine_pistol
n04431436 thumbscrew
n07904760 hollands
n07904760 geneva
n07611267 flan
n11877193 collard
n02561661 pickerel
n04224842 sitar
n03555006 hyperbaric_chamber
n06273986 local_call
n04295353 stabling
n04346157 stun_gun
n12365900 clusia
n03140652 cruise_control
n04121426 rya
n07933799 cupper
n07933799 cuppa
n02696246 alembic
n03543394 hot_rod
n03505133 headrest
n02180875 rove_beetle
n11643835 arborvitae
n03619050 kirpan
n04153330 screening
n07925327 lime_juice
n04350458 suede
n12311579 syringa_vulgaris
n03285578 encaustic
n13880551 right_triangle
n03322836 farmhouse
n12771390 diospyros_kaki
n12771390 kaki
n03711044 mail_train
n04305572 stateroom
n03595409 jeroboam
n09932508 collier
n09932508 pitman
n09932508 coal_miner
n07881404 tostada
n02181477 mealworm
n03989898 post_house
n03998333 tallis
n03391770 framework
n04449290 tollbooth
n04449290 tollhouse
n04449290 tolbooth
n04242408 sloop
n04160847 searchlight
n01677747 marine_iguana
n04519153 valve
n12239647 leucothoe
n03854722 organ_loft
n03936466 pile_driver
n13108545 shade_tree
n02507148 digitigrade
n07590320 goulash
n12903503 jimsonweed
n12903503 jimson_weed
n12903503 datura_stramonium
n04312154 steelyard
n04300509 stamper
n01982347 giant_crab
n11602091 coontie
n03723781 martello_tower
n12263204 castanea_sativa
n12263204 sweet_chestnut
n01620735 king_vulture
n02485371 grivet
n03198500 dildo
