n11845793 hedgehog_cactus
n03772674 minuteman
n01419888 giardia
n04116098 elastic
n02868975 cupel
n02042046 herring_gull
n07766723 marang
n01531971 redpoll
n12890265 speedwell
n07569644 graham
n12587803 coconut_tree
n03509608 heat_pump
n03724066 mascara
n04454908 topiary
n01957335 mya_arenaria
n04315948 stereo_system
n04175039 server
n03636248 lamp
n12987056 lichen
n03409591 saddleback
n03535024 hope_chest
n12008252 coneflower
n07889814 bitter
n04184095 shank
n02279637 danaid
n02404432 texas_longhorn
n03027250 chuck
n04096848 roadblock
n01611800 gyrfalcon
n11624531 spruce
n07816398 borage
n01815036 carrier_pigeon
n01584225 jenny_wren
n09792969 anchorperson
n12940226 lovage
n14899328 medium
n02250280 cochineal
n04173907 serape
n01382033 spirochete
n07757132 cherry
n11998888 cotton_thistle
n07844786 sour_milk
n11786539 dasheen
n07922955 criollo
n02030035 ruff
n02771750 backsword
n10155849 styler
n02577164 runner
n03269401 electrical_device
n03415749 gangway
n12671651 abelia
n11709674 magnolia
n06470073 written_document
n04176295 servomechanism
n02015357 weka
n04506289 ukulele
n01462042 blastocyst
n07573696 meal
n02143891 horseshoe_bat
n01321770 orphan
n09403734 mountain_chain
n03929202 pick
n03323211 farmyard
n12203896 cottonwood
n07601809 caramel
n03077616 common_room
n03851787 optical_disk
n10300303 mate
n04523831 bank_vault
n01577659 minah
n12337617 blue_gum
n04389718 tank_destroyer
n02883344 box
n03555662 hypodermic_syringe
n02283201 moth
n02762725 donkey_boiler
n04075813 rep
n02122510 alley_cat
n04306847 statue
n02327842 snowshoe_hare
n07922764 cocoa
n03262248 earplug
n12435152 chives
n01749582 mamba
n01582398 pica_pica
n04085017 reverse_gear
n03628728 creese
n01533000 purple_finch
n07684289 naan
n04009801 projector
n11678299 petiolule
n03940256 pin
n03016868 chiffon
n04289449 sprit
n03878066 castle
n09218494 belay
n04379096 tab_key
n04247544 smoothbore
n02655848 porcupinefish
n02734835 architrave
n04388743 storage_tank
n04050600 ram_disk
n02416880 billy
n09892693 senior_pilot
n02913152 building
n03429288 gauge
n03822171 paper
n01972131 giant_squid
n03383099 foresail
n09416076 rock
n11621029 silver_fir
n03423877 gas_lamp
n02975212 case
n01858780 cob
n06596607 pulp
n07687053 wafer
n07886317 kava
n04176190 serving_dish
n04062428 recliner
n10634849 speedskater
n03838298 objective
n01324799 insectivore
n13001529 agaricus_campestris
n11834654 glasswort
n03506727 hearing_aid
n09932508 pitman
n04187970 afghan
n12421467 narcissus
n03151077 drapery
n04127904 sail
n01745125 elapid
n07723039 leek
n04375241 synchromesh
n04082886 reticle
n02181235 tenebrionid
n04217546 signal_box
n04186848 shears
n03898633 patchwork_quilt
n01664990 hawksbill_turtle
n07896893 muscadet
n03822767 newtonian_telescope
n04223299 singlet
n02895438 breathalyser
n02499808 bushbaby
n07832902 dressing
n04373894 brand
n03487444 hand_lotion
n02303284 cecropia
n03456665 greatcoat
n02922798 burlap
n12435152 chive
n04231693 lift
n03055857 carriage_house
n01623110 barred_owl
n09376786 oceanfront
n07770763 pumpkin_seed
n03133415 crock
n02261419 deathwatch
n01734808 house_snake
n07884567 alcohol
n12282737 downy_birch
n01462544 gastrula
n03482877 handball
n07859284 sugar
n07714895 savoy_cabbage
n01951274 sea_hare
n02731629 aqualung
n02854739 knickers
n02282257 blue
n01701859 stegosaurus
n13149970 betel
n04217882 signboard
n03617312 kilt
n02925385 bush_jacket
n00812526 clasp
n03202940 diode
n04261506 soundbox
n04951716 glory
n08659242 coal_seam
n02727825 apparatus
n02932693 second_class
n02756098 garb
n12717072 ailanthus
n04436185 timber
n04392764 transport
n04298661 stairwell
n03612814 boiler
n01549430 peewee
n02923682 machine_pistol
n07601686 candy_corn
n03600475 jodhpur
n09326662 hammock
n02692232 airdrome
n03518943 highlighter
n12043836 butterfly_orchid
n03623556 knife
n03114839 cotter
n02416820 kid
n02152881 quarry
n02900705 briefcase
n02808968 bathysphere
n04364160 lightning_arrester
n02516188 lungfish
n03646296 lathe
n01322983 bear_cub
n13032115 morel
n02945813 refugee_camp
n07899434 dry_vermouth
n02627835 bonito
n03653110 imitation_leather
n03058107 coat
n04575723 wheel
n02413131 ovis_aries
n04577426 whetstone
n04520962 vaporizer
n02952674 canteen
n02727825 setup
n02153109 big_game
n03618101 king
n08506347 semidesert
n01880152 kangaroo_rat
n02975589 case
n00017222 plant
n02774152 purse
n13001206 toadstool
n12870891 wild_thyme
n02964634 cargo_area
n03239607 drift_net
n02300554 bombyx_mori
n02609302 bluehead
n02985137 crt
n03342127 finger_painting
n03995535 power_line
n11678010 cornstalk
n07893891 burgundy
n04269822 spat
n03647423 launch
n02299039 manduca_sexta
n03577672 interceptor
n03637787 lancet_arch
n12817464 anchusa
n15091669 pyridoxine
n07588574 lentil_soup
n06267893 tabloid
n04305210 statehouse
n02675219 acetate
n02943241 optical_lens
n12090890 primula
n03725506 masonite
n04571292 weight
n04976952 skin_color
n09335809 landfill
n11689815 cottonseed
n04261868 sound_film
n03237416 silk_hat
n11646694 bunya_bunya
n02948557 candlestick
n02942349 camcorder
n09881358 busboy
n04524941 velours
n03187268 dialog_box
n11653904 kahikatea
n03821518 newel_post
n04028074 putter
n11841247 cockspur
n12263204 sweet_chestnut
n04289195 sprinkler_system
n03306385 express
n03105467 corbel
n03393761 freewheel
n04121426 rya
n12316572 liquidambar_styraciflua
n12795555 spirea
n03473227 gyroscope
n04110068 rose_water
n03209910 diskette
n03794798 mouthpiece
n03917198 peristyle
n07763107 feijoa
n01536644 song_sparrow
n02592371 squirrelfish
n07845087 formula
n00479887 squash_racquets
n03889626 parapet
n01965889 scallop
n11603246 encephalartos
n03459591 grille
n03062122 cocktail_lounge
n01770795 pseudoscorpion
n03518135 highball_glass
n12815668 calabash
n02595339 silver_perch
n03205669 dirndl
n12427184 tiger_lily
n07889510 ale
n15093298 vitamin_c
n11930788 white_sage
n01688961 moloch
n03028596 church_bell
n04173172 episode
n00467320 horseshoes
n12273515 turkey_oak
n11737534 pasqueflower
n02872752 boot
n12597134 cabbage_palm
n04533042 vibrator
n12884260 toadflax
n01860497 screamer
n02705201 amphitheatre
n04139395 sauna
n07854614 ricotta
n01319467 sea_creature
n01539925 house_sparrow
n03098140 board
n03846772 omnidirectional_antenna
n10007995 desk_clerk
n13138308 drupe
n07746551 carambola
n00440382 long_jump
n03208556 disk
n03080309 compartment
n02993368 censer
n01489501 bull_shark
n11623967 cedrus_deodara
n07879953 tempura
n04389854 tank_locomotive
n00005787 benthos
n12865824 salvia_officinalis
n03733644 measure
n04449449 toll_bridge
n02126028 jungle_cat
n00448232 sumo
n03436990 gig
n07926250 lemonade
n12290748 centaury
n02867966 bomber_jacket
n13107891 arbor
n12997654 basidiomycete
n12793015 saxifrage
n02760199 automat
n03391770 framework
n04960582 coal_black
n03698360 lute
n09215023 baryon
n01458842 fertilized_egg
n08521623 cemetery
n04366033 sushi_bar
n13132156 pedicle
n12766869 poison_oak
n03484576 handcuff
n02588794 margate
n03536761 horn
n07650903 mince
n03276179 electromagnet
n02389128 palomino
n03566730 inclinometer
n12500518 cassia_tora
n12154773 pandanus
n01692523 beaded_lizard
n03911866 pennon
n02802544 basketball_court
n01811909 pigeon
n07709881 tofu
n02417663 capra_aegagrus
n02908217 brush
n02256172 psylla
n01677747 marine_iguana
n04280970 spit
n03975788 needlepoint
n12506991 anthyllis_vulneraria
n04204755 short
n04969242 sapphire
n03063199 coffee_filter
n07616046 frozen_yogurt
n03864692 overhead_projector
n03762982 military_hospital
n12185254 ribbonwood
n03349892 first_class
n04354487 sump_pump
n12823859 bindweed
n02498743 slender_loris
n04137217 satchel
n03683995 locket
n02379908 arab
n02049088 loon
n04494204 thermionic_valve
n03134394 crookes_tube
n02816768 beanie
n07901587 hard_liquor
n11849271 peyote
n02964634 storage_area
n07612996 pudding
n04304215 spaceship
n03067518 cold_frame
n03644378 lariat
n03556811 scooter
n01909906 polyp
n04267577 spar
n03967270 plimsoll
n09242389 chasm
n02941845 aventail
n03495671 harpoon
n09452395 swamp
n03428090 gatehouse
n12236546 huckleberry
n11758483 fever_tree
n02757810 audiotape
n04002629 primary_winding
n03436891 gig
n04201733 shooting_brake
n12059314 dendrobium
n06273207 call_back
n04335886 street_lamp
n04313220 steering_mechanism
n02715712 flak
n02969886 carrier
n07916041 martini
n07737745 groundnut
n04359589 support
n03098959 control_tower
n09466678 uphill
n00454237 angling
n13872822 funnel
n12454159 tulip
n12122725 yorkshire_fog
n04474035 transporter
n02248510 scale_insect
n04966941 wheat
n03235042 withdrawing_room
n02871147 bookmark
n09392402 pinetum
n02955540 trapping
n02006063 wood_stork
n04285803 athletic_wear
n01468238 tunicate
n03034405 circuitry
n03615655 khimar
n04064862 recovery_room
n11508382 snowfall
n03823312 nicad
n03178674 derringer
n07803545 wheat
n01845132 water_bird
n07875086 loblolly
n02859184 boater
n02961451 carbine
n04064747 record_cover
n04459122 tourer
n07596967 confectionery
n03871524 packaging
n04566257 weapons_system
n11723770 baneberry
n03541696 auberge
n03602081 jolly_boat
n02549989 needlefish
n11646694 araucaria_bidwillii
n03100897 conveyor_belt
n12070381 liparis
n11611758 pinus_pinea
n13914608 block
n07929172 tonic
n02896442 knickers
n04283096 spoiler
n07566340 food_product
n03928814 fingerboard
n02433925 rangifer_tarandus
n04405907 idiot_box
n04968895 blue
n07736692 spinach
n03692379 loungewear
n03219010 doyley
n03628071 kohl
n00448126 professional_wrestling
n04265428 space_helmet
n01855476 hooded_merganser
n03024518 choke
n00324978 tightrope_walking
n04161358 seat
n07860805 batter
n07817160 comfrey
n07933799 cupper
n04060448 rebozo
n13907272 crevice
n03994614 powder_horn
n04051825 rampart
n12202936 lime_tree
n04080833 respirator
n03439631 glengarry
n04268275 spark_arrester
n02924116 motorbus
n01559477 hermit_thrush
n02955767 mantle
n02226183 orthopteran
n00478262 soccer
n02508213 ringtail
n03303831 exhibition_hall
n03146846 tiller
n01737875 grass_snake
n07690273 gem
n07903841 cognac
n02796995 bar
n02976939 money_box
n07697825 hero
n03363549 flintlock
n11628087 tsuga_heterophylla
n02618827 dragonet
n03205574 dirndl
n07614198 ice
n04329477 stowage
n02932523 caboose
n12618727 eelgrass
n07823698 cranberry_sauce
n02964634 hold
n01726692 serpent
n02259708 treehopper
n14938389 linoleum
n02920369 bunker
n03432129 shifter
n12033139 cocklebur
n02136103 bearcat
n07937461 couscous
n12762896 sumac
n04433585 sleeper
n04558478 closet
n03102859 cooling
n01577941 crested_myna
n03949761 pit
n02715229 aerial
n03141455 crupper
n12387633 viola
n07730708 celery_root
n12805146 currant
n04973585 brick_red
n02030996 woodcock
n07598256 candy_bar
n04509592 uniform
n04202417 store
n07841345 egg_yolk
n04260364 sonogram
n02593453 scup
n07841907 easter_egg
n09357346 molehill
n11706942 laurel_tree
n03429682 gantlet
n02645953 sea_raven
n03592245 slammer
n12227658 tree_heath
n02324587 bunny
n01604968 accipitriformes
n02872333 booster
n03086580 concert_hall
n04309049 steam_engine
n03909160 pendulum
n07762244 papaya
n01549886 phoebe
n02396014 boar
n02266050 dobson
n07687211 white_bread
n02950018 cannery
n07773428 coconut_water
n04520382 van
n03709960 mailbag
n07750872 apricot
n04306080 station
n02688443 aerofoil
n12903503 jimson_weed
n03321563 fanny_pack
n02535537 salmo_salar
n11626826 red_spruce
n13054073 agaric
n09834699 ballet_dancer
n05418717 vena
n03859958 turnout
n02310717 woolly_bear
n02789487 bar
n02016358 gallinule
n08249459 military_band
n03779246 moire
n04329477 storeroom
n03319576 false_teeth
n03001115 chain_store
n04378956 tabi
n09267854 divot
n02891788 brass_instrument
n07579917 adobo
n13066129 smut_fungus
n04075916 repair_shop
n00449517 car_racing
n02869249 bones
n07857356 wasabi
n03380301 locker
n02388143 pacemaker
n02844714 bit
n09248399 coastland
n02536456 chinook
n03786194 morning_dress
n04475411 trapeze
n02904803 brocade
n02981911 arbalest
n04508949 underclothing
n02704949 amphitheater
n03975035 pointed_arch
n02981911 catapult
n01749244 rinkhals
n02905886 bronchoscope
n03677682 lisle
n02909706 buckboard
n03454536 grating
n04250224 sniper_rifle
n14867545 fish_meal
n01731764 coachwhip
n03131967 cricket_ball
n02191979 bluebottle
n01497738 guitarfish
n02433318 fallow_deer
n04559166 water_cooler
n04386792 talcum
n04186455 shawl
n04005197 priory
n07905038 rum
n09366317 natural_elevation
n03431745 train
n07804543 brown_rice
n03592245 jail
n12929403 camellia
n04587559 windmill
n01558307 snowbird
n03713436 majolica
n04492749 truss_bridge
n02999936 chain
n07762740 ackee
n07753743 passion_fruit
n04469813 ropeway
n02687423 aircraft_engine
n02998563 sump
n03505667 headset
n02414578 wild_sheep
n01828096 belted_kingfisher
n01568892 yellowbird
n11877646 turnip
n12981954 white_rust
n10150071 guard
n11748811 peanut
n04326676 stoneware
n03986224 porte_cochere
n02480153 great_ape
n07927512 soda_pop
n03688943 observatory
n04508949 underclothes
n03049924 flat_cap
n02442172 mustela_erminea
n02328429 pika
n03340723 finder
n02841187 binnacle
n07569873 soy_flour
n03036469 civilian_dress
n07898333 zinfandel
n02169705 flea_beetle
n04495843 tug
n01367772 enteric_bacteria
n03357081 white
n12129986 canary_grass
n03996145 power_saw
n03707766 magnetic_stripe
n12719684 nasturtium
n04385799 tail_rotor
n08558770 sheikhdom
n11934239 goldilocks
n04606574 spanner
n04272389 spectator
n02742753 arrow
n01831360 tody
n02978753 casserole
n07891726 wine
n12118661 ragi
n07605380 fondant
n02482650 bonobo
n04020912 pullman
n02941845 camail
n04405907 television
n02547014 oarfish
n02692513 air_pump
n02524202 pollock
n03586631 ironmongery
n01730812 racer
n04287747 spray_gun
n09359803 mount
n04530566 vessel
n03268918 electrical_cable
n12772753 buckthorn
n03556811 iceboat
n12277578 common_oak
n03842012 office_building
n02869249 clappers
n12117017 crabgrass
n02447021 spotted_skunk
n07876550 scampi
n01943087 ormer
n11617272 bristlecone_pine
n13354021 pocketbook
n03202760 diode
n02477516 paranthropus
n03233744 drawbridge
n02963302 card_index
n02572196 cardinalfish
n02770830 backseat
n02924116 coach
n04451818 tool
n03273551 electronic_organ
n11728945 black_cohosh
n04453910 top
n02893418 brasier
n04969798 turquoise
n02876657 bottle
n03915900 perforation
n03685486 hunting_lodge
n03920867 pew
n11611356 pitch_pine
n03719053 mansion
n05260127 pageboy
n04273285 speculum
n03885535 buttery
n02859955 boatyard
n03894379 divider
n03834604 nuclear_weapon
n01422450 merozoite
n02922461 burin
n04975739 complementary_color
n04218564 silencer
n01925916 cercaria
n02927887 butterfly_valve
n07880325 welsh_rarebit
n02694426 alarm_system
n00449977 greyhound_racing
n04146862 training_ship
n02889425 brake
n12703190 shamrock
n06596845 trade_magazine
n11612575 pinus_longaeva
n03011355 checker
n02595702 redfish
n07642933 jam
n01769347 arachnid
n02432983 alces_alces
n04257790 solar_array
n12095020 loosestrife
n04085017 reverse
n03896103 passenger_ship
n07838551 mole
n04381073 tablespoon
n02757462 sound_system
n13873502 circle
n12063639 helleborine
n12316572 red_gum
n04099429 projectile
n03099945 converter
n01668665 slider
n12636224 medlar
n11710136 bull_bay
n14899328 culture_medium
n07565259 table
n12303083 forsythia
n03691817 waiting_area
n02382635 shetland_pony
n04235646 sleeper
n12475035 wild_oats
n12402051 strangler_fig
n07900825 port_wine
n03516367 herringbone_pattern
n03194297 differential_gear
n10260800 lifeguard
n01418498 leishmania
n02627292 horse_mackerel
n11753700 shamrock
n02925519 business_suit
n11632167 cupressus_macrocarpa
n12142085 wheat
n01467804 amphioxus
n09268007 divot
n03859000 outboard_motor
n12521394 scotch_broom
n02382437 pony
n09666883 kachina
n03040376 clean_room
n01610955 falcon
n03652932 lead
n03245271 drogue
n01350701 yersinia_pestis
n07616386 parfait
n02754103 nebulizer
n11635152 white_cedar
n04453390 toothpick
n02392434 indian_rhinoceros
n03237416 stovepipe
n04058594 readout
n11636204 japanese_cedar
n02339376 vole
n04602762 workroom
n03889503 breastwork
n04281375 dashboard
n08521623 burying_ground
n01676755 iguanid
n02758863 autobahn
n03390983 frame
n03454211 grapple
n02381364 grey
n01693783 chameleon
n03462747 earth
n02754656 atrium
n03985881 portcullis
n04052442 spread
n04443766 toby_jug
n02626265 pintado
n03198500 dildo
n04475309 trap_door
n12336092 peppermint
n04396335 taximeter
n02921884 burial_chamber
n04045255 radome
n03297735 establishment
n03943920 pinstripe
n03244919 driving_wheel
n01842235 barbet
n03762602 mihrab
n03656484 lens_system
n03568818 induction_coil
n02212958 paper_wasp
n00483409 singles
n02028727 pectoral_sandpiper
n03119396 coupe
n12116429 dactylis_glomerata
n02052204 white_pelican
n01900150 hair
n03258330 duster
n04160847 searchlight
n14696793 stone
n03878828 palette_knife
n04047733 railing
n06470073 document
n03186285 dhow
n12081215 greenhood
n01881171 phalanger
n11902389 papaver_somniferum
n12163035 bryony
n03540914 hospital_bed
n02184720 body_louse
n07928696 coca_cola
n04586072 shelterbelt
n03440682 glockenspiel
n07846143 powdered_milk
n12524188 blackwood
n11812094 dusty_miller
n00453396 duck_hunting
n03373943 flying_buttress
n03379828 footbridge
n03824284 nightcap
n03122295 conestoga_wagon
n02264232 doodlebug
n03557840 ice_pack
n03850245 operating_room
n02025043 turnstone
n07714287 chinese_cabbage
n04125853 safety_harness
n03290195 entablature
n07924276 nectar
n03605915 junction
n12691661 gumbo_limbo
n02024185 dotterel
n07837912 gravy
n03347617 fire_tower
n04356925 sunroom
n02758490 gimlet
n03561169 ignition_switch
n03516844 jackboot
n03724176 maser
n01668892 cooter
n04595855 wiring
n04587648 window
n04536595 bass_viol
n08640531 holiday_resort
n12327846 brazil_nut
n04043733 tuner
n01750437 tiger_snake
n04370288 sweatpants
n01646648 natterjack
n07874441 sicilian_pizza
n12648693 prunus_salicina
n04239436 sling
n11618861 larch
n09217230 beach
n01967963 piddock
n03343354 recorder
n09432990 shiner
n07906877 corn_whiskey
n04375775 synchrotron
n04228215 binding
n02599958 mullet
n11725821 wood_anemone
n01448594 guppy
n03904183 pedestrian_crossing
n02918595 bumper
n02867715 bomber
n03943714 pinstripe
n04565375 weapon
n07847453 clotted_cream
n01903498 sclerite
n08613733 outdoors
n04502197 turtle
n02952374 canteen
n02553028 lingcod
n04137444 artificial_satellite
n13163991 sprig
n04313503 steering_wheel
n04496614 tulle
n03624400 knife_blade
n01319467 marine_animal
n03244775 one_iron
n02723165 antiperspirant
n03330665 festoon
n03911866 pennant
n04387531 tammy
n04961062 alabaster
n04615226 zither
n02343772 gerbil
n12587803 coco
n02415829 mouflon
n11989393 edelweiss
n10772092 weather_forecaster
n03836976 silk_stocking
n08242223 core_group
n04973020 topaz
n03982331 poolroom
n13863771 line
n12771390 diospyros_kaki
n01742821 rosy_boa
n02432983 moose
n04484432 triode
n12522894 sissoo
n12441958 asphodel
n03421117 garter
n03239726 drill
n02961225 car_battery
n01847407 dabbling_duck
n04330340 cooking_stove
n02904927 brogan
n01832167 swift
n04146343 schoolbag
n01826680 european_roller
n08518171 bivouac
n13108481 sapling
n03949317 piston_rod
n12591351 cabbage_palm
n02792552 hoy
n03814727 stock
n07879450 sushi
n15091129 aneurin
n02983507 cat
n01851207 redhead
n14844693 dirt
n03070396 pit
n07894102 beaujolais
n02968473 rig
n02804123 bass_guitar
n07848196 whipping_cream
n07848338 butter
n03455642 gravimeter
n04013176 proscenium
n04410886 tensiometer
n03719343 mantel
n02403820 bullock
n12266528 myrtle_beech
n03604400 pinafore
n09842047 cager
n03413264 galvanometer
n03176386 plate
n12586298 calamus
n03801760 music_stand
n13108841 coniferous_tree
n03591798 jacquard
n01323781 giant
n02821627 bedchamber
n07826250 tomato_paste
n04569822 wedge
n03585778 iron_horse
n07835701 bercy
n03284308 empty
n15092650 biotin
n03249342 pharmacy
n02850950 sausage
n03360731 flatcar
n02772101 backup_system
n02939866 caliper
n02401031 bovid
n11834654 saltwort
n03280216 electroscope
n02660640 pacific_halibut
n13028611 cup_fungus
n03324629 fast_reactor
n11612349 pinus_mugo
n02756977 audiocassette
n02016358 swamphen
n01563746 kinglet
n01550761 chatterer
n03092166 conservatory
n03965456 shopping_center
n04206225 jigger
n03546340 housing
n04074185 reliquary
n00474657 professional_baseball
n03710528 mailer
n01618082 black_vulture
n03703203 mackinaw
n02420828 gerenuk
n01805801 peafowl
n03296328 escarpment
n02887489 brace
n02730568 appointment
n03063485 coffee_mill
n03904657 pediment
n04953296 glint
n04273659 speed_bump
n12761284 mangifera_indica
n04038440 rack
n02808829 bathyscaphe
n02381460 wild_horse
n11949402 chamomile
n02605703 chaetodon
n07556970 course
n01495701 ray
n02282903 hairstreak
n02460451 giant_anteater
n12870535 thyme
n03089753 conference_center
n03029197 church_tower
n03723267 marquetry
n04163530 secateurs
n12947313 cornus_florida
n07846557 skim_milk
n02350105 desert_rat
n07748416 tangerine
n13063269 rust_fungus
n02955247 capacitor
n02988679 cd_rom
n03760671 microscope
n01712752 ceratosaur
n12164363 cucumis_melo
n02205219 daddy_longlegs
n00451370 cycling
n00478262 association_football
n02820556 bedford_cord
n02873839 booth
n12753762 striped_maple
n07803310 buckwheat
n02868240 bomblet
n04040247 radial_tire
n07609215 sugar_candy
n12345280 punica_granatum
n03370387 fluorescent_lamp
n04059399 reamer
n07873057 marrow
n07712559 potato_chip
n02669295 abutment
n00470682 touch_football
n13098962 bast
n04414101 terra_cotta
n02409038 anoa
n12339526 clove
n01640846 true_frog
n00812526 hold
n02950120 cannikin
n07687469 french_bread
n10276045 faller
n02973236 cartwheel
n03528100 home
n07816164 sweet_basil
n07854266 muenster
n12708293 orange
n03826186 nissen_hut
n02666501 derelict
n03817647 negligee
n12938193 sea_holly
n03070059 collet
n03173387 deli
n04494204 tube
n01397114 alga
n10341343 music_teacher
n03173270 delft
n02739889 armoured_car
n11653126 totara
n07741138 macoun
n03733925 measuring_system
n03026907 chronograph
n07757312 sweet_cherry
n04122578 wooden_shoe
n11877193 collard
n07726796 common_bean
n07907548 scotch_whisky
n04128499 sailing_boat
n02551668 saury
n03138669 crown
n03469832 gunnery
n07933891 herbal
n03663531 preserver
n09263912 defile
n09206896 arroyo
n04969242 cerulean
n07859583 syrup
n01389507 protozoan
n13908580 roulette
n04219580 silks
n11894327 radish
n01573898 bobolink
n12614477 waterweed
n12282933 black_birch
n10665698 student
n03615790 khukuri
n04241573 slip_ring
n02846874 blackface
n09382099 oxbow
n03560860 ignition_coil
n00445055 surfing
n03190458 dibber
n03285578 encaustic
n01698434 alligator
n04036303 qwerty_keyboard
n12086778 vanilla_planifolia
n02885108 boxcar
n12320010 hickory_tree
n11919447 ragweed
n01514752 gamecock
n12307756 privet
n12916511 tectona_grandis
n02540983 sparling
n03080497 compass
n02732072 fish_tank
n13098962 phloem
n02738031 armament
n11769803 golden_trumpet
n02704645 amphibian
n07907548 malt_whisky
n02716626 abm
n07917618 sling
n12513613 judas_tree
n03098140 control_panel
n03369407 fluid_drive
n12070583 twayblade
n03590306 jacket
n08613733 open_air
n11882237 coralroot
n04096848 barricade
n07907037 firewater
n12281788 betula_alleghaniensis
n01881171 opossum
n02773838 bag
n03016389 henhouse
n03529444 homespun
n01415626 eukaryote
n12281974 paper_birch
n00454395 fly_fishing
n13049953 polypore
n02810471 battery
n03254374 dugout
n07748276 satsuma
n03245421 drogue_parachute
n03709363 magnum
n03490119 truck
n02699629 altar
n02825872 bell_foundry
n03367321 flophouse
n02863426 bodywork
n04076713 monument
n03926412 photographic_material
n03100490 conveyance
n04526964 ventilator
n01792429 cockerel
n03683079 lock_chamber
n03127203 crankcase
n07934800 darjeeling
n15102455 chipboard
n04214046 sideboard
n02992032 cellblock
n04445154 toga_virilis
n02410702 american_bison
n12819728 blue_devil
n11916696 milfoil
n02878628 boule
n07854707 string_cheese
n04417086 tetrode
n02527271 moray
n04551055 warehouse
n12318378 walnut
n02874750 bootstrap
n01735577 ribbon_snake
n04969798 peacock_blue
n04390577 tank_top
n03200357 buffet_car
n02782778 park
n03758089 mezzanine_floor
n04535524 villa
n04278247 spinet
n04383130 tack
n02816768 beany
n01791107 jungle_fowl
n03250279 head
n02209624 bumblebee
n00468299 shinny
n03454211 grappler
n02670935 accelerometer
n02625258 wahoo
n07565161 eats
n03995535 power_cable
n04951716 halo
n06278338 cable
n04284341 spoon
n04951373 lightness
n07812790 lemon_oil
n03140652 cruise_control
n11761650 inga
n03120198 courtyard
n04135315 sanitary_napkin
n12365158 maria
n11919447 ambrosia
n03073694 columbarium
n04577139 wherry
n04252653 snow_blower
n07678729 dressing
n02382204 jade
n04256891 softball
n03713436 maiolica
n12300840 olive_tree
n02308139 webworm
n03177708 depressor
n03501152 hazard
n03843883 kerosene_heater
n01617095 griffon
n03802228 musket_ball
n01740551 blind_snake
n04275661 spike
n02870526 book
n07914995 gimlet
n02620578 archerfish
n01055165 encampment
n02944146 camisole
n07698672 western
n02961035 caravanserai
n04283378 spoke
n02003204 marabou
n01316734 bottom_feeder
n02969010 carriage
n02103841 watchdog
n02431785 elk
n09792969 anchor
n02053584 booby
n03837422 oar
n03372549 champagne_flute
n03676087 lip_gloss
n01787835 horseshoe_crab
n07891189 near_beer
n07573347 spam
n12336092 red_gum
n02122580 stray
n01661091 reptilian
n00442847 plunge
n07556406 comfort_food
n12331066 allspice
n03579982 ice
n09913593 cheerleader
n02197689 drosophila_melanogaster
n01568294 american_redstart
n03647520 rocket_launcher
n03952576 pizza_shop
n07805594 birdseed
n02424589 lesser_kudu
n12107710 meadow_foxtail
n03345837 extinguisher
n02359915 eastern_chipmunk
n03201776 black_tie
n02406174 dairy_cow
n04200000 shoe
n10755080 violist
n07740342 golden_delicious
n03408054 fuselage
n12934479 caraway
n03042139 clevis
n03256631 dunce_cap
n11890150 isatis_tinctoria
n02064000 bowhead
n12172364 okra
n03356858 flange
n04973020 tan
n03475581 hairbrush
n03492922 tin_hat
n13096779 lignum
n11615967 longleaf_pine
n04176295 servo
n03382104 forecastle
n12519563 crotalaria
n13918387 knife
n02764398 axe_handle
n03786313 morning_room
n03470629 trigger
n03547054 hovel
n04220805 silver_plate
n03738241 mechanical_system
n01455778 pipefish
n04324387 stockroom
n03686130 loft
n01562265 redbreast
n12858871 beebalm
n04610013 racing_yacht
n02059162 petrel
n07838233 spaghetti_sauce
n03412058 picture_gallery
n03159535 dairy
n13044375 giant_puffball
n04960277 black
n14977504 paving
n03011741 checkout
n03953901 placket
n02414763 argali
n04398951 tea_table
n03106898 cord
n07924033 fruit_juice
n01488918 requiem_shark
n02387254 dobbin
n03628831 crumhorn
n04402580 receiver
n02610373 bergall
n03838298 objective_lens
n04474187 transport_ship
n07575076 luncheon
n01814755 roller
n04194289 ship
n00440747 skiing
n03329302 ferris_wheel
n03212114 garbage_disposal
n12501202 tamarind_tree
n03499468 hauberk
n11635830 yellow_cedar
n04328580 secondary_cell
n07748912 sweet_orange
n01663401 marine_turtle
n03882611 panelling
n01600657 bowerbird
n01888181 yearling
n03685820 lodging_house
n03937835 turban
n07899292 sweet_vermouth
n02215770 digger_wasp
n02854739 bloomers
n04272928 spectrophotometer
n04556533 watch_case
n09260907 cultivated_land
n02388735 chestnut
n03748162 retail_store
n02768114 backboard
n02811719 battle_dress
n03499907 hawaiian_guitar
n02216365 mud_dauber
n02060133 fulmar
n03092656 console
n03504723 headquarters
n02892499 brasserie
n04972801 light_brown
n01948446 winkle
n12743352 longan
n09269472 downhill
n02406859 devon
n07886849 beer
n09376526 sea_floor
n02998563 cesspit
n03431745 gear
n02801450 basilisk
n04243941 slot_machine
n09454412 tangle
n02118333 fox
n02114100 wolf
n07557165 delicacy
n12278371 post_oak
n01661091 reptile
n06263762 storage_medium
n12610328 eichhornia_crassipes
n03325088 spigot
n07902799 aquavit
n04044307 radiotelegraph
n01752736 asp
n02120997 felid
n02756098 dress
n02461830 pangolin
