n11845793 hedgehog_cactus
n13141797 cascara
n13085747 wort
n12201580 cacao_tree
n07611839 mousse
n03059366 coax
n09478210 whinstone
n03212811 still
n01937909 leech
n02389559 donkey
n12991184 reindeer_lichen
n04064213 recording_system
n01652026 chorus_frog
n02710429 anemometer
n03431745 power_train
n10041887 earner
n13124358 saprobe
n02959942 railcar
n03760310 microprocessor
n08628141 kasbah
n12775919 mammee
n04391838 tape
n07610890 charlotte
n00470966 rugger
n03484576 cuff
n07707451 veg
n01527917 skylark
n10655594 flight_attendant
n12383894 granadilla
n02220518 army_ant
n01698782 chinese_alligator
n01459791 fetus
n02405440 banteng
n02284884 tortrix
n07852376 gorgonzola
n04437953 timepiece
n02379183 quarter_horse
n02390015 jenny
n02912065 sideboard
n02821627 chamber
n03655720 leisure_wear
n09990777 dancing_master
n03259505 dwelling_house
n01916925 stony_coral
n12991184 cladonia_rangiferina
n03321103 turbofan
n03397532 frill
n02532272 atlantic_herring
n04594218 wire
n03772674 minuteman
n01419888 giardia
n02619550 mudskipper
n02871824 boom
n02868975 cupel
n02042046 herring_gull
n07766723 marang
n12890265 speedwell
n07569644 graham
n12587803 coconut_tree
n03724066 mascara
n04315948 stereo_system
n04175039 server
n12987056 lichen
n04482297 tricot
n03409591 saddleback
n03535024 hope_chest
n03338821 film
n07889814 bitter
n04184095 shank
n02956393 capital_ship
n02279637 danaid
n02404432 texas_longhorn
n03027250 chuck
n04096848 roadblock
n01611800 gyrfalcon
n11624531 spruce
n07816398 borage
n01584225 jenny_wren
n09792969 anchorperson
n02818135 beaver
n14899328 medium
n02250280 cochineal
n11789066 skunk_cabbage
n02767956 backbench
n04173907 serape
n01382033 spirochete
n04119751 spoke
n07757132 cherry
n11998888 cotton_thistle
n03034244 circuit_breaker
n07844786 sour_milk
n11786539 dasheen
n03772584 minute_hand
n07922955 criollo
n02030035 ruff
n10155849 styler
n03415749 gangway
n12671651 abelia
n12285369 mountain_alder
n11709674 magnolia
n04176295 servomechanism
n04021028 pullover
n02015357 weka
n04506289 ukulele
n01462042 blastocyst
n07573696 meal
n02143891 horseshoe_bat
n03929202 pick
n03323211 farmyard
n12203896 cottonwood
n07601809 caramel
n03077616 common_room
n03851787 optical_disk
n10300303 mate
n04523831 bank_vault
n01577659 minah
n12337617 blue_gum
n04105068 roof
n02883344 box
n07729384 broad_bean
n02283201 moth
n02762725 donkey_boiler
n11611233 black_pine
n04075813 rep
n07570720 victuals
n02122510 alley_cat
n04306847 statue
n07922764 cocoa
n04057846 reactor
n03262248 earplug
n03985069 portable
n12435152 chives
n01749582 mamba
n04085017 reverse_gear
n03628728 creese
n07684289 naan
n03940256 pin
n11678299 petiolule
n10521662 reporter
n04289449 sprit
n03878066 castle
n08628141 casbah
n03241335 bubbler
n03241335 water_fountain
n04247544 smoothbore
n02655848 porcupinefish
n12599874 psyllium
n02734835 architrave
n04388743 storage_tank
n02416880 billy
n04516672 utensil
n09892693 senior_pilot
n03429288 gauge
n03822171 paper
n01972131 giant_squid
n09416076 rock
n11621029 silver_fir
n03423877 gas_lamp
n02975212 case
n07886317 kava
n04176190 serving_dish
n12105353 crested_wheatgrass
n10634849 speedskater
n03838298 objective
n01324799 insectivore
n03506727 hearing_aid
n11834654 glasswort
n07925966 fruit_drink
n09932508 pitman
n12421467 narcissus
n03151077 drapery
n04127904 sail
n01745125 elapid
n07723039 leek
n04375241 synchromesh
n02469248 scapular
n02181235 tenebrionid
n04217546 signal_box
n03898633 patchwork_quilt
n01664990 hawksbill_turtle
n03822767 newtonian_telescope
n04223299 singlet
n02895438 breathalyser
n02499808 bushbaby
n07832902 dressing
n04373894 brand
n12196694 kurrajong
n03487444 hand_lotion
n02303284 cecropia
n03797390 mug
n03456665 greatcoat
n02922798 burlap
n12435152 chive
n04231693 lift
n08376250 chain
n03055857 carriage_house
n07770763 pumpkin_seed
n02261419 deathwatch
n07884567 alcohol
n04504141 two_piece
n02306825 egger
n03482877 handball
n07859284 sugar
n04962062 ash_gray
n02282257 blue
n01701859 stegosaurus
n13149970 betel
n04217882 signboard
n04968139 olive_green
n03617312 kilt
n02925385 bush_jacket
n00812526 clasp
n03202940 diode
n01529672 finch
n02772435 badminton_court
n04261506 soundbox
n03954393 planchet
n04951716 glory
n02932693 second_class
n02372584 dassie
n02756098 garb
n12717072 ailanthus
n12239647 leucothoe
n04392764 transport
n04298661 stairwell
n03612814 boiler
n01549430 peewee
n02923682 machine_pistol
n04236377 sleeve
n04474466 trap
n12402596 bo_tree
n03623556 knife
n03114839 cotter
n12877838 antirrhinum_majus
n02416820 kid
n00007846 individual
n02152881 quarry
n02808968 bathysphere
n04364160 lightning_arrester
n03823111 nib
n03646296 lathe
n02377703 riding_horse
n01322983 bear_cub
n13032115 morel
n02945813 refugee_camp
n02627835 bonito
n03653110 imitation_leather
n03058107 coat
n04575723 wheel
n04577426 whetstone
n04520962 vaporizer
n02952674 canteen
n04291242 square
n03904782 pedometer
n01486010 thresher
n03618101 king
n08506347 semidesert
n01880152 kangaroo_rat
n12992868 fungus
n02975589 case
n03751269 mess_jacket
n00479734 fives
n00017222 plant
n13001206 toadstool
n12870891 wild_thyme
n02609302 bluehead
n02985137 crt
n03342127 finger_painting
n03211616 board
n03995535 power_line
n07839730 soubise
n02650050 gurnard
n11678010 cornstalk
n04269822 spat
n02299039 manduca_sexta
n03577672 interceptor
n03637787 lancet_arch
n12817464 anchusa
n15091669 pyridoxine
n07588574 lentil_soup
n06267893 tabloid
n12304703 fraxinus_excelsior
n03767203 mill_wheel
n12815838 calabash
n04305210 statehouse
n02943241 optical_lens
n12090890 primula
n03725506 masonite
n11689815 cottonseed
n04261868 sound_film
n03237416 silk_hat
n01861778 mammal
n02942349 camcorder
n04524941 velours
n03187268 dialog_box
n11653904 kahikatea
n03821518 newel_post
n03064935 sprocket
n07731767 belgian_endive
n04028074 putter
n11841247 cockspur
n12263204 sweet_chestnut
n04289195 sprinkler_system
n03829857 norfolk_jacket
n03306385 express
n03393761 freewheel
n04121426 rya
n12316572 liquidambar_styraciflua
n12795555 spirea
n03473227 gyroscope
n04110068 rose_water
n04002262 pricket
n04582205 wickerwork
n01569836 chat
n03794798 mouthpiece
n03917198 peristyle
n07763107 feijoa
n01536644 song_sparrow
n02592371 squirrelfish
n07845087 formula
n00442115 swimming
n04188179 sheet
n03889626 parapet
n01965889 scallop
n11603246 encephalartos
n11723452 wolfsbane
n02715513 foyer
n03459591 grille
n03062122 cocktail_lounge
n03529175 home_room
n03518135 highball_glass
n03019434 chino
n12815668 calabash
n02595339 silver_perch
n07609728 turkish_delight
n12427184 tiger_lily
n04598965 woof
n07889510 ale
n02377291 stud
n15093298 vitamin_c
n11930788 white_sage
n03424489 gas_meter
n12862512 plectranthus
n01688961 moloch
n02753044 fission_bomb
n03645577 lateen
n07568818 fiber
n11737534 pasqueflower
n02872752 boot
n12597134 cabbage_palm
n04027023 push
n04533042 vibrator
n01860497 screamer
n07822845 chili_sauce
n02705201 amphitheatre
n04139395 sauna
n03426134 gasoline_tank
n01319467 sea_creature
n01539925 house_sparrow
n03098140 board
n03846772 omnidirectional_antenna
n13138308 drupe
n03928116 piano
n03208556 disk
n03080309 compartment
n02925666 combat_boot
n01489501 bull_shark
n11623967 cedrus_deodara
n07879953 tempura
n04389854 tank_locomotive
n03474896 haft
n12865824 salvia_officinalis
n04449449 toll_bridge
n07926250 lemonade
n12290748 centaury
n04100174 rod
n12997654 basidiomycete
n12793015 saxifrage
n07936015 spring_water
n04598965 weft
n01958038 quahog
n03391770 framework
n02624987 chub_mackerel
n04960582 coal_black
n03698360 lute
n09215023 baryon
n11879722 colza
n02536165 sockeye
n08521623 cemetery
n07817758 fennel
n04366033 sushi_bar
n04057215 razorblade
n13132156 pedicle
n12612170 water_plantain
n03482523 hand
n04015908 protractor
n03484576 handcuff
n03536761 horn
n07650903 mince
n03276179 electromagnet
n01782209 spider_mite
n12500518 cassia_tora
n12154773 pandanus
n02802544 basketball_court
n01811909 pigeon
n07709881 tofu
n04198797 shock_absorber
n02417663 capra_aegagrus
n02908217 brush
n01677747 marine_iguana
n04280970 spit
n07698543 reuben
n03975788 needlepoint
n12506991 anthyllis_vulneraria
n04969242 sapphire
n03063199 coffee_filter
n04204755 short
n07616046 frozen_yogurt
n03864692 overhead_projector
n12185254 ribbonwood
n04554871 washer
n03349892 first_class
n02412210 wether
n04137217 satchel
n03683995 locket
n02379908 arab
n02049088 loon
n04494204 thermionic_valve
n02816768 beanie
n04042358 radiogram
n03281145 lift
n01837072 frogmouth
n02081571 sea_horse
n02271897 thrips
n03556811 scooter
n03067518 cold_frame
n02884450 box
n04205318 shorts
n03644378 lariat
n01909906 polyp
n02941845 aventail
n03495671 harpoon
n11956348 fleabane
n09452395 swamp
n04070964 refrigerator_car
n12236546 huckleberry
n04595028 wlan
n11758483 fever_tree
n07835457 hollandaise
n02757810 audiotape
n04002629 primary_winding
n03436891 gig
n04201733 shooting_brake
n11815491 silene
n06273207 call_back
n04313220 steering_mechanism
n02715712 flak
n12088223 yam
n02969886 carrier
n07916041 martini
n03906106 leg
n02759700 autoinjector
n04359589 support
n03098959 control_tower
n01841943 piculet
n12454159 tulip
n12122725 yorkshire_fog
n03235042 withdrawing_room
n02248510 scale_insect
n04966941 wheat
n02840619 cover
n02871147 bookmark
n09392402 pinetum
n12058822 dactylorhiza_fuchsii
n03861271 outrigger
n02006063 wood_stork
n04950952 wood_grain
n04285803 athletic_wear
n01468238 tunicate
n07819303 mustard_seed
n03626272 knob
n03615655 khimar
n04064862 recovery_room
n01532325 yellowbird
n11508382 snowfall
n03823312 nicad
n07803545 wheat
n12713866 phellodendron_amurense
n01845132 water_bird
n02859184 boater
n04434932 leotards
n03844045 kerosene_lamp
n04459122 tourer
n07596967 confectionery
n03871524 packaging
n04566257 weapons_system
n03541696 auberge
n07849336 yoghurt
n05449959 white_cell
n03100897 conveyor_belt
n03565288 imprint
n12174311 althea
n12070381 liparis
n11611758 pinus_pinea
n13914608 block
n07929172 tonic
n04283096 spoiler
n02191273 glossina
n07566340 food_product
n03928814 fingerboard
n04405907 idiot_box
n02692086 prop
n07736692 spinach
n12406488 rock_elm
n03692379 loungewear
n03219010 doyley
n00448126 professional_wrestling
n01850192 butterball
n04265428 space_helmet
n04161358 seat
n03024518 choke
n07860805 batter
n07817160 comfrey
n07933799 cupper
n04060448 rebozo
n13907272 crevice
n03994614 powder_horn
n02982232 catapult
n02386014 harness_horse
n04051825 rampart
n12202936 lime_tree
n02944579 camo
n04080833 respirator
n03439631 glengarry
n03488438 handset
n04563413 water_wheel
n09818022 astronaut
n01559477 hermit_thrush
n02226183 orthopteran
n02309337 caterpillar
n00448640 ice_skating
n02508213 ringtail
n03034244 breaker
n03841666 business_office
n04527648 veranda
n03303831 exhibition_hall
n03146846 tiller
n01737875 grass_snake
n07690273 gem
n11753355 trifolium_pratense
n02976939 money_box
n03363549 flintlock
n03205574 dirndl
n04568069 weather_vane
n03648219 wash
n07614198 ice
n02932523 caboose
n07823698 cranberry_sauce
n01726692 serpent
n03449564 government_building
n07843775 dairy_product
n04158002 scuttle
n03715669 hammer
n03512147 eggbeater
n03432129 shifter
n12033139 cocklebur
n07937461 couscous
n02766792 baby_grand
n04310904 steel
n12762896 sumac
n11947629 dusty_miller
n04558478 closet
n03102859 cooling
n03949761 pit
n02715229 aerial
n03141455 crupper
n03626115 knob
n12387633 viola
n07730708 celery_root
n03224490 doppler_radar
n12805146 currant
n04973585 brick_red
n02030996 woodcock
n07598256 candy_bar
n02160947 social_insect
n04509592 uniform
n04202417 store
n07841345 egg_yolk
n07736813 taro
n02911485 buffer
n01595450 tree_swallow
n07841907 easter_egg
n03477410 halberd
n09357346 molehill
n07570720 nutrition
n11706942 laurel_tree
n03530910 bonnet
n03251533 dry_dock
n12515925 chickpea
n01407798 green_algae
n03592245 slammer
n12934036 astrantia
n03471190 inset
n09223487 bladder_stone
n12227658 tree_heath
n01604968 accipitriformes
n02872333 booster
n03086580 concert_hall
n12515925 garbanzo
n04309049 steam_engine
n07762244 papaya
n02266050 dobson
n00007846 soul
n04598965 pick
n07687211 white_bread
n02950018 cannery
n07773428 coconut_water
n04520382 van
n03665924 light_bulb
n03109033 corker
n03709960 mailbag
n07750872 apricot
n04306080 station
n12903503 jimson_weed
n03321563 fanny_pack
n02535537 salmo_salar
n11626826 red_spruce
n02016358 gallinule
n09834699 ballet_dancer
n02310717 woolly_bear
n02789487 bar
n08249459 military_band
n03319576 false_teeth
n03001115 chain_store
n04378956 tabi
n09267854 divot
n07579917 adobo
n04075916 repair_shop
n02869249 bones
n07857356 wasabi
n03380301 locker
n02388143 pacemaker
n02536456 chinook
n12176953 upland_cotton
n02341288 meadow_vole
n04475411 trapeze
n02904803 brocade
n02704949 amphitheater
n02905886 bronchoscope
n03677682 lisle
n03454536 grating
n08640739 resort_area
n00444937 snorkeling
n02278024 comma
n04250224 sniper_rifle
n14867545 fish_meal
n01731764 coachwhip
n07844042 milk
n01497738 guitarfish
n02729965 contraption
n02433318 fallow_deer
n12957803 nardo
n04186455 shawl
n02168245 lightning_bug
n04005197 priory
n03096439 contrabassoon
n01812662 rock_dove
n03431745 train
n07804543 brown_rice
n03592245 jail
n12929403 camellia
n02999936 chain
n03797182 muffler
n07762740 ackee
n07753743 passion_fruit
n04469813 ropeway
n02998563 sump
n03505667 headset
n02414578 wild_sheep
n01568892 yellowbird
n02450295 pine_marten
n12981954 white_rust
n10150071 guard
n11748811 peanut
n04326676 stoneware
n07846359 evaporated_milk
n02480153 great_ape
n07708398 raw_vegetable
n02523427 cusk
n07927512 soda_pop
n03688943 observatory
n02442172 mustela_erminea
n02328429 pika
n02841187 binnacle
n07569873 soy_flour
n03036469 civilian_dress
n07898333 zinfandel
n02169705 flea_beetle
n04495843 tug
n01367772 enteric_bacteria
n03357081 white
n03610098 dungeon
n02116450 raccoon_dog
n12180168 hibiscus_tiliaceus
n12129986 canary_grass
n03996145 power_saw
n03707766 magnetic_stripe
n13077033 mould
n12719684 nasturtium
n04385799 tail_rotor
n04491638 trundle
n04272389 spectator
n11727358 honeysuckle
n02978753 casserole
n04216634 sieve
n01842504 puffbird
n07891726 wine
n12118661 ragi
n07605380 fondant
n02482650 bonobo
n07932454 spruce_beer
n02104882 belgian_shepherd
n02941845 camail
n04405907 television
n12475242 cornflower
n02729965 gizmo
n03722007 marker
n02692513 air_pump
n01730812 racer
n04287747 spray_gun
n09359803 mount
n04530566 vessel
n12180168 mahoe
n12772753 buckthorn
n03556811 iceboat
n12277578 common_oak
n03842012 office_building
n01982068 king_crab
n02882190 bowling_alley
n02869249 clappers
n12117017 crabgrass
n02580336 scad
n03479121 hall
n07876550 scampi
n01943087 ormer
n11617272 bristlecone_pine
n10340312 musician
n13354021 pocketbook
n02477516 paranthropus
n07575510 teatime
n03233744 drawbridge
n02572196 cardinalfish
n02770830 backseat
n04451818 tool
n12402348 banyan
n11728945 black_cohosh
n02893418 brasier
n04969798 turquoise
n02876657 bottle
n03915900 perforation
n03685486 hunting_lodge
n03920867 pew
n03702248 machine_tool
n03719053 mansion
n05260127 pageboy
n04273285 speculum
n04346679 stylus
n02859955 boatyard
n03894379 divider
n03684823 locomotive_engine
n03834604 nuclear_weapon
n01850192 dipper
n12544539 lentil
n01422450 merozoite
n02922461 burin
n04975739 complementary_color
n02578771 amberjack
n11878283 mustard
n01925916 cercaria
n02927887 butterfly_valve
n12700088 honduras_mahogany
n07880325 welsh_rarebit
n02694426 alarm_system
n03744840 storage_device
n00449977 greyhound_racing
n04146862 training_ship
n02889425 brake
n06596845 trade_magazine
n11612575 pinus_longaeva
n03011355 checker
n02595702 redfish
n07642933 jam
n01769347 arachnid
n01330497 arenavirus
n04382880 tach
n04085017 reverse
n03896103 passenger_ship
n07838551 mole
n02757462 sound_system
n13873502 circle
n03992436 potsherd
n00440039 track
n12316572 red_gum
n04099429 projectile
n03099945 converter
n01668665 slider
n12636224 medlar
n11710136 bull_bay
n14899328 culture_medium
n07565259 table
n12303083 forsythia
n04080454 cavity_resonator
n03691817 waiting_area
n04235646 sleeper
n01857079 snow_goose
n12402051 strangler_fig
n07900825 port_wine
n03194297 differential_gear
n10260800 lifeguard
n04126066 safety_bicycle
n01418498 leishmania
n02627292 horse_mackerel
n11753700 shamrock
n03512147 chopper
n02925519 business_suit
n11632167 cupressus_macrocarpa
n10421470 druggist
n12142085 wheat
n01467804 amphioxus
n09268007 divot
n03906224 pegboard
n12521394 scotch_broom
n02382437 pony
n09666883 kachina
n03040376 clean_room
n03652932 lead
n03849679 openwork
n07616386 parfait
n11635152 white_cedar
n04453390 toothpick
n02392434 indian_rhinoceros
n03237416 stovepipe
n04058594 readout
n02339376 vole
n04602762 workroom
n03889503 breastwork
n08521623 burying_ground
n03792526 mount
n03723885 martingale
n04568069 weathervane
n02381364 grey
n04538403 viscose_rayon
n03454211 grapple
n03462747 earth
n03985881 portcullis
n04443766 toby_jug
n03198500 dildo
n04383839 taffeta
n04475309 trap_door
n12336092 peppermint
n02921884 burial_chamber
n04188179 bed_sheet
n04045255 radome
n03297735 establishment
n03943920 pinstripe
n03244919 driving_wheel
n01842235 barbet
n11627908 mountain_hemlock
n03762602 mihrab
n03568818 induction_coil
n02212958 paper_wasp
n00483409 singles
n02028727 pectoral_sandpiper
n03119396 coupe
n12116429 dactylis_glomerata
n01900150 hair
n03258330 duster
n04160847 searchlight
n04047733 railing
n01515078 night_bird
n03186285 dhow
n11902389 papaver_somniferum
n12163035 bryony
n03540914 hospital_bed
n02184720 body_louse
n07928696 coca_cola
n04586072 shelterbelt
n03440682 glockenspiel
n07846143 powdered_milk
n11812094 dusty_miller
n00453396 duck_hunting
n03373943 flying_buttress
n03379828 footbridge
n03122295 conestoga_wagon
n10324560 model
n03557840 ice_pack
n07927197 soft_drink
n07714287 chinese_cabbage
n04125853 safety_harness
n03571280 inhaler
n03290195 entablature
n07924276 nectar
n03605915 junction
n12691661 gumbo_limbo
n02024185 dotterel
n04356925 sunroom
n01486010 thrasher
n02758490 gimlet
n02919414 sheaf
n03516844 jackboot
n02890940 brake_shoe
n04595855 wiring
n04587648 window
n04086794 variable_resistor
n13001930 shiitake
n03766935 millstone
n04536595 bass_viol
n12327846 brazil_nut
n01750437 tiger_snake
n01646648 natterjack
n07874441 sicilian_pizza
n12648693 prunus_salicina
n11618861 larch
n01967963 piddock
n01851375 scaup
n03343354 recorder
n02172518 scarab
n11596108 gymnosperm
n03751065 mess
n01607429 buteo_jamaicensis
n01851573 greater_scaup
n04228215 binding
n02599958 mullet
n07713074 eggplant
n07593774 ready_mix
n03904183 pedestrian_crossing
n11725821 wood_anemone
n01448594 guppy
n02918595 bumper
n07847453 clotted_cream
n01903498 sclerite
n08613733 outdoors
n02952374 canteen
n12408873 rock_elm
n02553028 lingcod
n04137444 artificial_satellite
n13163991 sprig
n04313503 steering_wheel
n04496614 tulle
n07752264 victoria_plum
n03624400 knife_blade
n01319467 marine_animal
n11772408 periwinkle
n01319187 stunt
n04552696 war_vessel
n02512752 fingerling
n07570720 aliment
n03244775 one_iron
n03330665 festoon
n04961062 alabaster
n04615226 zither
n02343772 gerbil
n12587803 coco
n11989393 edelweiss
n02519472 brown_bullhead
n07919787 decaf
n10772092 weather_forecaster
n02629716 swordfish
n03836976 silk_stocking
n08242223 core_group
n04973020 topaz
n04279172 spinning_machine
n13863771 line
n12771390 diospyros_kaki
n01742821 rosy_boa
n07902937 arrack
n02228341 katydid
n12522894 sissoo
n12441958 asphodel
n04484432 triode
n03421117 garter
n03775747 mizzen
n02961225 car_battery
n01847407 dabbling_duck
n04330340 cooking_stove
n02904927 brogan
n01832167 swift
n04146343 schoolbag
n01826680 european_roller
n08518171 bivouac
n02413593 hampshire
n02826886 bell_tower
n13108481 sapling
n03949317 piston_rod
n12591351 cabbage_palm
n03814727 stock
n15091129 aneurin
n04573281 welt
n12836508 five_spot
n03070396 pit
n07894102 beaujolais
n02804123 bass_guitar
n03715892 mallet
n07848338 butter
n07587700 clam_chowder
n04449290 tollbooth
n03719343 mantel
n08501887 intergalactic_space
n02403820 bullock
n12266528 myrtle_beech
n03604400 pinafore
n12866968 savory
n03015254 dresser
n03413264 galvanometer
n03176386 plate
n12586298 calamus
n03801760 music_stand
n11851578 prickly_pear
n13108841 coniferous_tree
n03591798 jacquard
n11608250 pine_tree
n02821627 bedchamber
n07826250 tomato_paste
n04569822 wedge
n03585778 iron_horse
n04334105 strapless
n07835701 bercy
n02601344 grey_mullet
n15092650 biotin
n03249342 pharmacy
n03732020 mauser
n02846511 chalkboard
n02772101 backup_system
n03815615 tie
n02939866 caliper
n02401031 bovid
n11834654 saltwort
n03375575 foil
n02360282 chipmunk
n02660640 pacific_halibut
n13028611 cup_fungus
n12915568 black_mangrove
n11612349 pinus_mugo
n02756977 audiocassette
n03463381 first_floor
n02016358 swamphen
n01563746 kinglet
n02666624 a_battery
n01550761 chatterer
n03092166 conservatory
n09931640 coach
n03965456 shopping_center
n02779435 ball
n02380335 pony
n04206225 jigger
n03546340 housing
n02864122 bwr
n01618082 black_vulture
n01805801 peafowl
n03050655 clothes_dryer
n03296328 escarpment
n02887489 brace
n02730568 appointment
n03063485 coffee_mill
n03904657 pediment
n04953296 glint
n02124313 abyssinian
n12761284 mangifera_indica
n03113835 costume
n03254862 dulcimer
n02808829 bathyscaphe
n02381460 wild_horse
n11949402 chamomile
n02605703 chaetodon
n07556970 course
n02282903 hairstreak
n03287351 energiser
n12870535 thyme
n02460451 giant_anteater
n12638218 plum
n03089753 conference_center
n03029197 church_tower
n00453935 fishing
n04163530 secateurs
n03723267 marquetry
n12947313 cornus_florida
n07846557 skim_milk
n02350105 desert_rat
n07748416 tangerine
n13063269 rust_fungus
n02955247 capacitor
n03760671 microscope
n02065263 sei_whale
n02044778 skua
n12164363 cucumis_melo
n02205219 daddy_longlegs
n00451370 cycling
n02873839 booth
n07803310 buckwheat
n12338796 mountain_ash
n04442441 toaster_oven
n03417345 garden
n02868240 bomblet
n04040247 radial_tire
n07609215 sugar_candy
n12345280 punica_granatum
n03309465 ocular
n03873848 paddle
n04059399 reamer
n03261776 earphone
n07712559 potato_chip
n07901457 muscat
n02669295 abutment
n00470682 touch_football
n13098962 bast
n04414101 terra_cotta
n03307037 extension_cord
n02409038 anoa
n12339526 clove
n01640846 true_frog
n00812526 hold
n07687469 french_bread
n10276045 faller
n03544238 hour_hand
n02973236 cartwheel
n03528100 home
n07816164 sweet_basil
n12708293 orange
n03826186 nissen_hut
n12938193 sea_holly
n03070059 collet
n03173387 deli
n12464476 hellebore
n01846331 duck
n04494204 tube
n01397114 alga
n10341343 music_teacher
n04269270 spark_plug
n04147793 scimitar
n02739889 armoured_car
n11653126 totara
n07741138 macoun
n03733925 measuring_system
n03026907 chronograph
n03815615 necktie
n04122578 wooden_shoe
n11877193 collard
n07726796 common_bean
n04128499 sailing_boat
n03138669 crown
n01339801 cytomegalovirus
n06281040 reception
n02053425 solan
n09206896 arroyo
n02920083 bunk
n04969242 cerulean
n07859583 syrup
n04531873 waistcoat
n01389507 protozoan
n02023855 piping_plover
n13908580 roulette
n04219580 silks
n01573898 bobolink
n12614477 waterweed
n10665698 student
n01558765 ring_ouzel
n04241573 slip_ring
n02846874 blackface
n12005656 fleabane
n03175843 floss
n09382099 oxbow
n01602630 vireo
n03560860 ignition_coil
n00445055 surfing
n03190458 dibber
n03285578 encaustic
n01698434 alligator
n04036303 qwerty_keyboard
n01597737 scarlet_tanager
n04431745 thumbtack
n03620967 kitchen_table
n12320010 hickory_tree
n11919447 ragweed
n02747802 ashtray
n03854722 organ_loft
n01514752 gamecock
n12307756 privet
n12916511 tectona_grandis
n12762049 mastic
n02540983 sparling
n03080497 compass
n12338796 eucalyptus_regnans
n02732072 fish_tank
n13098962 phloem
n02738031 armament
n11769803 golden_trumpet
n02704645 amphibian
n02932891 pleasure_boat
n12570972 kowhai
n02716626 abm
n03446832 golf_equipment
n07917618 sling
n12513613 judas_tree
n03098140 control_panel
n04266968 spaghetti_junction
n04598318 woodshed
n03369407 fluid_drive
n12070583 twayblade
n03590306 jacket
n04279462 spinning_wheel
n13091620 sporophyll
n08613733 open_air
n04096848 barricade
n02301452 saturniid
n12281788 betula_alleghaniensis
n12648888 black_cherry
n02895008 breast_implant
n03016389 henhouse
n03529444 homespun
n01415626 eukaryote
n12281974 paper_birch
n02810471 battery
n03254374 dugout
n07748276 satsuma
n04568069 vane
n04030274 pyx
n03245421 drogue_parachute
n03709363 magnum
n03729482 matchlock
n02699629 altar
n11618525 torrey_pine
n04076713 monument
n03926412 photographic_material
n04526964 ventilator
n03955296 plane
n03316406 mill
n03528901 home
n12188635 thespesia_populnea
n01792429 cockerel
n03683079 lock_chamber
n03127203 crankcase
n07934800 darjeeling
n03991646 pot
n15102455 chipboard
n04214046 sideboard
n02410702 american_bison
n04445154 toga_virilis
n10421470 chemist
n02098806 bird_dog
n07911677 cocktail
n12819728 blue_devil
n11916696 milfoil
n12759273 anacardium_occidentale
n07913882 tom_collins
n04295081 saddlery
n07854707 string_cheese
n02527271 moray
n02806762 bath_chair
n03471779 guy
n04551055 warehouse
n02874750 bootstrap
n04969798 peacock_blue
n03950647 pitch_pipe
n03200357 buffet_car
n02782778 park
n04535524 villa
n04278247 spinet
n04383130 tack
n02816768 beany
n02727141 aperture
n01791107 jungle_fowl
n03250279 head
n09437454 incline
n02209624 bumblebee
n11524451 wave
n00468299 shinny
n03610098 donjon
n03454211 grappler
n04125541 safe_house
n03995535 power_cable
n11644046 red_cedar
n04951716 halo
n02443015 american_mink
n04951373 lightness
n07812790 lemon_oil
n03140652 cruise_control
n11761650 inga
n04135315 sanitary_napkin
n12365158 maria
n06596727 glossy
n11919447 ambrosia
n04577139 wherry
n03225988 double_bed
n03718458 manor_house
n12242409 titi
n04252653 snow_blower
n03783430 monocle
n02802215 basket
n02382204 jade
n04256891 softball
n12300840 olive_tree
n02308139 webworm
n03177708 depressor
n03843883 kerosene_heater
n01617095 griffon
n03802228 musket_ball
n01740551 blind_snake
n04275661 spike
n01055165 encampment
n07914995 gimlet
n02620578 archerfish
n02944146 camisole
n07698672 western
n02961035 caravanserai
n02519686 channel_catfish
n04283378 spoke
n02003204 marabou
n12847927 pennyroyal
n01316734 bottom_feeder
n04966543 gamboge
n02969010 carriage
n03015254 chest
n00446311 professional_boxing
n02103841 watchdog
n02431785 elk
n09792969 anchor
n02053584 booby
n03837422 oar
n03372549 champagne_flute
n07573347 spam
n12336092 red_gum
n02122580 stray
n03579982 ice
n01914830 actinia
n09913593 cheerleader
n07930062 fruit_punch
n02197689 drosophila_melanogaster
n03684740 lockup
n01568294 american_redstart
n04058721 head
n07804900 paddy
n01877134 kangaroo
n03952576 pizza_shop
n07805594 birdseed
n02424589 lesser_kudu
n12107710 meadow_foxtail
n03345837 extinguisher
n02359915 eastern_chipmunk
n03201776 black_tie
n02406174 dairy_cow
n04200000 shoe
n02809364 baton
n10755080 violist
n07740342 golden_delicious
n03886762 paperclip
n03712111 main_rotor
n03177165 depilatory
n12934479 caraway
n03256631 dunce_cap
n02064000 bowhead
n12172364 okra
n03236735 frock
n04973020 tan
n13096779 lignum
n04261116 sorter
n11615967 longleaf_pine
n04176295 servo
n12384037 granadilla
n11622368 grand_fir
n03397532 ruffle
n03382104 forecastle
n12519563 crotalaria
n13918387 knife
n02764398 axe_handle
n03470629 trigger
n03547054 hovel
n04198797 cushion
n04220805 silver_plate
n03738241 mechanical_system
n01455778 pipefish
n03686130 loft
n01562265 redbreast
n12858871 beebalm
n01937909 bloodsucker
n04610013 racing_yacht
n02059162 petrel
n02127482 lynx_rufus
n07838233 spaghetti_sauce
n03412058 picture_gallery
n07772147 cashew_nut
