n02918112 bullring
n12277578 english_oak
n02883004 bowsprit
n03436182 ghetto_blaster
n03436182 boom_box
n04432043 thwart
n02804123 bass_guitar
n11617272 bristlecone_pine
n02127482 lynx_rufus
n02127482 bobcat
n08506347 semidesert
n03732458 maxi
n07628068 phyllo
n02786331 bandbox
n01752585 vipera_berus
n01752585 adder
n03450974 grab_bag
n07613815 jello
n02823124 pager
n02823124 beeper
n03390075 foxhole
n03283221 emergency_room
n03402941 funeral_parlour
n03402941 funeral_home
n03402941 funeral_chapel
n03402941 funeral_parlor
n12928307 candelilla
n02414043 karakul
n04378489 tabard
n03142431 crypt
n02456008 tatu
n02813981 b_battery
n03606251 junk_shop
n04146504 school_bell
n12390099 pale_violet
n12327022 water_milfoil
n09295210 growler
n04167346 seeder
n01445429 buffalo_fish
n10679174 surgeon
n01943087 ormer
n07934032 tisane
n03171635 defibrillator
n12291959 bluebell
n07586099 marmite
n11687789 microspore
n12722071 lignum_vitae
n02962414 car_carrier
n03751590 messuage
n02070776 vaquita
n09436708 sky
n07605380 fondant
n04219185 silex
n05263448 attilio
n03697913 lungi
n03697913 longyi
n02861147 bocce_ball
n02786198 bandanna
n02786198 bandana
n13865904 heart
n02045864 razorbill
n03858085 ossuary
n04070545 refrigeration_system
n03859608 outfall
n03275681 electrolytic_capacitor
n03275681 electrolytic
n12807251 london_plane
n07608245 marzipan
n07903543 applejack
n02848921 blank
n02848921 dummy
n04211219 shunter
n03146687 cullis
n08645104 scrubland
n02888569 bracket
n03730655 matrix
n04967801 sage_green
n11944954 carduus_nutans
n07693048 cinnamon_roll
n02621258 surgeonfish
n03524976 hogshead
n04127521 safety_razor
n04364160 lightning_arrester
n04970312 tyrian_purple
n04022866 pump_room
n04185529 sharpie
