n04351699 suiting
n03855214 organza
n03572107 inkle
n11711764 magnolia_virginiana
n02864504 bolero
n01608814 black_kite
n10304914 medalist
n10304914 medallist
n10304914 medal_winner
n11985053 iva
n01843719 toucanet
n03628511 kremlin
n03153246 cutlass
n02393940 malayan_tapir
n03342015 fingerpaint
n03724538 five_iron
n03256788 dune_buggy
n01683558 night_lizard
n02868975 cupel
n02324514 lapin
n07693590 danish_pastry
n07693590 danish
n00454983 fly_casting
n07735404 parsnip
n01825278 turaco
n02874537 bootlace
n03133050 crochet_hook
n03016609 chicken_wire
n04443766 toby_jug
n04204755 short_circuit
n04204755 short
n05242928 squamous_cell
n01972541 cuttle
n01972541 cuttlefish
n03629231 kurta
n11690254 hypanthium
n11690254 calyx_tube
n11690254 floral_cup
n02905886 bronchoscope
n03500699 haymaker
n12704041 oka
n12704041 oca
n04308397 stealth_fighter
n12546962 wild_lupine
n03966206 plenum
n03848348 opener
n07590320 goulash
n03770224 minicomputer
n04579056 whiskey_bottle
n04521863 variometer
n03609959 keelson
n12934479 caraway
n12973791 rhizopus
n02921406 burberry
n07693223 schnecken
n07694659 shortcake
n13163553 deadwood
n00483705 real_tennis
n00483705 court_tennis
n02771166 backstairs
n02772435 badminton_court
n03660562 liberty_ship
n12402348 banyan_tree
n12402348 banyan
n12402348 banian
n10164492 head_nurse
n01890860 shrew_mole
n07886463 aperitif
n03699754 machicolation
n07607361 licorice
n07607361 liquorice
n12194147 silkwood
n03323319 farthingale
n04292921 squeegee
n01818299 amazon
n03333349 field_hospital
n02278024 comma
n02448060 meles_meles
n12033709 immortelle
n03917198 peristyle
n02356977 black_squirrel
n07691650 croissant
n12522678 indian_rosewood
n11632619 cupressus_sempervirens
n11632619 mediterranean_cypress
n03878828 palette_knife
n03097362 control_center
n01537895 ortolan
n01826680 european_roller
n12675876 lonicera_japonica
n12675876 japanese_honeysuckle
n12711398 rangpur
n07895839 merlot
n01999767 peripatus
n01999767 velvet_worm
n02137015 genet
n03155502 cyclopean_masonry
n03624400 knife_blade
n03968728 plumb
n03968728 plummet
n04265904 space_rocket
n03991202 potbelly
n02574910 remora
n03133415 crock
n12110236 wild_oat
n03146846 cultivator
n03146846 tiller
n01812662 rock_pigeon
n01812662 rock_dove
n01812662 columba_livia
n04211219 shunter
n12110085 avena_sativa
n02237581 mirid
n02237581 capsid
n03551582 hydraulic_pump
n03551582 hydraulic_ram
n03384167 fork
n02857477 boarding_house
n02857477 boardinghouse
n07847827 heavy_cream
n04279462 spinning_wheel
n02761557 automobile_engine
n12498055 palo_verde
n01334217 variola_major
n12236160 salal
n12236160 shallon
n02864122 bwr
n04001661 pwr
n03460147 grinding_wheel
n07857170 miso
n04529962 vertical_fin
n04529962 vertical_stabiliser
n04529962 tailfin
n04529962 vertical_stabilizer
n04529962 tail_fin
n07591586 bouillabaisse
n01856553 greylag_goose
n01856553 greylag
n02767038 baby_powder
n01448594 guppy
n01448594 rainbow_fish
n02389559 donkey
n03108624 core_drill
n02396796 babirusa
n11974557 snakeweed
n03267821 elastic_bandage
n02089232 dachshund
n07924366 apple_juice
n07871065 lutefisk
n07560652 fare
n03364156 flipper
n03364156 fin
n04461570 towpath
n07852376 gorgonzola
n02221083 fire_ant
n01915700 sea_pen
n03632100 lacrosse_ball
n03788601 motel_room
n07614103 apple_dumpling
n04058239 rom
n03368352 flowerbed
n03368352 flower_bed
n03202354 dinner_table
n02683558 afterburner
n02469248 scapular
n12950126 valerian
n04976319 pigmentation
n02542432 bonefish
n03669245 limber
n03032453 cinquefoil
n03936466 pile_driver
n03920867 pew
n07879659 tamale
n01549886 phoebe
n12274358 burr_oak
n12274358 bur_oak
n12274358 quercus_macrocarpa
n03170635 freezer
n03170635 deep_freeze
n12522894 dalbergia_sissoo
n12522894 sissoo
n11536673 aquatic
n07867164 falafel
n02365108 mara
n04022866 pump_room
n00440382 long_jump
n00440382 broad_jump
n04340521 stroboscope
n04340521 strobe
n04340521 strobe_light
n03906463 pelham
n01330126 adenovirus
n00452864 beagling
n02125081 felis_silvestris
n02125081 european_wildcat
n02519340 pout
n03541269 hospital_ship
n12761905 terebinth
n12761905 pistacia_terebinthus
n02499022 slow_loris
n04389430 tankard
n03782794 monkey_wrench
n02998841 chaddar
n02998841 chadar
n02998841 chador
n02469472 tadpole
n07845863 homogenized_milk
n04168199 segway
n02392434 indian_rhinoceros
n07839478 roux
n02775178 baggage_claim
n03947466 pipe_wrench
n04562496 waterspout
n04141198 saxhorn
n13038068 gyromitra_esculenta
n03758992 microbrewery
n03652389 leaf_spring
n02415253 dall_sheep
n02415253 white_sheep
n00468299 shinny
n12084890 stanhopea
n01652026 chorus_frog
n12696492 neem
n12696492 neem_tree
n12696492 azadirachta_indica
n03326948 magic_marker
n04130257 salad_bowl
n03849679 openwork
n03506880 hearse
n07690585 yorkshire_pudding
n04295777 staddle
n12281974 betula_papyrifera
n12281974 paper_birch
n10605253 skier
n01850873 canvasback
n07908411 absinth
n07908411 absinthe
n02531114 alewife
n02124484 manx
n12336333 eucalyptus_camaldulensis
n02493224 uakari
n02867966 bomber_jacket
n07766723 marang
n12732491 black_poplar
n03500389 hay_bale
n02146371 brown_bat
n07803408 bulgur
n07801342 silage
n11631854 cupressus_arizonica
n02833403 bevel
n02735361 arc_light
n02735361 arc_lamp
n04100519 rodeo
n03713436 majolica
n03713436 maiolica
n02420509 blackbuck
n02420509 black_buck
n07729225 butterbean
n02892948 knuckles
n02892948 brass_knuckles
n07749192 navel_orange
n12152532 cotton_grass
n03231368 drawing_table
n01449712 platy
n03082656 tourniquet
n03090000 conference_table
n03090000 council_board
n12062781 chatterbox
n01842235 barbet
n02734725 architecture
n03681813 local_oscillator
n03721047 marble
n03721590 marina
n11801392 birthwort
n10324560 model
n10324560 poser
n03177059 departure_lounge
n03296217 escape_wheel
n11696450 lancewood
n03952576 pizza_parlor
n03952576 pizzeria
n03952576 pizza_shop
n03751590 messuage
n03915320 percussion_cap
n04612026 yarmulke
n02614978 gunnel
n07827130 juniper_berries
n09219233 berm
n02248887 soft_scale
n01546039 scrubbird
n01489501 bull_shark
n04976952 skin_color
n04976952 skin_colour
n04976952 complexion
n04320598 stink_bomb
n02871824 boom
n02897389 brewpub
n03176594 deodorant
n12656369 framboise
n12656369 rubus_idaeus
n02059852 giant_petrel
n01527917 skylark
n02890804 brake_pedal
n03843438 oilcloth
n07846802 whole_milk
n01952712 physa
n12086012 vanda
n03448031 gordian_knot
n09228055 brae
n12646605 fuji
n07741804 winesap
n04285965 sport_utility
n04285965 suv
n02588794 margate
n02610373 bergall
n12441958 asphodel
n07839730 soubise
n03888022 parabolic_reflector
n03676759 lcd
n07915491 mint_julep
n07915491 julep
n12907857 nicotiana_tabacum
n07577538 nosh
n02407625 hereford
n02407625 whiteface
n02805283 baster
n02044908 great_skua
n08571275 midfield
n04542329 voussoir
n07611148 dumpling
n03187751 dialysis_machine
n03187751 dialyzer
n04443433 toboggan
n05453657 neutrophil
n04245508 small_stores
n11782036 elephant_ear
n11782036 alocasia
n04564278 wattmeter
n01749244 rinkhals
n04290259 spur
n04290259 gad
n02692086 airscrew
n02692086 prop
n07866015 croquette
n04165409 sectional
n04253057 snuffbox
n07924747 grapefruit_juice
n01536644 song_sparrow
n03588841 jabot
n02961451 carbine
n11879722 brassica_napus
n11879722 colza
n07708124 julienne
n04385079 tailor_made
n04364994 surplice
n07904637 sloe_gin
n04267435 spanker
n03658635 levee
n11706942 persea_borbonia
n11706942 laurel_tree
n11706942 red_bay
n04359217 supplejack
n04326676 stoneware
n03280394 electrostatic_machine
n03280394 electrostatic_generator
n10467179 president
n12521394 scotch_broom
n12521394 cytisus_scoparius
n01804163 golden_pheasant
n02579928 permit
n09348460 massif
n04280259 spiral_spring
n04197110 shipwreck
n01855188 smew
n07877675 steak_tartare
n07845087 formula
n12093329 cyclamen
n07655263 saute
n00447221 tobogganing
n02102605 water_spaniel
n02214499 potter_wasp
n03039259 clay_pigeon
n02692513 vacuum_pump
n02692513 air_pump
n03170292 decoupage
n03030353 cigar_box
n12919847 leafy_spurge
n12095647 moneywort
n03522990 hitching_post
n11690455 petal
n11690455 flower_petal
n03595264 jerkin
n04349306 subway_train
n01788579 eurypterid
n04131368 saltbox
n03210552 dispensary
n03284981 enamelware
n04250473 snips
n03067518 cold_frame
n03503997 headlight
n03503997 headlamp
n03567066 incubator
n03567066 brooder
n01442710 rudd
n03680512 loaner
n12072722 masdevallia
n01573360 western_meadowlark
n15062057 stucco
n04574067 wet_suit
n03956331 planetary_gear
n03956331 epicyclic_gear
n02868240 bomblet
n03730655 matrix
n07803779 cracked_wheat
n01686044 racerunner
n04087826 ribbing
n02161457 pollinator
n02197185 medfly
n09899289 cashier
n03804211 nacelle
n03379204 football_stadium
n09475925 waterside
n03331077 fez
n12154773 screw_pine
n12154773 pandanus
n04051439 rammer
n03123553 coverlet
n02376679 filly
n13150378 cubeb
n04266968 spaghetti_junction
n11919761 ambrosia_artemisiifolia
n11923174 mayweed
n07866868 eggs_benedict
n03711044 mail_train
n03145522 cue
n02379743 appaloosa
n03200539 dining_hall
n04232437 skyhook
n03698604 luxury_liner
n09436444 ski_slope
n03727605 masterpiece
n07654298 biryani
n10316862 military_leader
n07934032 tisane
n07568241 farina
n02414209 longwool
n03141455 crupper
n02868638 bomb_shelter
n02868638 bombproof
n13025854 saccharomyces_cerevisiae
n11621950 canada_balsam
n11621950 balsam_fir
n02695627 alcazar
n02311748 leptocephalus
n04492060 trunk_lid
n03732543 maxim_gun
n01453087 john_dory
n03326371 feedlot
n13032923 verpa
n01904886 oyster_shell
n07922147 perry
n07900225 varietal
n05451384 lymphocyte
n03935883 pilaster
n03483230 handbell
n02397744 collared_peccary
n02397744 javelina
n01919385 beroe
n12801520 parnassia
n02428089 puku
n03603594 junk
n02384741 steeplechaser
n03585875 ironing
n04366033 sushi_bar
n12858150 monarda
n09376526 ocean_floor
n09376526 seabed
n09376526 sea_bottom
n09376526 sea_floor
n09376526 ocean_bottom
n09376526 davy_jones
n04239333 sliding_window
n04400737 telegraph_key
n03657239 iol
n07851767 cottage_cheese
n07851767 pot_cheese
n02052204 white_pelican
n03374570 flytrap
n12851469 motherwort
n07722485 scallion
n07722485 spring_onion
n08571898 flea_market
n04414101 terra_cotta
n03262932 lounge_chair
n03262932 easy_chair
n02656301 burrfish
n02797535 bascule
n02908951 brussels_lace
n04132603 shamisen
n07587700 clam_chowder
n02982416 catboat
n07740855 jonathan
n03012897 chemical_plant
n03548195 huck
n02434190 woodland_caribou
n03534776 hoover
n13898645 spheroid
n03512452 heliograph
n11931540 artemisia_vulgaris
n12642964 capulin
n01722998 pterosaur
n03723885 martingale
n03986949 portmanteau
n03986949 gladstone
n03263076 eaves
n04567593 meteorological_satellite
n04567593 weather_satellite
n02562796 crappie
n01799302 guan
n03397087 frieze
n03195332 digester
n02420828 gerenuk
n04206356 shotgun
n12949361 kapuka
n01462042 blastocyst
n08501887 intergalactic_space
n02106854 police_dog
n07928696 coca_cola
n07928696 coke
n12519563 crotalaria
n02836174 bidet
n04385799 tail_rotor
n02388832 liver_chestnut
n02823124 pager
n02823124 beeper
n00442981 dive
n00442981 diving
n13232779 honey_fungus
n11616662 scotch_pine
n11616662 pinus_sylvestris
n11616662 scots_pine
n07860208 golden_syrup
n07860208 treacle
n02548689 toadfish
n04023695 punch_bowl
n12099342 statice
n12099342 sea_lavender
n01814217 mourning_dove
n09445289 steppe
n03174079 delta_wing
n02451415 taira
n02451415 tayra
n03319457 false_face
n03319745 family_room
n07928367 ginger_ale
n03549589 hurdle
n12584365 areca_catechu
n12319414 juglans_regia
n02445171 eurasian_otter
n02445171 lutra_lutra
n11785668 caladium
n04238128 slide
n04075291 remote_station
n04075291 remote_terminal
n07900616 madeira
n11882237 coralroot
n03330665 festoon
n12777680 snowbell
n03844815 oilskin
n03844815 slicker
n04210288 shrimper
n07840395 curry_sauce
n03674270 data_link
n03674270 link
n03512030 helicon
n03057920 coat_hanger
n07585015 beef_stock
n07585015 beef_broth
n03483823 pocket_calculator
n12343480 fuchsia
n04102618 roller_skate
n02538562 arctic_char
n02538562 salvelinus_alpinus
n02780815 tutu
n02435853 mouse_deer
n02435853 chevrotain
n12934036 astrantia
n07918706 swizzle
n07563800 liquid_diet
n02880546 string
n04024983 punt
n02207805 worker_bee
n04592356 winepress
n12129986 canary_grass
n02029378 sanderling
n02775483 bagpipe
n11846765 epiphyllum
n01035504 last_supper
n02593453 scup
n03718458 manor_house
n03718458 manor
n01995514 fairy_shrimp
n03732114 mausoleum
n04350458 suede
n00470554 professional_football
n04289195 sprinkler_system
n02820556 bedford_cord
n01879217 pademelon
n03615406 khaki
n04082562 retainer
n02961544 car_bomb
n01987076 pistol_shrimp
n01987076 snapping_shrimp
n02755675 attenuator
n03256631 dunce_cap
n11943407 calendula
n04968139 olive_green
n12914923 vervain
n12914923 verbena
n07569644 graham
n07569644 graham_flour
n07616046 frozen_yogurt
n11774513 frangipani
n03109033 corker
n02417242 cashmere_goat
n07573563 square_meal
n02864593 bollard
n02864593 bitt
n12316444 liquidambar
n04365328 surveillance_system
n13147689 malvasia
n02168427 glowworm
n04584373 wigwam
n03767203 mill_wheel
n11552976 biennial
n03006788 chantry
n12086778 vanilla_orchid
n12086778 vanilla_planifolia
n02979074 cassette_deck
n12771390 diospyros_kaki
n12771390 kaki
n07896765 moselle
n07588193 wonton
n02023855 piping_plover
n12052787 coelogyne
n07934373 sun_tea
n11769803 golden_trumpet
n12904938 boxthorn
n02563648 pumpkinseed
n11759853 zaman
n11759853 monkeypod
n11759853 rain_tree
n11759853 saman
n10701644 tennis_pro
n12070016 laelia
n05491154 renal_cortex
n11733312 larkspur
n02381609 tarpan
n01422185 sporozoite
n07696728 chicken_sandwich
n03323096 farmstead
n03629520 kylix
n11761836 inga_edulis
n02627532 yellowfin_tuna
n02627532 yellowfin
n09881358 busboy
n01612476 hobby
n02963503 electrocardiograph
n03470948 gurney
n05469861 dendrite
n03861430 outrigger_canoe
n07927716 birch_beer
n02782778 ballpark
n02782778 park
n12541403 grass_pea
n12541403 khesari
n07919894 drip_coffee
n07876550 scampi
n11870418 garlic_mustard
n04469514 trampoline
n01697178 crocodile
n02426813 eland
n12754781 norway_maple
n03907908 penalty_box
n04198562 shirtwaist
n07927931 dope
n07925229 lemon_juice
n12734070 populus_tremuloides
n02971473 cartouche
n12691661 gumbo_limbo
n01787006 sea_spider
n07731436 postum
n02180875 rove_beetle
n02869249 castanets
n02869249 clappers
n02869249 bones
n04549721 wankel_engine
n04439712 tinfoil
n04439712 tin_foil
n12663359 coffea_canephora
n12663359 robusta_coffee
n12455950 gloriosa_superba
n12455950 gloriosa
n03425595 gas_stove
n03425595 gas_range
n09833536 baker
n09295210 growler
n07767549 black_olive
n09877951 brother
n09877951 chum
n09877951 pal
n09877951 sidekick
n09877951 crony
n09877951 buddy
n13001930 shiitake
n02404028 maverick
n03693860 lowboy
n07915918 margarita
n03587205 irrigation_ditch
n08500819 interplanetary_space
n04422875 thermostat
n02805845 bastinado
n07881625 refried_beans
n12932173 archangel
n12085267 stelis
n01712752 ceratosaur
n01712752 ceratosaurus
n02551134 halfbeak
n15091129 aneurin
n15091129 thiamin
n15091129 thiamine
n15091129 vitamin_b1
n13915113 tetrahedron
n02477516 paranthropus
n02413484 cotswold
n03667235 lighting
n03723781 martello_tower
n12421137 hippeastrum
n04347119 subcompact_car
n04347119 subcompact
n02026629 surfbird
n04395024 tarp
n04395024 tarpaulin
n03005285 pendant
n03005285 pendent
n03005285 chandelier
n02491107 tamarin
n03247083 dropper
n02034129 godwit
n07589543 brunswick_stew
n02381004 buckskin
n04192521 sheraton
n07743902 cranberry
n01314663 critter
n01732614 corn_snake
n02878628 boulle
n02878628 boule
n02878628 buhl
n03548402 hula_hoop
n02169974 potato_beetle
n02917607 bullnose
n03561047 ignition_key
n03364599 float
n07822845 chili_sauce
n07898443 sauternes
n03168217 beach_chair
n07812184 spice
n12093600 cyclamen_hederifolium
n02387254 dobbin
n02387254 farm_horse
n04040247 radial_tire
n04040247 radial
n02574271 cobia
n02751215 astrolabe
n04550676 wardroom
n01641206 wood_frog
n04506506 ultracentrifuge
n01782516 red_spider
n11845793 hedgehog_cactus
n02067240 sperm_whale
n02067240 cachalot
n12869478 germander
n02841187 binnacle
n02522637 codling
n04077889 research_center
n04077889 research_facility
n13006171 coprinus_comatus
n07738105 freestone
n07586099 marmite
n09283405 foothill
n01778217 ixodes_ricinus
n02527622 conger
n01424420 malaria_parasite
n01424420 plasmodium_vivax
n01424420 plasmodium
n03644378 lasso
n03644378 lariat
n03644378 reata
n09893502 captive
n01849157 pintail
n01604968 accipitriformes
n07612137 pavlova
n03724176 maser
n04370774 sweats
n01860497 screamer
n03712111 main_rotor
n10655594 steward
n10655594 flight_attendant
n03239054 tailcoat
n03239054 white_tie
n03239054 dress_suit
n03239054 tails
n03239054 full_dress
n04492749 truss_bridge
n03442597 gnomon
n02884994 box_camera
n12750767 leatherwood
n04560292 watering_can
n02892392 brassard
n03015149 chesterfield
n01444339 electric_eel
n04294879 horse_barn
n04294879 stalls
n04294879 stable
n02901114 briefs
n07925116 pineapple_juice
n13898207 conformation
n04150371 scow
n02470709 anthropoid
n02202678 punky
n02202678 biting_midge
n02202678 punkie
n03708843 magnetometer
n03949317 piston_rod
n02215770 digger_wasp
n02686121 airbus
n10509063 reading_teacher
n03642144 laparoscope
n12353431 manila_hemp
n12353431 abaca
n02754656 atrium
n03465718 guestroom
n04474187 transport_ship
n01339801 cmv
n01339801 cytomegalovirus
n02241008 backswimmer
n03272239 electric_fire
n03272239 electric_heater
n03906590 pelican_crossing
n04587327 windjammer
n01929186 rotifer
n04289576 spritsail
n02319555 sand_dollar
n01679626 collared_lizard
n03390075 foxhole
n03256032 dumpster
n12680864 viburnum_opulus
n04226826 skeleton_key
n02561381 esox_lucius
n02561381 northern_pike
n00443803 flip
n12332030 pitanga
n04555700 wastebasket
n03823216 niblick
n03215076 divan
n03215076 diwan
n01828096 belted_kingfisher
n15091846 folic_acid
n15091846 folate
n07691539 brioche
n01794158 turkey
n01794158 meleagris_gallopavo
n01618503 secretary_bird
n03530511 hone
n03986355 portfolio
n03566193 incinerator
n08547544 crest
n03580845 interphone
n02250280 cochineal
n03548086 hubcap
n12230794 strawberry_tree
n12230794 arbutus_unedo
n03743279 megaphone
n04251791 snowboard
n03431570 gearbox
n03431570 gear_box
n12484784 bogbean
n12484784 bog_myrtle
n07804657 white_rice
n02173373 japanese_beetle
n03886053 panzer
n02432291 whitetail_deer
n02432291 whitetail
n02432291 white_tail
n02432291 odocoileus_virginianus
n03784896 horseshoe_arch
n03497100 hash_house
n04596492 witness_box
n04596492 witness_stand
n07689003 johnny_cake
n07689003 johnnycake
n04323519 stockinette
n03197446 digitiser
n03197446 digitizer
n03443912 goggles
n03445326 gold_plate
n07896661 macon
n04455652 topsail
n12048928 calanthe
n03885904 pantyhose
n12915140 lantana
n04137217 satchel
n02814774 beachwear
n02931836 caber
n02124313 abyssinian
n12285049 grey_alder
n11661372 yew
n03989349 postern
n04246271 smocking
n03454885 grater
n13065089 puccinia_graminis
n13065089 wheat_rust
n02873733 bootie
n01888411 doe
n03140771 cruise_missile
n04518343 vacuum_gauge
n01323355 sire
n03402941 funeral_parlour
n03402941 funeral_home
n03402941 funeral_chapel
n03402941 funeral_parlor
n01581730 nutcracker
n04273659 speed_bump
n12059625 disa
n07609728 turkish_delight
n02882190 bowling_alley
n13880994 parallel
n06259898 channel
n03201638 evening_gown
n03201638 dinner_dress
n03201638 formal
n04082344 resuscitator
n01856072 gosling
n12898342 belladonna
n12898342 deadly_nightshade
n12898342 atropa_belladonna
n12104238 tallgrass
n03522003 hippodrome
n04391445 tappa
n04391445 tapa
n04048441 railroad_tunnel
n10283170 major
n02839110 hoarding
n02839110 billboard
n03240140 electric_drill
n02768433 backbone
n09300905 hail
n02221414 wood_ant
n07561848 balanced_diet
n05467054 neuroglia
n05467054 glia
n07920349 cappuccino
n02118643 vixen
n02407276 galloway
n02410011 gaur
n03036701 clack
n02486657 chacma_baboon
n02486657 chacma
n09191635 air_bubble
n04389718 tank_destroyer
n02028727 pectoral_sandpiper
n01528396 wagtail
n03643737 laser_printer
n02835412 bicycle_chain
n00483205 professional_tennis
n11689815 cottonseed
n03276696 electrometer
n02794008 barograph
n07736692 spinach
n01744100 reticulated_python
n07871588 porcupines
n02694045 aisle
n04417086 tetrode
n00483848 pallone
n02686379 air_conditioning
n02686379 air_conditioner
n03582959 inverter
n12552309 sainfoin
n03485309 hand_grenade
n01563449 gnatcatcher
n02339922 pack_rat
n02339922 packrat
n02794474 barouche
n03238131 dressing_room
n02836607 bifocals
n03829857 norfolk_jacket
n03698723 lyceum
n11835251 greasewood
n03831757 nose_flute
n02863426 bodywork
n03274435 electric_typewriter
n12320627 pignut_hickory
n12320627 pignut
n04156946 scull
n02962200 carburettor
n02962200 carburetor
n04409625 tennis_camp
n03509608 heat_pump
n12870048 marum
n03288742 cor_anglais
n03288742 english_horn
n02300554 bombyx_mori
n02753394 atomic_clock
n13908201 cleft
n12074867 ophrys_apifera
n12074867 bee_orchid
n02811618 battle_cruiser
n00482122 netball
n01553142 antbird
n11628793 oregon_pine
n11628793 pseudotsuga_menziesii
n04096733 roadbed
n07869391 hash
n00449892 camel_racing
n02061217 stormy_petrel
n11971248 gazania
n04210120 shredder
n06266973 rotogravure
n03680942 local
n04085017 reverse
n04085017 reverse_gear
n03090172 confessional
n02536456 oncorhynchus_tshawytscha
n02536456 chinook_salmon
n02536456 king_salmon
n02536456 chinook
n09405078 rangeland
n07587618 corn_chowder
n02956699 capitol
n02387722 poster
n12412355 bearded_iris
n02230187 field_cricket
n07685918 black_bread
n07685918 pumpernickel
n07914413 daiquiri
n01735577 ribbon_snake
n00477639 polo
n03233905 drawer
n07931870 may_wine
n02771547 backstop
n07920663 instant_coffee
n02512752 fingerling
n01491006 blue_shark
n13133932 spadix
n12277578 quercus_robur
n12277578 pedunculate_oak
n12277578 common_oak
n12277578 english_oak
n02831237 beret
n07894703 montrachet
n11666854 dicotyledon
n11666854 dicot
n02488415 hanuman
n02488415 entellus
n02878425 boucle
n04289449 sprit
n01691217 legless_lizard
n12190410 ceiba_pentandra
n12190410 ceiba_tree
n12190410 kapok
n04506289 uke
n04506289 ukulele
n08539072 downtown
n08539072 business_district
n01528845 meadow_pipit
n02377388 gelding
n03770085 minicar
n04146504 school_bell
n03196598 digital_display
n10634849 speedskater
n10634849 speed_skater
n02983904 cathedra
n03801671 music_school
n04066270 red_carpet
n03264906 edger
n02947977 candid_camera
n11678299 petiolule
n04969540 steel_blue
n00466712 miniature_golf
n14976871 blacktop
n14938389 linoleum
n14938389 lino
n03696445 lugger
n12382233 cirio
n03574243 instep
n03119203 general_store
n03119203 trading_post
n03119203 country_store
n03200231 dining_area
n01953361 cowrie
n01953361 cowry
n07765073 date
n09618957 face
n03784270 monstrance
n04229007 skidder
n03475581 hairbrush
n02752810 telamon
n02752810 atlas
n01982347 giant_crab
n01609956 marsh_harrier
n04961062 alabaster
n04288272 spring
n02426176 saiga
n03981760 floating_bridge
n03981760 pontoon_bridge
n04157099 scullery
n01958531 geoduck
n03695452 luff
n12228387 bell_heather
n00479734 fives
n07848936 ghee
n13006631 milkcap
n00450866 pony_trekking
n04590553 windshield
n04590553 windscreen
n08685188 zodiac
n02771286 backstay
n03440682 glockenspiel
n01755740 timber_rattlesnake
n01670535 testudo_graeca
n04233124 skyscraper
n02808829 bathyscaphe
n03141327 cruise_ship
n03141327 cruise_liner
n12330469 myrtle
n04951071 graining
n04518764 valise
n04245847 smart_bomb
n04605572 wraparound
n04104384 semicircular_arch
n04104384 roman_arch
n02946824 camshaft
n03062985 coffee_can
n12263038 american_chestnut
n01891633 shrew
n07936093 sugar_water
n01937909 bloodsucker
n01937909 leech
n03956623 planking
n04238321 zipper
n04238321 zip
n07897865 rioja
n03653110 imitation_leather
n03653110 leatherette
n03460899 gristmill
n03521076 hinge
n12196694 currajong
n12196694 kurrajong
n09259025 crag
n02409508 cape_buffalo
n03006626 chanter
n02244173 assassin_bug
n07593774 ready_mix
n12479537 dracaena
n03742019 medicine_ball
n12122725 yorkshire_fog
n01351315 spirillum
n04349913 suction_cup
n03751269 mess_jacket
n02100399 setter
n03365231 floatplane
n12050533 cattleya
n03075634 combine
n07745661 saskatoon
n07745661 serviceberry
n02739889 armoured_car
n02739889 armored_car
n01586374 cactus_wren
n02506947 plantigrade
n04131929 salver
n07607492 life_saver
n03506184 headstock
n07890068 pale_ale
n07606669 jelly_bean
n08644045 harborage
n01828556 kookaburra
n03123666 cover_plate
n03294604 eprom
n07874441 sicilian_pizza
n09894445 heart_specialist
n09894445 cardiologist
n09894445 heart_surgeon
n11723452 wolfsbane
n04221076 silverpoint
n03097535 control_circuit
n03195959 dat
n12575322 vetch
n04438643 time_switch
n03333610 field_house
n03333610 sports_arena
n01848648 widgeon
n01848648 wigeon
n04533499 victrola
n03030880 cigarette_butt
n04310507 steam_shovel
n07696839 club_sandwich
n12905412 christmas_berry
n02919792 cottage
n02919792 bungalow
n02045596 auklet
n03378005 food_court
n07722888 purple_onion
n07722888 red_onion
n03126090 cramp
n03505667 headset
n03628215 koto
n03639497 land_line
n03639497 landline
n03266749 duvet
n04393808 tappet
n11632167 cupressus_macrocarpa
n11632167 monterey_cypress
n02852360 blister_pack
n07889990 burton
n03421324 garter_belt
n04450749 tongs
n04350581 sugar_bowl
n04533946 dvd
n04533946 videodisc
n04380916 table_saw
n03162818 dart
n02631628 striped_marlin
n03017835 inglenook
n03017835 chimney_corner
n04318787 stile
n04198722 shiv
n12649317 japanese_cherry
n07723039 leek
n03499907 hawaiian_guitar
n03499907 steel_guitar
n03904782 pedometer
n01419888 giardia
n11712282 liriodendron_tulipifera
n11712282 tulip_poplar
n11712282 yellow_poplar
n11712282 tulip_tree
n10223177 jockey
n03062122 cocktail_lounge
n03760310 microprocessor
n12726670 weeping_willow
n08649711 bedside
n03838024 object_ball
n11902200 papaver_rhoeas
n04164406 second_base
n02421136 addax
n03697366 lunar_module
n03697366 lem
n07730708 celeriac
n07730708 celery_root
n02983357 catchment
n06267758 school_paper
n06267758 school_newspaper
n03666362 led
n01847806 mallard
n01847806 anas_platyrhynchos
n02291748 clothes_moth
n04509171 undies
n11657585 nagi
n07825850 apple_sauce
n07825850 applesauce
n07919441 irish_coffee
n04560113 water_heater
n02748491 aspirator
n02146201 red_bat
n04261116 sorter
n12807624 platanus_orientalis
n07611046 compote
n03877351 paisley
n03546112 house_paint
n04231905 skivvies
n12671651 abelia
n04543772 wagon_wheel
n07760755 thompson_seedless
n07911061 ratafia
n04450133 tommy_gun
n07740033 cortland
n11685091 pip
n04220805 silver_plate
n04055180 ratchet
n07601175 lemon_peel
n04538249 viscometer
n03594148 javelin
n02212062 wasp
n12189987 baobab
n12189987 adansonia_digitata
n04185804 electric_razor
n04185804 electric_shaver
n04185804 shaver
n03536568 horizontal_tail
n07890617 kvass
n04168840 seismograph
n04176295 servomechanism
n04176295 servo
n02935017 cache
n12261808 white_beech
n12261808 fagus_grandifolia
n12261808 american_beech
n11618525 torrey_pine
n03615563 khakis
n07861247 pancake_batter
n13096779 lignum
n12924623 ricinus_communis
n02150482 vampire_bat
n12785889 stonecrop
n04475309 trap_door
n03914106 peplum
n03770316 ministry
n07901355 marsala
n01930852 ascaris_lumbricoides
n02850732 blender
n13108481 sapling
n02177196 water_beetle
n00446980 archery
n04381860 tabletop
n11944954 carduus_nutans
n12554526 locoweed
n07904293 slivovitz
n01744270 indian_python
n03727465 master_bedroom
n02216365 mud_dauber
n11684654 mesocarp
n03595409 jeroboam
n12262018 weeping_beech
