n04410886 tensiometer
n03307792 external_drive
n01897667 alula
n02368116 viscacha
n09877951 brother
n09877951 chum
n09877951 pal
n09877951 sidekick
n09877951 crony
n09877951 buddy
n04324515 stocks
n00470966 rugby_football
n00470966 rugger
n00470966 rugby
n03997875 praetorium
n02909706 buckboard
n04310604 steam_turbine
n07689003 johnny_cake
n07689003 johnnycake
n12877838 antirrhinum_majus
n03601442 jdam
n01579729 chough
n00474657 professional_baseball
n02271897 thrips
n03944024 pintle
n12831535 columnea
n12793015 saxifrage
n02825961 bell_gable
n01668091 diamondback_terrapin
n12305654 green_ash
n02869155 bone_china
n04192361 sheltered_workshop
n02752810 telamon
n02752810 atlas
n01542786 weaver
n02430830 fawn
n04129766 sailor_suit
n07827750 poppy_seed
n03796522 mud_brick
n02196896 apple_maggot
n03653740 lecture_room
n04445154 toga_virilis
n12872914 butterwort
n12550210 mucuna
n07719330 bamboo_shoot
n11737534 pasque_flower
n11737534 pasqueflower
n03521076 hinge
n12138248 kaoliang
n02243562 water_strider
n03466839 guildhall
n01931520 pinworm
n01931520 enterobius_vermicularis
n01931520 threadworm
n11992479 texas_star
n01454856 stickleback
n10324560 model
n10324560 poser
n04204755 short_circuit
n04204755 short
n03443149 goalpost
n11818069 stellaria_media
n07819303 mustard_seed
n04261868 sound_film
n03225108 dormitory_room
n03225108 dormitory
n03225108 dorm_room
n07835921 bourguignon
n11678299 petiolule
n01652026 chorus_frog
n02843029 birchbark
n02843029 birch_bark
n02742468 arrester
n04238321 zipper
n04238321 zip
n02808185 bath_salts
n10803978 yogi
n02395694 piglet
n02395694 piggy
n04186051 shaving_soap
n04186051 shaving_cream
n02967782 sweeper
n02967782 carpet_sweeper
n04332074 straight_razor
n03030353 cigar_box
n02601767 striped_mullet
n02040266 stone_curlew
n11791569 pistia
n03174731 demitasse
n03823216 niblick
n04186268 shaving_foam
n01579260 raven
n01579260 corvus_corax
n07804900 paddy
n02805283 baster
n01597906 western_tanager
n02381004 buckskin
n02413917 cheviot
n02380052 lipizzan
n10080869 father
n10080869 male_parent
n02961451 carbine
n03142431 crypt
n02805845 bastinado
n12641007 prunus_armeniaca
n04446162 threads
n04446162 duds
n04446162 togs
n01461315 spawn
n02796207 barrel_vault
n03878294 palanquin
n08539276 outskirts
n04002262 pricket
n03215191 dive_bomber
n11915214 composite
n07588817 vichyssoise
n03426462 gastroscope
n02584145 cardinal_tetra
n04133114 sampan
n07911249 sambuca
n03541393 hospital_train
n02998003 cereal_box
n03503477 head_gasket
n04542858 wading_pool
n09191635 air_bubble
n02006364 sacred_ibis
n04332580 straitjacket
n03727605 masterpiece
n10297234 mascot
n04233715 slacks
n04234887 slate_roof
n04081699 rest_house
n03369407 fluid_drive
n01527917 skylark
n02574910 remora
n07585758 gazpacho
n07928163 cream_soda
n02776978 balalaika
n12448136 calochortus_luteus
n04559994 water_hazard
n04087826 ribbing
n13030337 elf_cup
n12681579 black_haw
n07678586 mincemeat
n12120347 teff
n13132940 cyme
n01693783 chameleon
n01693783 chamaeleon
n02278024 comma
n02709101 anastigmat
n07849619 raita
n07618119 duff
n03032453 cinquefoil
n01790812 cochin
n01790812 cochin_china
n04094060 ripcord
n11666854 dicotyledon
n11666854 dicot
n07585557 chicken_soup
n01421333 cryptophyte
n03488438 handset
n09436444 ski_slope
n02656301 burrfish
n13145040 vitis_labrusca
n02565072 smallmouth_bass
n02565072 smallmouth
n01752585 vipera_berus
n01752585 adder
n04002629 primary_winding
n04002629 primary_coil
n04002629 primary
n11782036 elephant_ear
n11782036 alocasia
n11882237 coralroot
n07601572 candy_cane
n07860331 grenadine
n04082710 retaining_wall
n10701644 tennis_pro
n12968136 sclerotinia
n07723559 lettuce
n03292475 epee
n04247011 smoke_screen
n04247011 smokescreen
n07727252 pinto_bean
n03641569 lanyard
n01369484 salmonella_typhi
n04096733 roadbed
n03122073 covered_bridge
n06273743 call_waiting
n07600696 candy_apple
n07600696 caramel_apple
n04474187 transport_ship
n12905135 lycium_barbarum
n01987076 pistol_shrimp
n01987076 snapping_shrimp
n03753077 meter
n03390673 frail
n03067093 cold_cathode
n01603600 waxwing
n15019030 sand
n09445008 steep
n04121228 rushlight
n00477392 lacrosse
n07806774 green_salad
n05459457 leydig_cell
n01794158 turkey
n01794158 meleagris_gallopavo
n12669803 lemonwood
n02880842 bowie_knife
n01615458 ern
n01615458 erne
n15091846 folic_acid
n15091846 folate
n04250473 snips
n02982416 catboat
n03115014 cotter_pin
n04173511 sequencer
n04968139 olive_green
n01614038 harpy
n01614038 harpy_eagle
n13883763 spherical_triangle
n03831382 noseband
n04261116 sorter
n12568186 robinia_pseudoacacia
n12568186 black_locust
n02784124 banana_boat
n11691046 corolla
n03374649 flywheel
n00483848 pallone
n03482523 hand
n09454412 tangle
n02227247 locusta_migratoria
n02227247 migratory_locust
n04045255 radome
n04045255 radar_dome
n02348788 pocket_mouse
n03793850 mouse_button
n13912540 stemma
n03668803 lilo
n07817315 cilantro
n07817315 coriander
n04213353 sickle
n04141712 scaffolding
n04141712 staging
n13001930 shiitake
n02336826 vesper_mouse
n02947660 narrowboat
n02947660 narrow_boat
n02947660 canal_boat
n03349771 first_base
n04513827 upholstery
n02357911 antelope_squirrel
n07851443 double_cream
n02208498 killer_bee
n02152740 predator
n01830479 wood_hoopoe
n10443032 plumber
n10443032 pipe_fitter
n07610890 charlotte
n13198054 fiddlehead
n03146846 cultivator
n03146846 tiller
n03413264 galvanometer
n12651229 pyracantha
n12651229 firethorn
n02527622 conger
n04322801 stock_car
n02311748 leptocephalus
n07921239 turkish_coffee
n02771286 backstay
n10041887 earner
n04006411 probe
n02588286 grunt
n07936015 spring_water
n04103094 rolling_mill
n02137015 genet
n03071021 cologne
n12613706 hydrilla
n02782681 ballot_box
n01579410 rook
n07907831 sour_mash
n03206718 disguise
n02903126 brochette
n07588193 wonton
n07613266 tiramisu
n03871860 packing_plant
n02607470 sergeant_major
n03850492 operating_table
n12307240 jessamine
n03500090 hawse
n11794519 duckweed
n02813981 b_battery
n03708843 magnetometer
n04078574 reservoir
n12932173 archangel
n03205143 directional_microphone
n02752199 athenaeum
n02752199 atheneum
n02426176 saiga
n03039827 dry_cleaners
n03039827 cleaners
n02686379 air_conditioning
n02686379 air_conditioner
n07849733 whey
n12103894 shortgrass
n07853445 edam
n11761836 inga_edulis
n01561732 wheatear
n07714287 chinese_cabbage
n07853232 cheshire_cheese
n03559531 identikit
n04209811 showroom
n02907082 broomstick
n02907082 broom_handle
n00466880 croquet
n02237581 mirid
n02237581 capsid
n02251593 citrus_mealybug
n04390577 tank_top
n07914413 daiquiri
n03057920 coat_hanger
n12597466 saw_palmetto
n12658603 sorbus_americana
n02389779 burro
n12327022 water_milfoil
n02895008 breast_implant
n02822579 bedstead
n04273796 speedometer
n04273796 speed_indicator
n12351091 achira
n12351091 arrowroot
n07852302 roquefort
n07765208 elderberry
n03825271 skittle
n03825271 ninepin
n03460147 grinding_wheel
n02327842 snowshoe_hare
n04358874 superstructure
n03980026 pomade
n01655344 caecilian
n12023726 tanacetum_vulgare
n12023726 tansy
n03996004 power_pack
n04075468 removable_disk
n11603246 encephalartos
n07619881 tapioca
n03356446 flambeau
n12922763 croton
n08659242 coal_seam
n12130549 timothy
n12753762 striped_maple
n09443281 spoor
n01035504 last_supper
n01922948 woodworm
n04123123 sackbut
n12062781 chatterbox
n04210288 shrimper
n03522100 hipped_roof
n03522100 hip_roof
n03422771 gas_engine
n03345837 extinguisher
n03345837 fire_extinguisher
n03180732 destroyer_escort
n02957252 capstan
n02893608 breadbasket
n02836035 bicycle_wheel
n04089836 riding_crop
n03870105 pace_car
n09858165 black_belt
n07585107 chicken_stock
n07585107 chicken_broth
n04268799 spark_gap
n05241485 melanocyte
n02686121 airbus
n00456465 day_game
n02359324 prairie_dog
n03271260 electric_clock
n02019190 great_bustard
n03758992 microbrewery
n02098806 bird_dog
n12188635 thespesia_populnea
n02588794 margate
n03768916 mineshaft
n03650551 layette
n03394649 french_door
n04028074 putter
n07601290 orange_peel
n03811444 navigational_system
n03263076 eaves
n04167346 seeder
n02152881 quarry
n02152881 prey
n01852142 wood_duck
n07834507 mayo
n07834507 mayonnaise
n02917377 bullhorn
n07607967 cough_drop
n07607967 troche
n01947139 neritina
n07610620 baked_alaska
n02540412 smelt
n02024185 dotterel
n02803809 basset_horn
n07687053 wafer
n03276696 electrometer
n03122295 conestoga_wagon
n03122295 covered_wagon
n03122295 prairie_schooner
n03122295 conestoga
n12859986 catnip
n03166809 death_house
n03166809 death_row
n01396048 paramecium
n01396048 paramecia
n02200850 aedes_aegypti
n03538300 horsecar
n00470830 hurling
n03386544 foucault_pendulum
n07586099 marmite
n12850906 dagga
n00447221 tobogganing
n02186153 flea
n04401828 telephone_cord
n04069166 reflectometer
n08500819 interplanetary_space
n04091466 rigger
n07722485 scallion
n07722485 spring_onion
n01441117 dace
n07843636 fried_egg
n03711044 mail_train
n03643149 laryngoscope
n03582508 ivp
n10560106 schoolmate
n10560106 classmate
n05467054 neuroglia
n05467054 glia
n07906572 blended_whiskey
n07906572 blended_whisky
n03063968 coffee_table
n03572631 inlay
n04247544 smoothbore
n03693860 lowboy
n01988701 krill
n03823312 nicad
n06273414 call_forwarding
n02880546 string
n01858281 coscoroba
n03335846 figure_eight
n03895170 parvis
n04064747 record_sleeve
n04064747 record_cover
n01334217 variola_major
n09400987 pulsar
n01376237 streptomyces
n07828378 msg
n07828378 monosodium_glutamate
n03853924 ordinary
n03635330 lame
n01599556 loggerhead_shrike
n03342127 finger_painting
n03547229 hovercraft
n03391613 frame_buffer
n02883101 bowstring
n06625062 encyclical
n03229526 downstage
n07744811 blackberry
n03374570 flytrap
n02360282 chipmunk
n02532451 pacific_herring
n02736798 argyll
n02736798 argyle
n02699770 altarpiece
n02699770 reredos
n02526425 elver
n07895839 merlot
n01804163 golden_pheasant
n03098515 control_rod
n01396617 stentor
n02488415 hanuman
n02488415 entellus
n01684133 skink
n02605703 chaetodon
n01557962 mistle_thrush
n02921756 burglar_alarm
n02864504 bolero
n02852173 flasher
n02852173 blinker
n03397087 frieze
n04550676 wardroom
n07740033 cortland
n12808007 arizona_sycamore
n07686720 sourdough_bread
n03294604 eprom
n11682659 gemma
n03155502 cyclopean_masonry
n11695974 cananga_odorata
n13185658 doodia
n07693223 schnecken
n03034405 circuitry
n15091669 pyridoxal
n15091669 vitamin_b6
n15091669 pyridoxine
n15091669 pyridoxamine
n03087816 condenser_microphone
n02505998 mastodon
n04131208 beauty_parlor
n04131208 beauty_parlour
n04131208 salon
n04131208 beauty_shop
n04131208 beauty_salon
n07875560 roulade
n13894154 rut
n08256735 wedding
n08256735 wedding_party
n02327028 jackrabbit
n03938037 pillory
n07876026 sauerbraten
n01782516 red_spider
n00477639 polo
n04520962 vaporiser
n04520962 vaporizer
n01569060 blackburn
n01748686 spitting_cobra
n02009380 snowy_egret
n02089232 dachshund
n07598928 barley_sugar
n03530511 hone
n03128248 crayon
n04509260 uneven_bars
n02495242 tree_shrew
n03342015 fingerpaint
n03580845 interphone
n07886463 aperitif
n12480456 tuberose
n12482893 yucca_brevifolia
n12482893 joshua_tree
n02125010 sand_cat
n03324629 fast_reactor
n12085267 stelis
n10253296 legal_representative
n00466524 stroke_play
n12114590 chloris_gayana
n04579056 whiskey_bottle
n03680512 loaner
n02993194 cenotaph
n02993194 empty_tomb
n12047345 brassavola
n00483705 real_tennis
n00483705 court_tennis
n07822845 chili_sauce
n02098906 water_dog
n13090871 aril
n03090172 confessional
n07918879 toddy
n03098688 control_room
n02147591 cave_bat
n03465718 guestroom
n01830915 motmot
n07690892 scone
n04012482 propjet
n04012482 turboprop
n03595409 jeroboam
n02387093 percheron
n07927836 bitter_lemon
n12303083 forsythia
n02713364 anklet
n03767745 minaret
n10043643 economist
n02147947 pipistrel
n02147947 pipistrelle
n01317294 draft_animal
n01539925 house_sparrow
n04060448 rebozo
n04208760 showboat
n04086663 rheometer
n04253057 snuffbox
n03079616 companionway
n04022866 pump_room
n01337734 poliovirus
n08571275 midfield
n09309168 ice_floe
n09309168 floe
n02706806 amusement_arcade
n02407071 durham
n02407071 shorthorn
n03710421 maildrop
n03350204 fishbowl
n03350204 fish_bowl
n03325941 stetson
n03325941 trilby
n03325941 felt_hat
n03325941 homburg
n03325941 fedora
n07848936 ghee
n07919165 zombi
n07919165 zombie
n03703945 mae_west
n11769803 golden_trumpet
n03548533 hulk
n03240892 drill_press
n02793089 baritone
n02793089 baritone_horn
n04187233 overlay
n04187233 sheathing
n07729225 butterbean
n00440509 high_jump
n04414319 terra_sigillata
n04414319 samian_ware
n01930852 ascaris_lumbricoides
n02475078 neanderthal_man
n02475078 neanderthal
n03381450 force_pump
n02791532 barbette_carriage
n03332591 field_coil
n03692136 smoking_jacket
n03170872 deerstalker
n11849271 peyote
n11849271 mezcal
n11849271 mescal
n11800236 ginseng
n02874442 bootjack
n03086580 concert_hall
n03114839 cotter
n03162460 darkroom
n04529108 vernier_scale
n04529108 vernier
n03774461 miter
n03774461 mitre
n01749244 rinkhals
n03470948 gurney
n03795976 movie_projector
n03795976 film_projector
n03842585 cyma_reversa
n03842585 ogee
n12766595 poison_sumac
n12374418 rockrose
n12374418 rock_rose
n01579578 jackdaw
n01579578 daw
n08640962 rough
n02583890 tetra
n02822064 bedsit
n02822064 bedsitter
n02948293 candlepin
n04555291 washroom
n11958080 cosmos
n03138344 crowbar
n03138344 pry
n07868684 frog_legs
n04252653 snow_blower
n03062336 cocotte
n02085272 lapdog
n04134523 sandbox
n09915651 chess_master
n03505015 headrace
n04312154 steelyard
n07751737 damson
n01323068 tiger_cub
n03882960 panhandle
n02682311 adze
n02682311 adz
n03029197 church_tower
n03432360 geiger_counter
n12536291 anil
n04542715 waders
n03133050 crochet_hook
n12272239 garry_oak
n12272239 quercus_garryana
n02129463 lioness
n04443433 toboggan
n04590021 window_seat
n07866868 eggs_benedict
n04209613 shower_stall
n03764822 milk_float
n04310157 steamroller
n04310157 road_roller
n03751590 messuage
n12862512 plectranthus
n02816768 beany
n02816768 beanie
n04402746 phone_system
n04402746 telephone_system
n12639376 beach_plum
n12927494 candlenut
n04259468 sabaton
n12122725 yorkshire_fog
n03107488 cords
n02895328 breast_pocket
n03847471 onion_dome
n03141455 crupper
n13895262 belly
n03440216 gps
n03004409 chambray
n14891255 greek_fire
n12127575 broomcorn_millet
n07803310 buckwheat
n03133415 crock
n01709876 barosaurus
n02327656 arctic_hare
n07601686 candy_corn
n03885293 pant_leg
n12217851 grevillea_banksii
n11723227 monkshood
n03593222 japan
n04347119 subcompact_car
n04347119 subcompact
n04233124 skyscraper
n09348460 massif
n01672432 spiny_softshell
n07710952 baked_potato
n03174079 delta_wing
n12183452 malope
n07880458 schnitzel
n07880458 wiener_schnitzel
n04375775 synchrotron
n12705013 milkwort
n04157099 scullery
n04066476 redoubt
n04300643 stanchion
n02241008 backswimmer
n03096439 contrabassoon
n04492060 trunk_lid
n12279772 quercus_virginiana
n04102618 roller_skate
n01892551 water_shrew
n02863536 bofors_gun
n03711999 mainmast
n01487506 sand_tiger
n01487506 sand_shark
n09466678 uphill
n03886053 panzer
n07567980 kibble
n01449712 platy
n12903014 tamarillo
n07586604 pea_soup
n04023422 punchboard
n01636829 dusky_salamander
n04246731 meat_house
n04246731 smokehouse
n02908951 brussels_lace
n01697178 crocodile
n11721337 lesser_celandine
n02979074 cassette_deck
n02977330 cashmere
n01379389 staph
n01379389 staphylococci
n01379389 staphylococcus
n04559620 water_filter
n01735577 ribbon_snake
n11536673 aquatic
n03780799 moleskin
n04579230 whispering_gallery
n04119478 playroom
n04119478 game_room
n04119478 rumpus_room
n00444846 scuba_diving
n12988158 lecanora
n02122580 stray
n02072493 narwal
n02072493 narwhal
n12084890 stanhopea
n12732009 abele
n12732009 white_poplar
n03201638 evening_gown
n03201638 dinner_dress
n03201638 formal
n04420720 thermocouple
n03115180 cotton
n03318294 fairy_light
n13149970 betel
n04030414 pyxis
n04058239 rom
n11765568 honey_mesquite
n02627532 yellowfin_tuna
n02627532 yellowfin
n02247655 bemisia_tabaci
n02247655 superbug
n03900393 pave
n02282903 hairstreak
n03369276 flugelhorn
n02129991 liger
n09353815 microfossil
n04967674 sea_green
n03460297 grindstone
n09193551 alluvial_plain
n03219010 doyley
n04054670 rasp
n13133932 spadix
n07867616 cheese_fondue
n02766792 baby_grand
n02838345 bilge_pump
n11851839 cholla
n01563128 warbler
n03056288 coal_house
n02447762 american_badger
n12982468 pythium
n13007417 oyster_mushroom
n04574067 wet_suit
n03920641 pet_shop
n04574348 whaleboat
n03881404 panchromatic_film
n07815839 black_pepper
n03158414 terylene
n03158414 dacron
n03195332 digester
n03439631 glengarry
n02923682 machine_pistol
n04294614 stabilizer_bar
n02308735 fall_webworm
n08658309 soil_horizon
n07683617 pita
n02377063 ridgling
n02932693 cabin_class
n02932693 second_class
n02932693 economy_class
n02839110 hoarding
n02839110 billboard
n07853648 gouda
n07853648 gouda_cheese
n12691428 elephant_tree
n12691428 bursera_microphylla
n12332030 pitanga
n11612575 pinus_longaeva
n01681940 horned_lizard
n01681940 horned_toad
n07605040 spun_sugar
n07605040 candyfloss
n07605040 cotton_candy
n04200537 shoehorn
n12877244 snapdragon
n12449296 camas
n12449296 quamash
n07574176 potluck
n03127408 crankshaft
n12290748 centaury
n02549248 frogfish
n03688504 long_tom
n02771166 backstairs
n02907656 peacemaker
n12299640 salvadora_persica
n04104925 rood_screen
n12932365 angelica_sylvestris
n01560935 whinchat
n03587205 irrigation_ditch
n07768139 anjou
n03489048 hand_throttle
n04180229 sewing_room
n04381860 tabletop
n04158250 scythe
n02220804 carpenter_ant
n04370955 sweep
n07858197 foie_gras
n07609215 sugar_candy
n02527271 moray_eel
n02527271 moray
n11835251 greasewood
n07868508 frittata
n12771390 diospyros_kaki
n12771390 kaki
n02067240 sperm_whale
n02067240 cachalot
n03569494 inflator
n01927456 tapeworm
n01927456 cestode
n03082280 compound_microscope
n01442972 minnow
n04308397 stealth_fighter
n11797321 aralia
n12235051 mayflower
n02070776 vaquita
n01423302 eimeria
n01777304 deer_tick
n12762049 mastic
n03588841 jabot
n02568959 grouper
n04005197 priory
n02281136 large_white
n04968056 emerald
n04240752 slipcover
n02964295 car_ferry
n04450749 tongs
n09260907 tillage
n09260907 farmland
n09260907 tilth
n09260907 ploughland
n09260907 cultivated_land
n01449374 mosquitofish
n02883004 bowsprit
n06267655 gazette
n07891189 near_beer
n03855333 oriel
n03855333 oriel_window
n03604311 jumbo_jet
n01860497 screamer
n03983612 poplin
n07859796 sugar_syrup
n13092240 ascospore
n03244231 driveshaft
n04177931 settlement_house
n07894703 montrachet
n01744100 reticulated_python
n04419868 thermal_printer
n12307756 privet
n02041678 mew
n11672269 bloomer
n07895595 chianti
n13866626 convex_polygon
n01692523 beaded_lizard
n02138169 palm_civet
n01649170 spadefoot
n01649170 spadefoot_toad
n11943407 calendula
n07851767 cottage_cheese
n07851767 pot_cheese
n03140126 crucible
n03140126 melting_pot
n02561514 muskellunge
n04032509 quarterstaff
n02412629 lambkin
n02900160 bridle
n02875948 borstal
n06263762 storage_medium
n05584746 hangnail
n07887461 bock_beer
n07887461 bock
n04500060 turner
n03209477 disk_controller
n03460899 gristmill
n01439514 carp
n03448590 gorget
n00445226 water_skiing
n07824702 paprika
n02309242 instar
n04173046 septic_tank
n11986511 lactuca_sativa
n07876893 scrapple
n02871314 bookmobile
n03104512 copperware
n00288384 piaffe
n01504179 fledgling
n01504179 fledgeling
n07586894 vegetable_soup
n07586894 minestrone
n02735268 arch_support
n03596543 jetliner
n03684611 lockstitch
n04258618 solar_telescope
n04581102 whitewash
n03674270 data_link
n03674270 link
n02223266 termite
n12363301 dillenia
n04146343 schoolbag
n01919385 beroe
n12316444 liquidambar
n03939178 pilot_boat
n12583401 palmetto
n08583455 heronry
n04282992 spode
n12507823 rooibos
n07609728 turkish_delight
n03582959 inverter
n03612010 ketch
n04228581 ski_boot
n03105306 coracle
n03723267 marquetry
n02919890 bungee_cord
n02919890 bungee
n03616763 kick_starter
n03616763 kick_start
n04126852 safety_lamp
n03456548 greasy_spoon
n03015149 chesterfield
n05245192 lentigo
n05245192 freckle
n03586219 iron_lung
n03165616 day_school
n03294833 eraser
n01351315 spirillum
n03067339 cold_cream
n07740342 golden_delicious
n03225458 dosimeter
n13024500 clavicipitaceae
n02407625 hereford
n02407625 whiteface
n07584423 borsch
n07584423 borscht
n07584423 borsht
n03875955 paintball_gun
n11617878 knobcone_pine
n01592694 tomtit
n07902799 akvavit
n07902799 aquavit
n01831360 tody
n03241335 bubbler
n03241335 drinking_fountain
n03241335 water_fountain
n12973443 mucor
n02762725 donkey_boiler
n04003241 primus
n03123666 cover_plate
n03772584 minute_hand
n02979290 cassette_recorder
n02561803 chain_pickerel
n04488857 trouser_press
n03469832 gunnery
n04472563 transmission_shaft
n03945928 pipe_cleaner
n09295210 growler
n07695652 graham_cracker
n04128710 sailcloth
n12126084 cultivated_rice
n12126084 oryza_sativa
n02780815 tutu
n09433839 shoreline
n10087434 fighter_pilot
n03660124 levis
n07684517 raisin_bread
n10772092 weather_forecaster
n10772092 weatherman
n02262803 stonefly
n07908567 amaretto
n04497442 tun
n07935288 hyson
n02205673 black_fly
n03713069 main_yard
n02507148 digitigrade
n07680517 breadstick
n12741222 soapberry
n03548086 hubcap
n12045860 arethusa
n01536035 chipping_sparrow
n01553142 antbird
n12826143 dichondra
n11988132 goldfields
n07583978 alphabet_soup
n03018712 chinese_lantern
n02884994 box_camera
n12110236 wild_oat
n02060569 manx_shearwater
n13152339 yerba_mansa
n04359500 supply_closet
n03393017 free_house
n03695857 luger
n03382292 forecourt
n02363351 castor_canadensis
n02757061 audio_cd
n01330497 arenavirus
n02835412 bicycle_chain
n03401721 fuel_system
n03327133 felucca
n03903133 peavy
n03903133 peavey
n02843276 birdcage
n02024479 golden_plover
n03101664 cookie_jar
n03319457 false_face
n02414290 merino_sheep
n02414290 merino
n04253168 snuffer
n03343234 fipple
n01847253 diving_duck
n12870048 marum
n02124313 abyssinian
n07749312 valencia_orange
n01477875 sea_lamprey
n12834798 waterleaf
n01324610 herbivore
n01341090 rotavirus
n09410224 rift_valley
n01847806 mallard
n01847806 anas_platyrhynchos
n07913393 bloody_mary
n07815956 white_pepper
n03027625 chukka
n01500854 devil_ray
n07919787 decaffeinated_coffee
n07919787 decaf
n12450344 dogtooth
n02016956 purple_gallinule
n03321563 fanny_pack
n12399384 morus_alba
n12399384 white_mulberry
n02585872 cichlid_fish
n02585872 cichlid
n02917607 bullnose
n12029635 coltsfoot
n07900958 sherry
n04614844 zill
n11929743 artemisia_annua
n12882945 digitalis_purpurea
n12882945 fingerroot
n12685431 geranium
n02851939 blindfold
n04295571 stacks
n04124573 saddle_seat
n02117646 brown_hyena
n04293258 squelch
n07588111 fish_chowder
n02197185 medfly
n07834872 russian_dressing
n02392824 white_rhinoceros
n12755225 box_elder
n12755225 acer_negundo
n07853762 grated_cheese
n01804653 northern_bobwhite
n03543012 hot_line
n00467320 quoits
n00467320 horseshoes
n12489815 poinciana
n07575076 luncheon
n07575076 tiffin
n07575076 lunch
n02618827 dragonet
n13154388 pinnule
n13154388 pinna
n03729308 matchbook
n02971167 rubber_tire
n02971167 automobile_tire
n02971167 car_tire
n03268918 electrical_cable
n04017807 pt_boat
n03170635 freezer
n03170635 deep_freeze
n12723062 creosote_bush
n12723062 coville
n12723062 larrea_tridentata
n09990777 dancing_master
n09990777 dance_master
n04455652 topsail
n07761611 sugar_apple
n02494383 woolly_monkey
n02391373 mountain_zebra
n11624531 spruce
n04063868 recording
n12133462 prairie_grass
n10679174 surgeon
n04396335 taximeter
n03162818 dart
n03725506 masonite
n13915113 tetrahedron
n03892425 parquetry
n03947466 pipe_wrench
n07696625 ham_sandwich
n07851554 mascarpone
n12730143 salix_repens
n12730143 creeping_willow
n02088839 coonhound
n01637112 climbing_salamander
n03324928 fatigues
n03517899 high_altar
n07588574 lentil_soup
n02751215 astrolabe
n11944954 carduus_nutans
n09874862 bridesmaid
n03814817 neckerchief
n04041747 radio_antenna
n03274435 electric_typewriter
n04192521 sheraton
n03986355 portfolio
n04398688 teaspoon
n03305953 etd
n12131405 blue_grass
n12131405 bluegrass
n07936459 ice_water
n12477163 agave_americana
n03002816 chalet
n04976319 pigmentation
n04185804 electric_razor
n04185804 electric_shaver
n04185804 shaver
n04442441 toaster_oven
n01836673 poorwill
n02786837 band_saw
n02786837 bandsaw
n02214499 potter_wasp
n03585682 iron_foundry
n02922578 burka
n02922578 burqa
n00448872 rollerblading
n01565599 sedge_warbler
n13908201 cleft
n02793930 barnyard
n01499732 cownose_ray
n01445429 buffalo_fish
n04431436 thumbscrew
n13880551 right_triangle
n13007034 fairy_ring
n03999064 prefab
n02069974 tursiops_truncatus
n04293744 squinch
n14976759 pantile
n07868340 fried_rice
n03146687 cullis
n02485688 green_monkey
n02811350 batting_helmet
n07690273 gem
n07690273 muffin
n03645577 lateen
n03645577 lateen_sail
n10386984 outfielder
n04112252 rotary_wing
n04112252 rotor_blade
n04595855 wiring
n04499810 turnbuckle
n03894677 parts_bin
n01558149 throstle
n01558149 song_thrush
n01558149 mavis
n01340522 polyoma_virus
n01340522 polyoma
n04476116 dragger
n04476116 trawler
n03348868 firing_chamber
n07621264 nonpareil
n03390327 daisy_cutter
n03497100 hash_house
n11771924 carissa_macrocarpa
n08517676 bus_stop
n03779884 moldboard
n11616662 scotch_pine
n11616662 pinus_sylvestris
n11616662 scots_pine
n03879456 pallet
n05451384 lymphocyte
n04001661 pwr
n13006171 coprinus_comatus
n11946051 safflower
n04137773 satellite_receiver
n04590553 windshield
n04590553 windscreen
n04036155 quoit
n11808299 sweet_william
n03730334 maternity_hospital
n02337902 grasshopper_mouse
n03720665 maquiladora
n09279986 fireball
n11722466 creeping_buttercup
n07919310 fizz
n03251280 dry_cell
n02202006 culex_pipiens
n04525584 venetian_blind
n12729315 black_willow
n07870069 souvlaki
n03561047 ignition_key
n03783873 monoplane
n00480366 jai_alai
n00480366 pelota
n02379908 arabian
n02379908 arab
n03664943 ligament
n03035832 gittern
n03035832 cittern
n03035832 citole
n12522678 indian_rosewood
n01881564 cuscus
n12849416 henbit
n02834642 bicorne
n02834642 bicorn
n03996849 power_steering
n02307325 tent_caterpillar
n03053047 clove_hitch
n03524150 hockey_stick
n12113195 feathertop
n04327682 stopcock
n01944955 garden_snail
n13868515 s_shape
n04610013 yacht
n04610013 racing_yacht
n07562379 diabetic_diet
n12521394 scotch_broom
n12521394 cytisus_scoparius
n15089803 vitamin_a
n01835769 european_nightjar
n01443831 crucian_carp
n04963111 sanguine
n02425228 bushbuck
n02474777 homo_sapiens
n02025043 turnstone
n04274985 sphygmomanometer
n03071552 colorimeter
n02788572 baptistery
n02788572 baptismal_font
n02788572 font
n02788572 baptistry
n13898207 conformation
n03239607 drift_net
n12092262 pimpernel
n12086012 vanda
n02287799 cankerworm
n08644045 harborage
n07924747 grapefruit_juice
n11676850 gynophore
n04267165 spandex
n04495555 tudor_arch
n02859955 boatyard
n01632601 tiger_salamander
n07921360 chocolate_milk
n03579538 interior_door
n04587327 windjammer
n02307910 lappet
n07844786 sour_milk
n03168217 beach_chair
n03228365 doubletree
n01854700 goosander
n13156986 palmate_leaf
n03368352 flowerbed
n03368352 flower_bed
n07921615 hard_cider
n07802863 groats
n01623706 scops_owl
n02553028 lingcod
n02378415 warhorse
n04209509 shower_room
n03432061 gearset
n07621497 sabayon
n03600285 riding_breeches
n03600285 jodhpurs
n02614978 gunnel
n03103563 coonskin
n03103563 coonskin_cap
n11793403 malanga
n02763604 volary
n02763604 aviary
n02763604 bird_sanctuary
n12649317 japanese_cherry
