n04351699 suiting
n03855214 organza
n03572107 inkle
n11711764 magnolia_virginiana
n02864504 bolero
n01608814 black_kite
n10304914 medalist
n10304914 medallist
n10304914 medal_winner
n11985053 iva
n01843719 toucanet
n03628511 kremlin
n03153246 cutlass
n02393940 malayan_tapir
n03342015 fingerpaint
n03724538 five_iron
n03256788 dune_buggy
n01683558 night_lizard
n02868975 cupel
n02324514 lapin
n07693590 danish_pastry
n07693590 danish
n00454983 fly_casting
n07735404 parsnip
n01825278 turaco
n02874537 bootlace
n03133050 crochet_hook
n03016609 chicken_wire
n04443766 toby_jug
n04204755 short_circuit
n04204755 short
n05242928 squamous_cell
n01972541 cuttle
n01972541 cuttlefish
n03629231 kurta
n11690254 hypanthium
n11690254 calyx_tube
n11690254 floral_cup
n02905886 bronchoscope
n03500699 haymaker
n12704041 oka
n12704041 oca
n04308397 stealth_fighter
n12546962 wild_lupine
n03966206 plenum
n03848348 opener
n07590320 goulash
n03770224 minicomputer
n04579056 whiskey_bottle
n04521863 variometer
n03609959 keelson
n12934479 caraway
n12973791 rhizopus
n02921406 burberry
n07693223 schnecken
n07694659 shortcake
n13163553 deadwood
n00483705 real_tennis
n00483705 court_tennis
n02771166 backstairs
n02772435 badminton_court
n03660562 liberty_ship
n12402348 banyan_tree
n12402348 banyan
n12402348 banian
n10164492 head_nurse
n01890860 shrew_mole
n07886463 aperitif
n03699754 machicolation
n07607361 licorice
n07607361 liquorice
n12194147 silkwood
n03323319 farthingale
n04292921 squeegee
n01818299 amazon
n03333349 field_hospital
n02278024 comma
n02448060 meles_meles
n12033709 immortelle
n03917198 peristyle
n02356977 black_squirrel
n07691650 croissant
n12522678 indian_rosewood
n11632619 cupressus_sempervirens
n11632619 mediterranean_cypress
n03878828 palette_knife
n03097362 control_center
n01537895 ortolan
n01826680 european_roller
n12675876 lonicera_japonica
n12675876 japanese_honeysuckle
n12711398 rangpur
n07895839 merlot
n01999767 peripatus
n01999767 velvet_worm
n02137015 genet
n03155502 cyclopean_masonry
n03624400 knife_blade
n03968728 plumb
n03968728 plummet
n04265904 space_rocket
n03991202 potbelly
n02574910 remora
n03133415 crock
n12110236 wild_oat
n03146846 cultivator
n03146846 tiller
n01812662 rock_pigeon
n01812662 rock_dove
n01812662 columba_livia
n04211219 shunter
n12110085 avena_sativa
n02237581 mirid
n02237581 capsid
n03551582 hydraulic_pump
n03551582 hydraulic_ram
n03384167 fork
n02857477 boarding_house
n02857477 boardinghouse
n07847827 heavy_cream
n04279462 spinning_wheel
n02761557 automobile_engine
n12498055 palo_verde
n01334217 variola_major
n12236160 salal
n12236160 shallon
n02864122 bwr
n04001661 pwr
n03460147 grinding_wheel
n07857170 miso
n04529962 vertical_fin
n04529962 vertical_stabiliser
n04529962 tailfin
n04529962 vertical_stabilizer
n04529962 tail_fin
n07591586 bouillabaisse
n01856553 greylag_goose
n01856553 greylag
n02767038 baby_powder
n01448594 guppy
n01448594 rainbow_fish
n02389559 donkey
n03108624 core_drill
n02396796 babirusa
n11974557 snakeweed
n03267821 elastic_bandage
n02089232 dachshund
n07924366 apple_juice
n07871065 lutefisk
n07560652 fare
n03364156 flipper
n03364156 fin
n04461570 towpath
n07852376 gorgonzola
n02221083 fire_ant
n01915700 sea_pen
n03632100 lacrosse_ball
n03788601 motel_room
n07614103 apple_dumpling
n04058239 rom
n03368352 flowerbed
n03368352 flower_bed
n03202354 dinner_table
n02683558 afterburner
n02469248 scapular
n12950126 valerian
n04976319 pigmentation
n02542432 bonefish
n03669245 limber
n03032453 cinquefoil
n03936466 pile_driver
n03920867 pew
n07879659 tamale
n01549886 phoebe
n12274358 burr_oak
n12274358 bur_oak
n12274358 quercus_macrocarpa
n03170635 freezer
n03170635 deep_freeze
n12522894 dalbergia_sissoo
n12522894 sissoo
n11536673 aquatic
n07867164 falafel
n02365108 mara
n04022866 pump_room
n00440382 long_jump
n00440382 broad_jump
n04340521 stroboscope
n04340521 strobe
n04340521 strobe_light
n03906463 pelham
n01330126 adenovirus
n00452864 beagling
n02125081 felis_silvestris
n02125081 european_wildcat
n02519340 pout
n03541269 hospital_ship
n12761905 terebinth
n12761905 pistacia_terebinthus
n02499022 slow_loris
n04389430 tankard
n03782794 monkey_wrench
n02998841 chaddar
n02998841 chadar
n02998841 chador
n02469472 tadpole
n07845863 homogenized_milk
n04168199 segway
n02392434 indian_rhinoceros
n07839478 roux
n02775178 baggage_claim
n03947466 pipe_wrench
n04562496 waterspout
n04141198 saxhorn
n13038068 gyromitra_esculenta
n03758992 microbrewery
n03652389 leaf_spring
n02415253 dall_sheep
n02415253 white_sheep
n00468299 shinny
n12084890 stanhopea
n01652026 chorus_frog
n12696492 neem
n12696492 neem_tree
n12696492 azadirachta_indica
n03326948 magic_marker
n04130257 salad_bowl
n03849679 openwork
n03506880 hearse
n07690585 yorkshire_pudding
n04295777 staddle
n12281974 betula_papyrifera
n12281974 paper_birch
n10605253 skier
n01850873 canvasback
n07908411 absinth
n07908411 absinthe
n02531114 alewife
n02124484 manx
n12336333 eucalyptus_camaldulensis
n02493224 uakari
n02867966 bomber_jacket
n07766723 marang
n12732491 black_poplar
n03500389 hay_bale
n02146371 brown_bat
n07803408 bulgur
n07801342 silage
n11631854 cupressus_arizonica
n02833403 bevel
n02735361 arc_light
n02735361 arc_lamp
n04100519 rodeo
n03713436 majolica
n03713436 maiolica
n02420509 blackbuck
n02420509 black_buck
n07729225 butterbean
n02892948 knuckles
n02892948 brass_knuckles
n07749192 navel_orange
n12152532 cotton_grass
n03231368 drawing_table
n01449712 platy
n03082656 tourniquet
n03090000 conference_table
n03090000 council_board
n12062781 chatterbox
n01842235 barbet
n02734725 architecture
n03681813 local_oscillator
n03721047 marble
n03721590 marina
n11801392 birthwort
n10324560 model
n10324560 poser
n03177059 departure_lounge
n03296217 escape_wheel
n11696450 lancewood
n03952576 pizza_parlor
n03952576 pizzeria
n03952576 pizza_shop
n03751590 messuage
n03915320 percussion_cap
n04612026 yarmulke
n02614978 gunnel
n07827130 juniper_berries
n09219233 berm
n02248887 soft_scale
n01546039 scrubbird
n01489501 bull_shark
n04976952 skin_color
n04976952 skin_colour
n04976952 complexion
n04320598 stink_bomb
n02871824 boom
n02897389 brewpub
n03176594 deodorant
n12656369 framboise
n12656369 rubus_idaeus
n02059852 giant_petrel
n01527917 skylark
n02890804 brake_pedal
n03843438 oilcloth
n07846802 whole_milk
n01952712 physa
n12086012 vanda
n03448031 gordian_knot
n09228055 brae
n12646605 fuji
n07741804 winesap
n04285965 sport_utility
n04285965 suv
n02588794 margate
n02610373 bergall
n12441958 asphodel
n07839730 soubise
n03888022 parabolic_reflector
n03676759 lcd
n07915491 mint_julep
n07915491 julep
n12907857 nicotiana_tabacum
n07577538 nosh
n02407625 hereford
n02407625 whiteface
n02805283 baster
n02044908 great_skua
n08571275 midfield
n04542329 voussoir
n07611148 dumpling
n03187751 dialysis_machine
n03187751 dialyzer
n04443433 toboggan
n05453657 neutrophil
n04245508 small_stores
n11782036 elephant_ear
n11782036 alocasia
n04564278 wattmeter
n01749244 rinkhals
n04290259 spur
n04290259 gad
n02692086 airscrew
n02692086 prop
n07866015 croquette
n04165409 sectional
n04253057 snuffbox
n07924747 grapefruit_juice
n01536644 song_sparrow
n03588841 jabot
n02961451 carbine
n11879722 brassica_napus
n11879722 colza
n07708124 julienne
n04385079 tailor_made
n04364994 surplice
n07904637 sloe_gin
n04267435 spanker
n03658635 levee
n11706942 persea_borbonia
n11706942 laurel_tree
n11706942 red_bay
n04359217 supplejack
n04326676 stoneware
n03280394 electrostatic_machine
n03280394 electrostatic_generator
n10467179 president
n12521394 scotch_broom
n12521394 cytisus_scoparius
n01804163 golden_pheasant
n02579928 permit
n09348460 massif
n04280259 spiral_spring
n04197110 shipwreck
n01855188 smew
n07877675 steak_tartare
n07845087 formula
n12093329 cyclamen
n07655263 saute
n00447221 tobogganing
n02102605 water_spaniel
n02214499 potter_wasp
n03039259 clay_pigeon
n02692513 vacuum_pump
n02692513 air_pump
n03170292 decoupage
n03030353 cigar_box
n12919847 leafy_spurge
n12095647 moneywort
n03522990 hitching_post
n11690455 petal
n11690455 flower_petal
n03595264 jerkin
n04349306 subway_train
n01788579 eurypterid
n04131368 saltbox
n03210552 dispensary
n03284981 enamelware
n04250473 snips
n03067518 cold_frame
n03503997 headlight
n03503997 headlamp
n03567066 incubator
n03567066 brooder
n01442710 rudd
n03680512 loaner
n12072722 masdevallia
n01573360 western_meadowlark
n15062057 stucco
n04574067 wet_suit
n03956331 planetary_gear
n03956331 epicyclic_gear
n02868240 bomblet
n03730655 matrix
n07803779 cracked_wheat
n01686044 racerunner
n04087826 ribbing
n02161457 pollinator
n02197185 medfly
n09899289 cashier
n03804211 nacelle
n03379204 football_stadium
n09475925 waterside
n03331077 fez
n12154773 screw_pine
n12154773 pandanus
n04051439 rammer
n03123553 coverlet
n02376679 filly
n13150378 cubeb
n04266968 spaghetti_junction
n11919761 ambrosia_artemisiifolia
n11923174 mayweed
n07866868 eggs_benedict
n03711044 mail_train
n03145522 cue
n02379743 appaloosa
n03200539 dining_hall
n04232437 skyhook
n03698604 luxury_liner
n09436444 ski_slope
n03727605 masterpiece
n07654298 biryani
n10316862 military_leader
n07934032 tisane
n07568241 farina
n02414209 longwool
n03141455 crupper
n02868638 bomb_shelter
n02868638 bombproof
n13025854 saccharomyces_cerevisiae
n11621950 canada_balsam
n11621950 balsam_fir
n02695627 alcazar
n02311748 leptocephalus
n04492060 trunk_lid
n03732543 maxim_gun
n01453087 john_dory
n03326371 feedlot
n13032923 verpa
n01904886 oyster_shell
n07922147 perry
n07900225 varietal
n05451384 lymphocyte
n03935883 pilaster
n03483230 handbell
n02397744 collared_peccary
n02397744 javelina
n01919385 beroe
n12801520 parnassia
